ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_ALUMNO_NIP_NK,ID_SOLICITUD_MOVILIDAD_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_ACADEMICO,ID_ALUMNO,ID_CENTRO,ID_PLAN_ESTUDIO,ID_TIPO_ESTUDIO,ID_UNIVERSIDAD_DESTINO,ID_PAIS_UNIVERSIDAD_DESTINO,ID_TUTOR,ID_AREA_ESTUDIOS_MOVILIDAD,ID_NIVEL_ESTUDIOS_MOVILIDAD,ID_TIPO_ACCESO,ID_RANGO_CRED_SUPERADOS,ID_RANGO_CRED_SUPERADOS_PREVIO,ID_FECHA_INICIO_ESTANCIA,ID_FECHA_FIN_ESTANCIA,ID_SEXO,ID_PAIS_NACIONALIDAD,ID_RANGO_NOTA_ADMISION,EDAD,ORDEN_PREFERENCIA,FLG_ACCESO_DIRECTO_MOVILIDAD,DURACION_ESTANCIA,ANOS_CURSADOS,CURSO_MAS_ALTO_MATRICULADO,CREDITOS_SUPERADOS_PREVIO,CREDITOS_SUPERA_DESTINO,NOTA_ADMISION,FECHA_CARGA,ID_POBLACION_FAMILIAR,ID_PROGRAMA_MOVILIDAD_NK,ID_PROGRAMA_MOVILIDAD,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_FECHA_CARGA,FLG_NUM_ACCESO_DIRECTO_MOVI,ID_EDAD_EST
2012,600250,800250,1000250,20120,700250,900250,23,14,9,97,75,191,19,2,1,7,4,20220105,20230610,2,67,2,25,4,N,17,3,4,43,16,13.69,2023-08-04,340,60,6,27,10,20220411,0,3
2021,600251,800251,1000251,20210,700251,900251,23,86,1,21,83,824,17,3,15,5,6,20210414,20220216,1,93,4,25,2,N,10,2,2,60,49,9.0,2023-09-09,55,30,3,6,2,20220915,0,7
2014,600252,800252,1000252,20140,700252,900252,41,68,10,10,76,815,15,8,11,7,3,20220416,20230308,2,14,3,18,4,S,10,2,2,61,41,6.78,2023-03-01,188,60,6,6,1,20220103,1,7
2017,600253,800253,1000253,20170,700253,900253,31,87,7,34,49,835,16,8,8,7,3,20210108,20220603,1,23,4,25,1,N,17,4,4,57,44,7.1,2023-08-08,131,50,5,36,14,20220331,0,9
2010,600254,800254,1000254,20100,700254,900254,42,35,4,31,5,643,7,2,12,4,4,20220811,20230714,1,22,1,21,5,N,11,2,2,105,50,6.99,2023-07-06,87,90,9,14,9,20230115,0,5
2016,600255,800255,1000255,20160,700255,900255,46,17,10,77,49,361,18,7,4,3,4,20220514,20230412,1,44,3,22,4,N,11,3,2,96,53,13.62,2022-02-02,98,10,1,9,4,20230215,0,5
2019,600256,800256,1000256,20190,700256,900256,30,10,8,10,78,276,4,3,4,4,2,20220626,20220728,1,58,5,19,2,S,1,4,4,172,43,5.64,2023-01-18,64,20,2,2,14,20231207,1,6
2018,600257,800257,1000257,20180,700257,900257,37,96,9,2,73,244,13,4,13,2,6,20210309,20220307,2,94,5,30,2,N,12,1,4,141,56,12.52,2022-03-18,178,40,4,33,4,20220121,0,6
2024,600258,800258,1000258,20240,700258,900258,38,68,5,25,80,873,7,3,9,4,7,20211224,20220908,1,49,1,21,1,S,8,1,3,140,44,8.59,2022-04-30,383,40,4,17,13,20230203,1,4
2022,600259,800259,1000259,20220,700259,900259,20,96,5,89,88,5,12,1,9,1,1,20220626,20220322,2,59,2,29,3,S,-3,2,2,104,26,5.72,2023-02-09,183,100,10,31,3,20220201,1,9
2022,600260,800260,1000260,20220,700260,900260,30,91,5,69,53,353,8,7,11,4,2,20221122,20220523,2,30,1,29,2,S,-6,2,3,49,20,12.06,2022-08-01,185,40,4,11,3,20230425,1,3
2014,600261,800261,1000261,20140,700261,900261,24,23,5,11,22,726,2,1,14,2,7,20220413,20230117,2,1,5,23,4,S,9,2,2,178,49,11.69,2023-04-21,399,50,5,47,5,20220410,1,6
2012,600262,800262,1000262,20120,700262,900262,45,70,6,45,63,125,2,1,11,4,2,20221226,20230215,1,31,3,21,4,N,1,1,2,100,34,10.38,2022-10-17,414,20,2,34,8,20221016,0,6
2019,600263,800263,1000263,20190,700263,900263,47,76,5,75,58,211,3,8,13,4,7,20211109,20220718,1,38,1,23,4,S,8,2,3,143,52,5.97,2023-10-17,89,10,1,21,4,20220130,1,4
2016,600264,800264,1000264,20160,700264,900264,11,80,1,89,4,386,17,6,2,5,6,20210704,20220402,2,86,3,30,5,N,9,4,1,143,38,9.77,2022-03-02,194,40,4,22,1,20220228,0,3
2015,600265,800265,1000265,20150,700265,900265,2,22,5,34,23,400,19,8,10,3,5,20220128,20230727,1,27,3,28,2,S,18,2,3,147,51,12.83,2023-06-09,2,30,3,43,2,20230312,1,5
2015,600266,800266,1000266,20150,700266,900266,22,54,5,65,99,723,4,6,10,4,7,20210412,20220126,1,89,3,27,5,S,9,2,3,56,29,11.4,2022-03-14,29,40,4,5,11,20220815,1,5
2010,600267,800267,1000267,20100,700267,900267,22,1,5,50,94,28,15,3,8,7,6,20210420,20230301,2,74,2,26,2,N,22,1,1,38,25,5.59,2022-10-21,120,20,2,8,11,20230202,0,2
2018,600268,800268,1000268,20180,700268,900268,19,49,3,98,46,79,2,4,10,3,4,20221113,20220308,2,79,3,22,2,S,-8,1,3,141,22,13.59,2023-04-24,69,50,5,46,15,20230203,1,4
2012,600269,800269,1000269,20120,700269,900269,27,48,1,65,55,485,4,7,2,6,1,20220906,20230602,1,27,5,18,1,N,8,2,2,137,32,11.29,2023-09-01,252,90,9,42,2,20230329,0,10
2014,600270,800270,1000270,20140,700270,900270,46,53,3,36,79,480,20,6,3,2,5,20221107,20231201,1,55,2,23,4,S,12,3,2,140,24,12.67,2022-04-21,475,80,8,7,5,20230424,1,7
2012,600271,800271,1000271,20120,700271,900271,47,93,3,62,60,822,8,3,3,5,1,20220905,20220125,2,99,4,23,2,S,-7,4,1,57,17,12.92,2022-07-23,72,50,5,47,1,20220811,1,9
2021,600272,800272,1000272,20210,700272,900272,2,25,6,55,90,894,20,4,12,6,1,20210512,20230315,2,99,3,22,1,S,22,4,4,76,44,11.04,2023-04-29,345,80,8,12,5,20230122,1,10
2013,600273,800273,1000273,20130,700273,900273,38,91,6,98,29,938,20,3,2,7,5,20210117,20220802,2,90,2,21,4,N,18,1,3,57,13,5.37,2022-04-27,188,30,3,24,8,20231206,0,3
2024,600274,800274,1000274,20240,700274,900274,47,22,5,83,19,367,4,1,2,7,3,20221228,20230414,1,90,3,18,2,N,3,3,2,75,58,13.34,2022-03-21,154,80,8,37,7,20220608,0,7
2018,600275,800275,1000275,20180,700275,900275,21,5,5,93,55,66,12,1,15,2,6,20210819,20220103,1,72,1,29,4,S,4,1,4,117,24,12.61,2023-01-31,454,80,8,25,5,20220902,1,4
2023,600276,800276,1000276,20230,700276,900276,22,29,2,77,7,927,20,6,7,3,7,20220312,20220916,1,19,3,29,2,N,6,4,4,83,23,12.65,2023-06-05,298,90,9,32,13,20230402,0,6
2019,600277,800277,1000277,20190,700277,900277,24,93,6,18,19,351,19,8,8,5,3,20210519,20221023,1,46,2,20,2,N,17,1,1,173,29,8.45,2022-12-12,111,40,4,6,9,20220118,0,5
2011,600278,800278,1000278,20110,700278,900278,10,90,8,18,62,864,6,6,12,5,5,20210910,20220611,1,49,5,19,4,N,9,3,4,72,60,6.65,2022-10-15,183,30,3,40,5,20230731,0,3
2017,600279,800279,1000279,20170,700279,900279,10,49,1,63,62,888,18,6,7,6,7,20220405,20230314,1,41,3,18,4,N,11,3,1,173,21,10.58,2023-10-23,202,50,5,24,13,20221024,0,8
2012,600280,800280,1000280,20120,700280,900280,17,3,4,82,41,466,1,1,5,3,3,20221020,20220202,1,54,3,22,1,N,-8,3,3,84,14,13.61,2022-06-13,202,100,10,17,6,20220619,0,9
2017,600281,800281,1000281,20170,700281,900281,28,53,5,35,62,120,16,3,9,5,3,20210425,20230616,1,41,3,19,3,N,26,1,3,36,56,6.46,2023-03-04,240,60,6,32,15,20230619,0,10
2022,600282,800282,1000282,20220,700282,900282,23,76,8,85,29,641,14,8,13,6,3,20221009,20220710,2,33,3,27,5,S,-3,3,2,157,23,5.22,2023-12-09,368,100,10,44,7,20220130,1,6
2024,600283,800283,1000283,20240,700283,900283,43,20,6,91,74,488,20,7,8,2,4,20210128,20221105,1,23,5,30,1,N,21,4,3,30,27,13.65,2023-01-09,316,20,2,6,1,20231206,0,4
2017,600284,800284,1000284,20170,700284,900284,39,75,4,86,92,261,17,1,8,6,1,20210210,20231217,2,63,1,29,4,S,34,4,1,94,18,11.84,2023-01-01,274,60,6,8,5,20231101,1,2
2014,600285,800285,1000285,20140,700285,900285,45,95,9,84,59,402,5,8,4,4,6,20220919,20230409,1,18,3,21,5,N,6,3,1,120,54,5.71,2023-12-07,135,80,8,14,9,20230808,0,1
2019,600286,800286,1000286,20190,700286,900286,23,68,4,89,7,426,13,4,15,7,6,20220716,20221111,2,38,3,25,4,S,3,3,3,84,46,5.04,2022-10-06,65,60,6,28,2,20230915,1,4
2023,600287,800287,1000287,20230,700287,900287,3,21,3,29,27,236,17,2,13,4,7,20220517,20220924,1,80,1,20,1,N,4,4,2,30,24,11.87,2022-10-27,295,50,5,29,14,20230301,0,8
2013,600288,800288,1000288,20130,700288,900288,7,79,3,95,58,915,4,4,13,7,2,20210427,20231215,2,4,4,21,2,S,32,2,4,102,37,12.77,2022-12-01,173,100,10,15,10,20231005,1,8
2016,600289,800289,1000289,20160,700289,900289,50,5,1,84,41,256,3,4,12,1,3,20210514,20220515,2,60,4,30,5,N,12,3,1,41,50,8.72,2022-11-30,237,60,6,7,11,20221227,0,1
2018,600290,800290,1000290,20180,700290,900290,42,7,3,88,28,756,14,1,8,4,2,20210515,20221209,1,75,3,22,4,N,19,4,1,35,21,8.95,2022-12-06,63,20,2,7,12,20231030,0,5
2012,600291,800291,1000291,20120,700291,900291,1,86,10,1,87,516,13,4,10,3,3,20211013,20230120,1,76,4,28,5,S,15,3,1,55,18,9.18,2023-04-04,6,40,4,41,6,20230821,1,7
2019,600292,800292,1000292,20190,700292,900292,36,48,4,62,81,909,11,1,4,1,1,20210120,20220222,2,6,2,25,4,S,13,3,4,32,60,6.3,2023-07-06,49,40,4,45,10,20230217,1,8
2024,600293,800293,1000293,20240,700293,900293,8,61,10,29,15,663,13,7,13,6,4,20210111,20220408,2,98,1,29,1,N,15,4,4,149,36,8.47,2023-03-22,294,10,1,49,12,20220206,0,8
2016,600294,800294,1000294,20160,700294,900294,7,37,6,61,25,624,18,1,7,5,3,20211106,20220510,1,98,5,24,4,S,6,3,3,93,15,12.51,2023-03-06,62,80,8,21,1,20230920,1,1
2019,600295,800295,1000295,20190,700295,900295,23,3,9,24,90,503,7,1,11,1,5,20220612,20231114,2,16,3,20,5,S,17,4,4,89,46,12.32,2022-05-18,335,70,7,49,3,20230702,1,1
2014,600296,800296,1000296,20140,700296,900296,8,46,10,73,53,451,17,7,15,2,6,20211123,20220824,2,79,1,29,4,N,9,1,4,113,10,9.81,2022-09-08,56,90,9,27,5,20220330,0,3
2014,600297,800297,1000297,20140,700297,900297,33,62,3,93,35,795,7,2,6,3,6,20220811,20230731,2,61,4,26,1,S,11,2,2,127,25,13.71,2022-05-29,463,60,6,9,13,20230116,1,5
2010,600298,800298,1000298,20100,700298,900298,40,94,8,19,47,135,13,8,3,4,5,20210220,20231117,1,3,4,25,3,N,33,1,2,170,52,12.8,2023-07-25,230,20,2,48,7,20230310,0,10
2012,600299,800299,1000299,20120,700299,900299,27,26,4,55,41,336,13,6,7,4,4,20220625,20230502,1,20,5,29,4,S,10,1,2,125,58,10.24,2023-05-20,94,100,10,41,2,20220623,1,7
2014,600300,800300,1000300,20140,700300,900300,33,20,2,79,34,15,7,7,13,6,7,20210110,20230829,1,31,3,23,4,N,32,4,3,157,17,9.71,2023-08-13,120,90,9,8,15,20220825,0,4
