ID_SOLICITUD_MOVILIDAD_NK,ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_ALUMNO_NIP_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_ACADEMICO,ID_ALUMNO,ID_PAIS_NACIONALIDAD,ID_SEXO,ID_PLAN_ESTUDIO,ID_TIPO_ESTUDIO,ID_CENTRO,ID_TIPO_ACCESO,ID_AREA_ESTUDIOS_MOVILIDAD,ID_NIVEL_ESTUDIOS_MOVILIDAD,ID_IDIOMA_MOVILIDAD,ID_FECHA_SOLICITUD,ID_RANGO_NOTA_ADMISION,ID_RANGO_CRED_SUPERADOS_PREVIO,ORDEN_PREFERENCIA,FLG_ACEPTADA,FLG_RENUNCIA,ACEPTADA,RENUNCIA,EDAD,DURACION_ESTANCIA,ANOS_CURSADOS,CREDITOS_SUPERADOS,NOTA_ADMISION,FECHA_CARGA,ID_POBLACION_FAMILIAR,ID_PROGRAMA_MOVILIDAD,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_FECHA_CARGA,ID_EDAD_EST,ID_UNIVERSIDAD_DESTINO,ID_PAIS_UNIVERSIDAD_DESTINO
1100265,2024,1200265,1400265,20240,1300265,1500265,61,1,11,10,27,11,6,3,12,20210102,1,6,2,S,N,1,0,30,9,3,106,12.75,2023-09-04,27,5,50,10,20230501,8,3,6
1100266,2020,1200266,1400266,20200,1300266,1500266,48,2,12,6,27,4,15,6,9,20220928,1,1,1,S,N,1,0,30,3,4,162,12.17,2023-06-29,180,8,6,9,20220511,6,23,11
1100267,2021,1200267,1400267,20210,1300267,1500267,53,2,22,8,42,13,13,5,15,20210914,4,3,2,S,N,1,0,19,7,4,54,13.8,2022-06-07,105,2,41,5,20220823,1,3,61
1100268,2016,1200268,1400268,20160,1300268,1500268,50,1,40,10,22,15,6,8,10,20200829,2,3,2,S,N,1,0,20,6,1,37,6.85,2023-11-07,38,1,35,1,20230226,7,90,29
1100269,2023,1200269,1400269,20230,1300269,1500269,98,1,72,3,33,12,16,4,11,20220822,1,3,2,N,N,0,0,18,6,1,144,6.98,2023-03-10,121,10,32,8,20220304,7,94,22
1100270,2021,1200270,1400270,20210,1300270,1500270,43,1,96,4,30,2,17,7,8,20210906,2,3,5,S,N,1,0,30,10,2,169,11.64,2022-09-25,207,2,15,2,20231123,7,27,74
1100271,2018,1200271,1400271,20180,1300271,1500271,65,1,58,4,41,11,17,8,6,20200822,5,4,2,S,N,1,0,18,6,4,52,9.34,2022-08-19,313,6,45,6,20230617,10,10,12
1100272,2024,1200272,1400272,20240,1300272,1500272,53,1,53,2,40,12,1,5,4,20200815,5,3,5,S,N,1,0,27,11,3,67,6.53,2023-11-09,211,3,18,10,20230519,10,87,22
1100273,2019,1200273,1400273,20190,1300273,1500273,41,2,55,5,13,8,16,7,9,20210425,4,3,5,S,N,1,0,25,9,4,155,12.0,2022-02-03,390,2,18,4,20230519,1,62,77
1100274,2014,1200274,1400274,20140,1300274,1500274,68,1,4,3,30,10,12,6,3,20210928,5,7,3,S,N,1,0,28,3,1,101,7.72,2022-02-14,440,4,25,10,20220308,5,95,91
1100275,2023,1200275,1400275,20230,1300275,1500275,68,1,51,8,23,14,5,1,12,20220913,4,2,5,S,N,1,0,25,4,3,103,8.17,2022-08-01,490,4,17,6,20220210,10,63,26
1100276,2012,1200276,1400276,20120,1300276,1500276,36,1,37,1,32,6,2,1,2,20210214,1,3,4,S,N,1,0,30,5,1,129,9.23,2022-03-08,219,2,12,5,20221130,5,72,12
1100277,2017,1200277,1400277,20170,1300277,1500277,16,1,27,9,42,8,2,6,14,20210115,4,4,2,N,N,0,0,24,8,3,99,6.52,2023-08-18,57,9,45,10,20220203,6,87,49
1100278,2021,1200278,1400278,20210,1300278,1500278,87,2,60,5,36,13,6,7,8,20221114,1,1,1,N,N,0,0,20,5,3,37,5.13,2022-02-20,151,3,42,1,20221016,3,78,13
1100279,2019,1200279,1400279,20190,1300279,1500279,96,2,68,10,18,9,20,2,8,20201215,4,2,5,S,N,1,0,29,3,2,73,12.97,2023-03-24,422,7,29,5,20221110,9,49,80
1100280,2019,1200280,1400280,20190,1300280,1500280,58,1,55,2,43,13,7,6,15,20200821,4,4,2,S,N,1,0,19,3,3,120,13.05,2023-04-23,336,5,3,3,20220912,8,12,75
1100281,2022,1200281,1400281,20220,1300281,1500281,80,1,13,5,40,14,7,7,8,20220625,1,3,1,S,S,1,1,26,7,2,109,5.51,2022-06-06,56,2,7,3,20230723,2,94,56
1100282,2016,1200282,1400282,20160,1300282,1500282,66,1,39,1,21,10,20,8,8,20220329,4,4,3,N,N,0,0,21,9,4,149,8.55,2022-04-03,73,7,12,8,20220914,10,26,27
1100283,2011,1200283,1400283,20110,1300283,1500283,34,2,5,10,44,8,17,2,6,20200105,5,4,2,S,N,1,0,18,7,3,143,9.42,2023-11-30,400,3,25,5,20220306,9,18,4
1100284,2022,1200284,1400284,20220,1300284,1500284,58,2,11,7,7,8,4,6,13,20200508,5,2,3,N,N,0,0,18,3,1,174,8.31,2022-04-25,248,10,14,5,20220926,5,94,32
1100285,2010,1200285,1400285,20100,1300285,1500285,81,1,58,9,50,11,19,6,11,20220929,4,6,4,S,N,1,0,21,8,3,42,9.16,2023-01-24,359,8,9,1,20230625,4,55,60
1100286,2012,1200286,1400286,20120,1300286,1500286,76,1,51,10,12,2,7,5,9,20200610,5,1,3,N,N,0,0,29,9,4,136,12.22,2022-03-10,406,10,2,10,20230630,1,23,81
1100287,2022,1200287,1400287,20220,1300287,1500287,93,2,33,6,28,3,17,5,6,20220410,5,5,3,S,N,1,0,19,12,1,157,7.28,2022-04-20,108,1,28,10,20230809,1,69,23
1100288,2012,1200288,1400288,20120,1300288,1500288,99,1,64,8,27,13,15,7,9,20210323,4,6,2,N,N,0,0,28,7,2,86,10.65,2023-11-22,437,8,16,3,20231204,1,60,63
1100289,2016,1200289,1400289,20160,1300289,1500289,47,2,1,1,14,8,14,4,12,20201210,5,4,2,S,N,1,0,28,11,3,172,8.09,2022-02-28,492,6,50,4,20230514,9,75,21
1100290,2014,1200290,1400290,20140,1300290,1500290,56,1,96,1,17,3,5,3,4,20220513,1,2,3,S,N,1,0,23,9,3,98,8.26,2022-01-15,95,5,43,5,20220417,4,18,5
1100291,2021,1200291,1400291,20210,1300291,1500291,32,1,16,3,4,5,15,7,5,20200226,4,7,5,N,N,0,0,30,12,3,70,8.49,2023-04-22,24,1,31,3,20231108,4,86,78
1100292,2010,1200292,1400292,20100,1300292,1500292,76,2,92,3,1,10,19,2,2,20220711,4,1,1,S,N,1,0,30,6,4,174,5.43,2022-10-02,357,3,43,6,20221018,4,23,70
1100293,2023,1200293,1400293,20230,1300293,1500293,70,2,62,4,42,5,12,3,4,20210704,3,5,2,N,N,0,0,23,11,1,61,11.38,2022-09-01,466,1,41,9,20230405,8,67,35
1100294,2017,1200294,1400294,20170,1300294,1500294,94,2,49,5,2,4,19,5,14,20200310,1,2,4,S,N,1,0,19,7,3,33,10.86,2022-05-01,307,2,38,7,20230602,1,86,25
1100295,2010,1200295,1400295,20100,1300295,1500295,39,2,58,8,5,4,7,8,3,20220707,4,5,2,S,N,1,0,26,6,3,57,12.76,2023-01-12,339,3,16,3,20230904,7,80,62
1100296,2023,1200296,1400296,20230,1300296,1500296,39,1,100,6,2,10,10,7,15,20211018,4,3,5,S,N,1,0,25,9,1,41,6.7,2022-10-26,50,9,6,8,20221212,9,11,7
1100297,2013,1200297,1400297,20130,1300297,1500297,18,2,39,8,44,8,9,3,2,20200518,3,3,4,N,N,0,0,25,10,3,82,9.08,2022-10-07,223,5,28,9,20230317,2,35,58
1100298,2022,1200298,1400298,20220,1300298,1500298,66,2,62,10,32,13,15,5,1,20200101,5,4,3,N,N,0,0,23,12,3,93,13.01,2022-02-05,248,2,41,4,20230319,8,2,75
1100299,2023,1200299,1400299,20230,1300299,1500299,49,1,68,1,26,1,10,1,14,20220321,2,7,4,N,N,0,0,22,5,3,152,6.28,2023-04-04,471,10,31,1,20230425,2,21,60
1100300,2022,1200300,1400300,20220,1300300,1500300,86,2,5,5,29,6,15,4,5,20210602,1,3,4,N,N,0,0,23,4,1,147,5.11,2022-01-31,258,8,40,1,20220911,4,46,1
1100301,2022,1200301,1400301,20220,1300301,1500301,83,2,23,2,13,8,1,8,7,20210106,3,6,3,N,N,0,0,25,7,4,121,12.47,2023-05-02,307,8,30,9,20231023,10,46,25
1100302,2016,1200302,1400302,20160,1300302,1500302,81,1,7,8,49,1,10,2,12,20200930,2,1,3,S,N,1,0,22,9,1,47,11.01,2023-10-29,99,9,29,5,20230422,6,79,30
1100303,2020,1200303,1400303,20200,1300303,1500303,100,2,88,9,38,15,8,5,11,20210401,4,1,5,S,N,1,0,29,3,4,169,7.38,2023-01-30,281,10,30,3,20220803,1,7,57
1100304,2012,1200304,1400304,20120,1300304,1500304,79,2,47,3,36,5,3,5,1,20221122,3,7,4,S,N,1,0,20,11,2,42,6.76,2022-03-13,282,3,4,6,20230111,8,70,62
1100305,2018,1200305,1400305,20180,1300305,1500305,82,2,42,4,10,7,8,1,8,20211127,4,5,5,N,N,0,0,18,10,1,133,9.76,2022-03-16,276,4,12,2,20230418,9,89,64
1100306,2014,1200306,1400306,20140,1300306,1500306,35,2,77,3,18,10,8,5,6,20211030,2,2,4,N,N,0,0,30,11,2,128,7.5,2023-09-23,141,4,3,6,20220517,9,67,59
1100307,2016,1200307,1400307,20160,1300307,1500307,57,2,60,1,49,14,2,3,3,20200318,2,6,5,N,N,0,0,30,10,3,169,6.06,2022-12-21,243,1,5,10,20220707,9,89,34
1100308,2014,1200308,1400308,20140,1300308,1500308,7,1,98,7,22,3,15,4,15,20210218,2,5,5,S,N,1,0,24,8,2,121,10.24,2022-12-18,436,9,43,6,20231005,2,88,42
1100309,2014,1200309,1400309,20140,1300309,1500309,59,2,20,3,6,2,13,4,4,20200612,2,5,5,N,N,0,0,30,10,2,140,12.18,2023-12-01,348,10,42,5,20230721,1,25,66
1100310,2010,1200310,1400310,20100,1300310,1500310,43,2,13,6,9,5,17,8,4,20210611,4,1,1,S,N,1,0,30,11,1,136,7.78,2022-12-03,197,1,20,2,20220127,4,18,99
1100311,2021,1200311,1400311,20210,1300311,1500311,14,2,7,8,4,15,13,7,10,20220604,3,7,5,S,N,1,0,20,6,4,57,9.6,2022-05-28,461,5,34,5,20220710,1,21,91
1100312,2018,1200312,1400312,20180,1300312,1500312,86,1,30,5,11,8,14,2,7,20220104,2,5,3,S,N,1,0,30,9,1,134,8.5,2022-03-14,201,9,46,2,20231225,1,19,97
1100313,2014,1200313,1400313,20140,1300313,1500313,80,1,86,4,7,10,5,7,1,20211028,5,1,2,N,N,0,0,19,4,3,104,7.3,2023-05-18,206,5,36,2,20230621,3,88,37
1100314,2013,1200314,1400314,20130,1300314,1500314,53,2,94,1,21,7,12,2,13,20210420,3,1,5,N,N,0,0,20,4,3,83,7.0,2023-07-04,245,6,27,1,20220820,5,48,94
1100315,2022,1200315,1400315,20220,1300315,1500315,36,1,11,9,16,3,11,5,12,20220517,5,3,3,N,N,0,0,30,8,2,100,6.35,2022-04-09,56,6,1,2,20230429,10,91,74
1100316,2013,1200316,1400316,20130,1300316,1500316,24,1,24,7,29,12,20,4,13,20221229,4,6,1,N,N,0,0,20,6,1,180,6.75,2023-06-14,383,1,49,5,20220806,3,9,30
1100317,2022,1200317,1400317,20220,1300317,1500317,13,1,33,9,7,12,8,5,4,20200521,4,1,5,N,N,0,0,30,5,4,43,10.81,2022-02-25,374,10,33,3,20230403,7,29,80
1100318,2010,1200318,1400318,20100,1300318,1500318,3,1,19,4,47,14,2,3,10,20211111,4,2,4,N,N,0,0,19,10,4,113,5.43,2022-07-26,158,10,30,10,20221123,2,95,35
1100319,2020,1200319,1400319,20200,1300319,1500319,38,1,11,5,17,4,3,8,12,20201008,2,6,3,N,N,0,0,28,6,1,162,6.59,2022-09-04,468,7,45,3,20220721,2,19,8
1100320,2012,1200320,1400320,20120,1300320,1500320,5,2,95,1,5,9,19,5,14,20200328,1,7,2,N,N,0,0,24,11,1,41,7.31,2022-01-21,286,8,1,8,20220314,10,67,78
1100321,2022,1200321,1400321,20220,1300321,1500321,25,1,99,7,38,1,12,2,11,20200816,1,4,2,N,N,0,0,19,9,4,74,13.7,2023-11-12,339,5,30,9,20220710,6,46,18
1100322,2024,1200322,1400322,20240,1300322,1500322,55,2,56,10,18,7,4,5,8,20220308,3,7,5,S,N,1,0,24,11,1,147,10.4,2023-02-25,4,7,45,1,20231029,1,69,53
1100323,2011,1200323,1400323,20110,1300323,1500323,17,2,84,6,39,15,15,2,11,20220227,3,3,3,N,N,0,0,25,6,3,118,8.13,2023-04-24,366,5,2,1,20231105,9,19,77
1100324,2018,1200324,1400324,20180,1300324,1500324,17,2,26,3,33,2,15,3,13,20211109,4,7,3,N,N,0,0,23,12,3,44,9.57,2022-09-24,286,10,31,7,20220903,8,58,78
1100325,2013,1200325,1400325,20130,1300325,1500325,55,1,16,8,13,5,2,1,8,20220519,2,7,2,N,N,0,0,27,9,4,155,8.18,2022-02-11,484,1,13,10,20220628,8,79,65
1100326,2011,1200326,1400326,20110,1300326,1500326,39,2,46,6,15,12,16,7,12,20211204,5,5,2,S,N,1,0,29,9,3,113,7.08,2023-10-24,414,1,31,3,20230426,1,52,36
1100327,2015,1200327,1400327,20150,1300327,1500327,5,2,49,7,10,1,8,6,7,20200709,5,5,3,S,N,1,0,27,3,3,90,10.17,2022-12-10,340,4,8,4,20230204,3,17,11
1100328,2019,1200328,1400328,20190,1300328,1500328,47,1,38,9,10,1,7,5,3,20201126,5,7,5,S,N,1,0,24,11,1,145,10.05,2023-09-15,330,3,25,10,20221215,9,36,62
1100329,2018,1200329,1400329,20180,1300329,1500329,29,1,37,9,7,14,11,7,6,20210623,4,5,5,N,N,0,0,22,10,4,118,8.03,2023-03-14,222,3,33,5,20220526,6,40,33
1100330,2010,1200330,1400330,20100,1300330,1500330,95,2,39,9,20,14,1,3,12,20220328,1,3,2,S,N,1,0,29,12,4,55,5.14,2023-02-24,456,5,22,1,20220914,4,6,72
1100331,2020,1200331,1400331,20200,1300331,1500331,29,1,3,4,44,5,11,8,9,20211109,2,5,4,S,N,1,0,19,7,4,94,6.37,2023-11-13,485,1,8,1,20220901,6,44,33
1100332,2010,1200332,1400332,20100,1300332,1500332,31,2,12,10,37,7,6,6,11,20220814,3,6,1,S,N,1,0,22,9,1,101,5.82,2022-03-27,363,9,45,2,20230821,4,54,77
1100333,2020,1200333,1400333,20200,1300333,1500333,24,2,81,8,29,13,8,8,2,20210421,4,2,3,S,N,1,0,22,3,4,150,6.15,2023-08-25,294,10,25,10,20220228,8,23,38
1100334,2018,1200334,1400334,20180,1300334,1500334,48,2,50,1,18,6,14,4,8,20221231,3,5,5,N,N,0,0,23,12,4,174,5.99,2022-10-09,4,2,49,7,20220104,3,56,67
1100335,2017,1200335,1400335,20170,1300335,1500335,39,2,10,5,10,12,14,1,15,20200629,5,6,1,N,N,0,0,26,3,3,168,8.78,2022-10-17,119,8,3,5,20231129,4,5,39
1100336,2020,1200336,1400336,20200,1300336,1500336,6,2,16,2,48,4,14,7,4,20210724,1,1,1,N,N,0,0,23,9,1,157,6.33,2022-02-20,197,2,5,10,20231217,10,94,39
1100337,2024,1200337,1400337,20240,1300337,1500337,95,1,83,1,5,11,18,4,11,20210101,4,4,1,S,N,1,0,26,4,2,177,9.71,2022-08-12,262,5,30,8,20230225,4,75,84
1100338,2016,1200338,1400338,20160,1300338,1500338,82,1,28,2,2,4,8,7,9,20211004,1,2,2,S,N,1,0,26,6,2,144,5.7,2023-09-13,289,9,18,10,20230222,5,80,75
1100339,2014,1200339,1400339,20140,1300339,1500339,59,2,3,7,3,9,4,6,9,20220922,2,2,3,S,N,1,0,25,5,4,133,7.25,2022-10-18,322,5,13,10,20230908,10,72,3
1100340,2017,1200340,1400340,20170,1300340,1500340,91,2,80,10,42,13,11,5,8,20200104,5,7,4,N,N,0,0,27,9,4,101,11.84,2023-11-21,292,5,12,7,20230319,3,33,67
1100341,2021,1200341,1400341,20210,1300341,1500341,85,1,98,8,22,3,4,6,8,20200109,2,2,1,N,N,0,0,21,12,4,131,5.62,2023-09-25,399,8,10,5,20230906,3,74,40
1100342,2015,1200342,1400342,20150,1300342,1500342,93,1,33,3,44,14,10,3,12,20201023,4,4,3,S,N,1,0,23,3,1,125,13.06,2022-08-23,483,3,42,9,20220222,3,51,46
1100343,2019,1200343,1400343,20190,1300343,1500343,88,1,15,5,17,1,18,2,13,20210525,5,7,3,S,N,1,0,23,10,4,120,7.02,2022-08-13,167,7,10,4,20231228,2,16,6
1100344,2024,1200344,1400344,20240,1300344,1500344,87,2,88,10,40,15,18,6,13,20221205,3,5,4,S,N,1,0,24,8,3,55,7.2,2023-11-20,361,4,14,3,20231127,10,18,50
1100345,2020,1200345,1400345,20200,1300345,1500345,45,1,99,8,26,2,6,5,9,20201223,3,1,1,N,N,0,0,29,6,2,141,12.81,2023-12-10,301,3,35,9,20231004,1,23,54
1100346,2016,1200346,1400346,20160,1300346,1500346,94,2,37,6,39,7,20,2,3,20210325,2,3,5,N,N,0,0,23,8,3,126,9.68,2023-09-22,497,4,9,2,20230901,8,89,62
1100347,2013,1200347,1400347,20130,1300347,1500347,8,2,93,6,20,4,11,8,13,20220407,2,4,5,N,N,0,0,27,8,2,31,9.44,2022-12-14,229,8,28,10,20220211,10,92,51
1100348,2017,1200348,1400348,20170,1300348,1500348,75,1,30,4,10,13,4,4,13,20200710,3,1,4,S,N,1,0,22,10,4,55,13.5,2023-01-14,37,2,24,2,20230126,3,8,86
1100349,2017,1200349,1400349,20170,1300349,1500349,40,2,14,6,18,12,10,8,13,20220224,5,3,1,S,N,1,0,23,5,3,51,6.98,2022-02-22,433,3,22,2,20231127,1,9,58
1100350,2015,1200350,1400350,20150,1300350,1500350,59,2,79,3,28,14,9,1,1,20210226,4,2,1,N,N,0,0,23,6,3,31,8.94,2023-01-20,138,1,21,1,20220730,10,47,61
1100351,2017,1200351,1400351,20170,1300351,1500351,81,1,4,4,15,12,7,7,5,20220412,2,3,5,S,N,1,0,18,7,2,121,13.93,2022-12-10,409,10,24,10,20230815,3,90,25
1100352,2018,1200352,1400352,20180,1300352,1500352,16,2,8,4,19,14,12,6,3,20220501,5,2,3,S,N,1,0,22,8,1,150,12.88,2023-10-01,461,7,38,3,20220510,2,72,79
1100353,2018,1200353,1400353,20180,1300353,1500353,41,2,25,5,18,9,4,7,6,20201220,1,5,4,N,N,0,0,29,12,2,108,12.82,2023-12-15,152,10,49,4,20221112,10,77,33
1100354,2018,1200354,1400354,20180,1300354,1500354,58,2,39,9,33,4,1,8,13,20211227,5,4,5,N,N,0,0,24,8,1,79,8.34,2023-10-13,146,3,22,10,20220803,5,47,86
1100355,2017,1200355,1400355,20170,1300355,1500355,62,2,32,7,15,8,15,5,15,20210809,3,2,3,S,N,1,0,25,9,4,108,13.26,2022-02-19,95,6,50,5,20221023,4,31,46
1100356,2011,1200356,1400356,20110,1300356,1500356,42,1,10,4,17,15,13,6,8,20210730,5,7,1,N,N,0,0,23,10,3,56,5.49,2023-10-03,320,1,47,10,20230926,2,53,4
1100357,2023,1200357,1400357,20230,1300357,1500357,90,2,80,4,1,4,18,6,9,20200228,1,4,3,N,N,0,0,25,8,1,30,10.04,2023-11-17,50,3,47,8,20230129,8,88,73
1100358,2018,1200358,1400358,20180,1300358,1500358,90,2,20,9,23,5,8,8,7,20210630,3,1,3,S,N,1,0,18,9,2,157,6.02,2022-12-15,411,7,39,2,20230606,7,22,41
1100359,2010,1200359,1400359,20100,1300359,1500359,25,2,72,5,27,7,11,2,10,20221005,1,7,2,S,N,1,0,25,6,3,56,9.71,2022-02-03,6,8,13,8,20230712,3,48,44
1100360,2024,1200360,1400360,20240,1300360,1500360,64,1,56,9,49,4,10,1,1,20200130,4,7,3,N,N,0,0,24,3,1,153,10.39,2022-01-18,263,1,18,3,20230313,2,94,70
1100361,2020,1200361,1400361,20200,1300361,1500361,17,1,71,4,27,1,5,7,15,20210514,1,5,2,N,N,0,0,21,5,3,97,7.35,2022-09-29,236,9,38,9,20230407,2,4,95
1100362,2023,1200362,1400362,20230,1300362,1500362,32,1,57,7,21,10,7,1,5,20200521,2,7,3,N,N,0,0,27,4,2,108,7.33,2023-03-24,46,9,46,7,20230520,7,51,20
1100363,2016,1200363,1400363,20160,1300363,1500363,74,2,43,10,12,12,7,8,6,20220604,4,4,1,N,N,0,0,23,11,4,39,6.38,2022-03-05,90,8,36,7,20230619,6,31,59
1100364,2016,1200364,1400364,20160,1300364,1500364,70,2,18,10,5,1,11,4,14,20200110,1,2,3,S,N,1,0,25,11,4,38,5.77,2023-05-05,388,7,14,6,20220914,4,46,50
1100365,2012,1200365,1400365,20120,1300365,1500365,76,1,40,10,43,4,17,2,2,20210506,5,1,3,S,S,1,1,30,9,2,45,5.19,2023-07-13,60,1,11,1,20230630,6,39,61
1100366,2016,1200366,1400366,20160,1300366,1500366,1,2,37,3,34,6,16,2,6,20220220,1,7,1,S,N,1,0,30,4,3,56,12.7,2023-11-07,472,9,37,5,20220424,2,32,51
1100367,2019,1200367,1400367,20190,1300367,1500367,80,2,99,1,43,3,6,5,14,20200529,5,1,3,N,N,0,0,18,9,1,161,11.12,2023-10-31,225,10,25,7,20230401,8,59,4
1100368,2010,1200368,1400368,20100,1300368,1500368,56,2,22,5,10,14,13,8,7,20220511,5,2,5,S,N,1,0,24,5,3,56,13.14,2023-05-11,393,7,22,4,20230131,5,46,91
1100369,2016,1200369,1400369,20160,1300369,1500369,85,2,3,5,23,12,7,1,9,20221111,2,7,4,S,N,1,0,26,5,4,131,9.91,2023-04-06,267,7,37,2,20220418,3,56,86
1100370,2016,1200370,1400370,20160,1300370,1500370,45,2,9,2,42,13,2,7,3,20201003,5,3,4,S,N,1,0,28,10,1,72,7.19,2023-07-15,208,6,18,6,20221023,3,50,44
1100371,2010,1200371,1400371,20100,1300371,1500371,73,1,95,2,2,2,15,5,11,20220801,2,7,2,N,N,0,0,30,10,1,167,6.57,2022-04-30,304,1,50,7,20230428,2,87,48
1100372,2018,1200372,1400372,20180,1300372,1500372,84,2,76,4,10,2,15,8,9,20200611,5,6,5,N,N,0,0,26,11,2,107,5.5,2023-03-13,283,7,48,2,20230616,1,86,37
1100373,2021,1200373,1400373,20210,1300373,1500373,28,1,88,4,29,7,16,1,10,20220706,1,3,4,N,N,0,0,28,4,3,166,8.32,2023-06-16,124,9,46,5,20220128,3,95,29
1100374,2023,1200374,1400374,20230,1300374,1500374,93,1,46,5,16,6,13,4,5,20201114,5,3,1,N,N,0,0,26,12,4,84,7.35,2023-06-26,468,8,36,9,20220410,9,63,30
1100375,2012,1200375,1400375,20120,1300375,1500375,66,1,68,10,17,2,19,5,2,20220928,2,2,3,N,N,0,0,28,4,3,138,10.36,2022-08-30,485,3,34,6,20221024,6,28,44
1100376,2011,1200376,1400376,20110,1300376,1500376,42,1,35,8,10,5,8,5,1,20201225,5,5,2,S,N,1,0,23,12,4,88,6.06,2023-04-09,127,1,32,1,20230703,4,82,57
1100377,2017,1200377,1400377,20170,1300377,1500377,74,2,63,9,15,2,9,3,7,20201227,1,6,2,N,N,0,0,18,5,2,178,12.36,2022-03-16,171,5,41,9,20230121,9,93,84
1100378,2011,1200378,1400378,20110,1300378,1500378,18,1,53,7,33,13,1,3,10,20210722,4,5,1,S,S,1,1,27,8,2,61,9.38,2023-04-19,349,4,18,9,20220621,10,98,36
1100379,2017,1200379,1400379,20170,1300379,1500379,32,1,28,1,38,3,13,3,1,20210501,5,5,3,N,N,0,0,18,9,3,154,5.92,2023-08-10,311,9,2,3,20220417,9,63,57
1100380,2016,1200380,1400380,20160,1300380,1500380,12,1,43,10,32,4,2,7,5,20200622,5,5,4,S,N,1,0,18,10,4,90,13.39,2022-05-20,16,5,30,3,20230722,7,71,95
1100381,2015,1200381,1400381,20150,1300381,1500381,10,1,12,3,33,12,1,8,2,20220726,5,4,3,S,N,1,0,19,4,4,69,13.76,2023-01-29,393,9,15,8,20220725,1,45,14
1100382,2023,1200382,1400382,20230,1300382,1500382,77,1,64,6,48,12,9,2,11,20211126,3,4,3,S,N,1,0,18,6,2,166,12.37,2023-03-17,56,5,27,7,20231101,3,39,29
1100383,2014,1200383,1400383,20140,1300383,1500383,17,2,5,2,43,12,18,3,1,20220212,2,2,4,N,N,0,0,22,11,1,144,6.43,2022-02-16,274,2,29,6,20231013,6,10,48
1100384,2021,1200384,1400384,20210,1300384,1500384,81,2,40,1,25,8,19,8,5,20211204,1,3,3,N,N,0,0,29,4,4,132,6.13,2022-06-14,221,5,43,9,20231023,10,85,73
1100385,2015,1200385,1400385,20150,1300385,1500385,50,1,89,6,29,11,9,7,8,20220129,5,6,5,N,N,0,0,29,4,2,147,12.8,2022-01-02,481,3,27,2,20220704,5,68,99
1100386,2023,1200386,1400386,20230,1300386,1500386,47,1,15,3,10,13,20,7,9,20221123,4,1,4,S,N,1,0,27,8,1,179,12.51,2022-12-26,181,2,6,2,20220302,7,18,67
1100387,2014,1200387,1400387,20140,1300387,1500387,13,2,74,2,49,2,16,8,4,20200302,4,5,1,S,N,1,0,22,10,4,100,9.5,2023-03-03,223,9,18,10,20220120,4,24,27
1100388,2017,1200388,1400388,20170,1300388,1500388,85,1,15,3,43,10,13,4,8,20200510,4,5,1,S,N,1,0,29,8,2,94,8.74,2022-02-02,327,9,38,2,20220206,7,17,28
1100389,2013,1200389,1400389,20130,1300389,1500389,48,2,54,4,16,8,17,5,8,20200215,2,3,1,S,N,1,0,28,6,2,146,13.43,2022-02-03,460,10,3,9,20230131,10,1,17
1100390,2014,1200390,1400390,20140,1300390,1500390,16,1,54,10,7,7,19,3,9,20221208,2,1,1,N,N,0,0,28,5,1,166,12.62,2022-01-22,84,2,5,5,20221227,5,94,97
1100391,2021,1200391,1400391,20210,1300391,1500391,31,2,36,5,24,7,8,3,3,20220905,3,2,4,N,N,0,0,19,6,4,126,6.99,2022-06-14,377,9,26,8,20221221,1,39,67
1100392,2022,1200392,1400392,20220,1300392,1500392,34,1,25,5,22,14,7,5,4,20210329,3,1,4,S,N,1,0,24,11,4,68,8.25,2022-06-28,391,5,7,5,20231110,7,83,60
1100393,2022,1200393,1400393,20220,1300393,1500393,99,1,27,10,5,4,11,8,11,20200411,1,5,3,N,N,0,0,18,9,4,55,5.98,2022-03-22,370,1,28,4,20220204,6,65,85
1100394,2016,1200394,1400394,20160,1300394,1500394,37,2,5,10,42,4,19,7,15,20210204,5,7,2,S,N,1,0,21,7,3,156,10.43,2023-02-09,388,8,14,8,20231219,4,62,4
1100395,2014,1200395,1400395,20140,1300395,1500395,24,2,79,5,43,14,7,6,10,20210822,4,1,3,N,N,0,0,19,8,1,79,6.68,2023-10-19,305,5,37,3,20230422,8,98,86
1100396,2022,1200396,1400396,20220,1300396,1500396,12,2,60,3,45,15,4,1,13,20200504,5,7,1,S,N,1,0,19,12,1,173,7.26,2023-11-15,431,9,26,5,20221004,6,95,78
1100397,2016,1200397,1400397,20160,1300397,1500397,99,1,100,3,43,2,5,4,4,20201221,3,6,5,S,N,1,0,29,3,2,119,12.34,2022-02-25,475,1,12,5,20220107,10,33,7
1100398,2012,1200398,1400398,20120,1300398,1500398,1,1,77,9,29,8,15,2,12,20221118,3,5,2,N,N,0,0,19,6,1,69,11.14,2022-01-21,497,6,27,3,20220910,4,35,9
1100399,2013,1200399,1400399,20130,1300399,1500399,77,2,26,8,17,6,10,8,12,20221225,4,1,1,S,S,1,1,26,5,3,68,7.19,2023-12-01,135,7,5,9,20221127,3,87,36
