ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_EXPEDIENTE_ACADEMICO,ID_ASIGNATURA,ID_CONVOCATORIA,ID_PLAN_ESTUDIO,ID_CENTRO,ID_TIPO_ACCESO,ID_GRUPO,ID_TIPO_DOCENCIA,ID_CLASE_ASIGNATURA,ID_TIPO_RECONOCIMIENTO,ID_CALIFICACION,ID_RANGO_NOTA_NUMERICA,ID_ALUMNO,ID_SEXO,ID_CURSO_ACADEMICO_COHORTE,ID_PAIS_NACIONALIDAD,ID_POBLACION_FAMILIAR,ID_FECHA_CALIFICACION,EDAD,NOTA_NUMERICA,CREDITOS,ORDEN_CONVOCATORIA,CONVOCATORIAS_CONSUMIDAS,NUMERO_MATRICULAS,SN_DOCTORADO_VIGENTE,ID_DEDICACION,FLG_COMPENSADA,FLG_TRANSFERIDA,ID_RANGO_NOTA_ADMISION,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_NK,ID_RAMA_CONOCIMIENTO,CURSO_MAS_ALTO_MATRICULADO,CURSO_IMPARTICION_ASIG,ORDEN_BOE_PLAN,FLG_MOVILIDAD_IN,ID_PLAN_ESTUDIO_NK,FLG_ULTIMA_CONVOCATORIA,ID_CENTRO_IMPARTICION,FLG_MATRICULADA,FLG_SUPERADA,ID_PLAN_GRUPO_MATRICULA,ID_ESTUDIO_NK,NOTA_ADMISION,SN_MOVILIDAD_IN,FLG_RECONOCIDA,ID_FECHA_CARGA,ID_TIPO_ESTUDIO,SN_PROG_MOVILIDAD,ID_CAMPUS_CENTRO,ID_ESTUDIO,FLG_NUEVO_INGRESO,FECHA_CARGA,ID_ESTUDIO_PREVIO,ANYO_ACCESO_SUE,SN_NUEVO_INGRESO,ID_TIPO_CENTRO,ID_CENTRO_IMPARTICION_NK,ID_POBLACION_CENTRO,SN_COMPENSADA,FLG_SUSPENDIDA,ID_EDAD_EST,FLG_CALCULO_TASAS,ID_PAIS_FAMILIAR,FLG_PRESENTADA,SN_CAMBIO_CICLO_GRADO,FLG_EN_PROGRAMA_MOVILIDAD,ID_ASIGNATURA_NK,ID_RANGO_NOTA_EGRACONS,ID_TIPO_ASIGNATURA,ID_PAIS_FAMILIAR_NK,RANGO_NUM_MATRICULAS
2010,536,20100,536,207,3,89,21,8,10,4,3,3,3,1,23,2,20130,51,202,20110617,18,6.03,7.4,2,2,1,N,880,0,0,0.59,371,534,851,2,53,4865/2017,1,10089,0,21,1,1,371,4300,0.62,S,1,20210902,484,S,583,426,1,2020-01-08,164,2010,N,669,2100,873,N,0,9,1,51,1,S,1,207,10.0,454,AND,1
2019,537,20190,537,392,5,27,18,15,20,4,3,4,4,1,28,2,20220,77,480,20190617,17,8.05,4.8,1,5,3,S,592,0,1,4.57,661,69,858,3,70,4997/2013,0,10027,0,18,1,1,661,4700,9.67,N,1,20200803,134,S,863,733,1,2020-09-30,506,2012,S,23,1800,608,N,0,1,1,77,1,N,1,392,4.0,561,NGA,3
2023,538,20230,538,233,1,68,35,10,6,4,4,1,2,1,53,2,20110,56,34,20230526,29,0.9,8.2,2,4,2,N,32,0,0,8.05,885,19,112,4,91,9621/2022,0,10068,0,35,1,0,885,4000,8.11,N,0,20231208,673,S,370,815,0,2021-12-15,475,2020,N,679,3500,982,N,1,1,1,56,1,N,1,233,9.0,245,LIE,2
2019,539,20190,539,416,1,39,17,8,16,2,1,3,2,1,36,2,20160,29,499,20201213,50,3.42,11.6,3,4,3,S,367,0,0,8.74,680,586,649,4,09,9175/2021,0,10039,0,31,1,0,680,2500,9.91,N,1,20201008,687,S,215,701,1,2021-05-16,403,2012,N,290,3100,637,N,1,6,1,29,1,S,1,416,7.0,393,ZWE,3
2019,540,20190,540,338,1,97,26,4,2,1,4,5,3,1,53,2,20170,23,107,20200527,26,5.31,9.4,3,6,3,N,815,0,1,0.38,811,403,35,3,05,7662/2022,1,10097,1,26,1,1,811,3900,8.17,S,0,20210222,623,S,740,650,1,2023-06-28,709,2016,N,242,2600,992,N,0,5,0,23,1,S,1,338,9.0,39,GTM,3
2012,541,20120,541,56,5,59,36,15,4,4,2,4,3,1,10,1,20230,74,270,20121227,17,6.43,7.3,1,3,3,S,406,0,0,8.7,492,49,960,4,83,6177/2011,0,10059,0,4,1,1,492,3400,0.55,N,0,20231105,500,S,271,132,1,2021-09-06,831,2010,S,36,400,656,N,0,9,1,74,1,S,1,56,2.0,902,SRB,3
2022,542,20220,542,268,3,1,3,10,10,4,5,3,2,1,53,2,20230,86,391,20230202,29,4.57,10.8,1,5,1,N,270,1,0,2.76,13,589,910,1,49,4708/2022,1,10001,0,42,1,0,13,2000,1.56,S,1,20220422,572,S,887,922,1,2023-03-20,47,2018,N,934,4200,242,S,1,1,1,86,1,S,1,268,6.0,577,BHR,1
2024,543,20240,543,292,4,70,25,4,14,4,4,4,2,1,17,1,20100,49,198,20240112,65,2.31,5.1,2,2,2,S,942,0,1,0.02,858,612,749,3,63,6477/2014,0,10070,0,25,1,0,858,2700,0.12,N,0,20220716,556,N,167,123,0,2020-01-19,275,2010,S,399,2500,142,N,1,6,1,49,1,N,0,292,9.0,820,BIH,2
2020,544,20200,544,142,1,91,13,9,8,5,5,1,2,1,72,2,20100,59,163,20210903,27,0.98,11.2,3,6,1,N,624,0,1,5.92,128,753,180,4,52,1351/2019,0,10091,1,13,1,0,128,2300,5.58,N,0,20221015,793,S,740,894,0,2022-02-04,469,2011,S,840,1300,634,N,1,5,0,59,1,N,1,142,3.0,273,BRA,1
2016,545,20160,545,36,4,55,17,1,6,5,1,2,4,1,91,2,20110,72,14,20170319,10,8.9,4.3,1,6,2,S,772,0,1,4.16,999,147,664,3,53,1552/2011,0,10055,1,17,1,1,999,200,3.9,N,1,20231127,346,S,244,270,1,2023-12-02,280,2010,S,860,1700,139,N,0,2,1,72,1,N,1,36,10.0,678,GNB,2
2023,546,20230,546,288,4,51,27,3,13,3,4,1,2,1,47,2,20210,28,279,20241120,46,2.99,10.3,1,2,3,S,630,0,0,1.45,430,258,365,1,19,3796/2020,1,10051,0,27,1,0,430,4500,7.72,S,0,20221205,787,S,742,117,0,2021-01-18,124,2019,N,719,2700,234,N,1,5,0,28,1,S,1,288,9.0,726,KAZ,3
2022,547,20220,547,456,5,10,30,7,9,5,5,3,2,1,51,1,20200,38,86,20231127,52,4.48,7.0,2,5,3,N,106,0,0,7.38,718,2,865,1,63,1562/2020,1,10010,0,30,1,0,718,700,0.54,S,1,20231025,602,N,862,92,0,2021-09-06,63,2021,S,52,3000,974,N,1,9,1,38,1,S,0,456,6.0,108,PAK,3
2017,548,20170,548,25,5,18,28,5,13,3,2,5,5,1,20,2,20180,59,368,20180224,28,9.5,8.3,2,4,1,N,1000,0,1,8.73,366,404,181,2,37,4119/2014,1,10018,0,28,1,1,366,1100,9.51,S,0,20200330,679,S,163,997,0,2020-02-28,943,2011,S,369,2800,678,N,0,3,0,59,1,N,1,25,9.0,810,BRA,1
2024,549,20240,549,470,4,73,31,8,13,4,1,1,2,1,11,2,20130,2,13,20240513,42,1.79,8.8,1,6,3,N,946,0,1,0.58,366,186,614,2,66,6181/2018,0,10073,1,31,1,0,366,400,9.54,N,1,20221113,657,N,618,453,0,2021-10-16,756,2013,N,665,3100,261,N,1,7,1,2,1,N,0,470,3.0,14,COG,3
2012,550,20120,550,16,5,40,7,3,9,3,4,2,3,1,19,1,20140,14,76,20130813,11,6.33,9.7,1,2,2,S,512,0,0,3.56,144,564,777,2,16,7282/2010,1,10040,0,7,1,1,144,2800,2.41,S,1,20200804,229,N,594,932,0,2021-11-13,736,2012,N,844,700,154,N,0,2,1,14,1,S,0,16,10.0,192,DEU,2
2014,551,20140,551,82,3,89,21,2,15,4,3,4,4,1,45,2,20180,72,113,20140601,54,7.16,6.8,3,3,1,S,240,0,1,5.75,49,996,687,3,26,2988/2019,1,10089,0,21,1,1,49,1600,7.36,S,0,20230615,275,S,243,703,0,2020-05-01,89,2013,S,455,2100,11,N,0,8,0,72,1,N,1,82,7.0,989,GNB,1
2021,552,20210,552,372,2,92,7,5,7,1,4,1,2,1,85,1,20190,23,262,20210210,53,2.99,7.5,2,5,3,N,701,0,1,4.98,638,224,238,1,92,6919/2020,0,10092,0,47,1,0,638,4400,3.98,N,1,20230911,171,S,742,330,0,2023-02-04,895,2016,S,804,4700,227,N,1,6,0,23,1,N,1,372,2.0,519,GTM,3
2019,553,20190,553,115,4,10,4,5,10,5,1,4,2,1,17,1,20180,14,115,20201228,61,0.96,8.9,2,4,3,S,241,0,1,9.3,94,421,132,3,76,7259/2017,1,10010,0,4,1,0,94,2200,3.67,S,0,20221216,943,S,756,403,0,2021-01-22,840,2018,N,995,400,920,N,1,4,0,14,1,S,1,115,4.0,929,DEU,3
2019,554,20190,554,73,4,62,40,13,2,3,2,5,4,1,13,2,20120,43,39,20190915,45,7.43,9.5,3,6,3,S,661,0,0,9.27,550,335,114,1,07,7517/2012,0,10062,1,40,1,1,550,2200,0.94,N,1,20230328,551,N,986,63,0,2022-10-07,642,2013,S,211,4000,114,N,0,10,1,43,1,S,0,73,8.0,839,TWN,3
2013,555,20130,555,483,5,1,2,5,3,3,2,2,3,1,30,2,20220,100,356,20130507,31,6.53,6.8,3,6,3,N,569,0,1,7.61,989,280,730,2,86,3148/2017,0,10001,1,2,1,1,989,3400,7.53,N,1,20200117,486,S,682,61,0,2020-01-29,105,2011,S,345,200,913,N,0,4,0,100,1,N,1,483,6.0,27,VUT,3
2010,556,20100,556,446,5,50,24,9,13,2,2,2,2,1,90,1,20170,63,269,20101019,37,2.6,3.6,1,3,1,S,888,0,0,2.03,875,886,851,4,49,8729/2011,1,10050,0,24,1,0,875,4300,4.12,S,0,20230813,934,N,281,68,0,2022-09-23,116,2010,S,495,2400,53,N,1,3,1,63,1,N,0,446,8.0,423,UZB,1
2013,557,20130,557,360,3,11,46,11,9,1,3,4,2,1,22,1,20120,25,443,20140810,57,0.7,3.8,2,2,1,S,679,0,1,6.24,455,343,317,4,46,5906/2020,1,10011,0,46,1,0,455,4000,0.33,S,0,20210601,923,S,191,701,1,2021-07-14,691,2010,S,720,4600,203,N,1,9,1,25,1,N,1,360,4.0,173,PHL,1
2010,558,20100,558,168,2,91,3,1,11,4,5,3,2,1,30,2,20110,58,80,20100927,28,1.24,7.4,2,1,2,N,54,0,1,8.85,307,636,200,4,30,4026/2013,0,10091,0,45,1,0,307,2100,7.94,N,1,20210410,704,N,21,745,0,2023-09-30,742,2010,S,254,4500,691,N,1,2,0,58,1,N,0,168,9.0,570,BGR,2
2024,559,20240,559,412,3,8,36,11,19,2,2,5,3,1,14,2,20200,6,303,20240916,22,5.04,4.4,1,2,1,S,841,0,0,4.75,738,177,497,1,94,8475/2021,1,10008,0,26,1,1,738,2000,2.91,S,1,20211021,121,S,82,154,1,2020-02-02,151,2013,N,658,2600,987,N,0,10,1,6,1,N,1,412,8.0,860,UKR,1
2017,560,20170,560,318,3,25,3,7,5,5,4,2,4,1,22,1,20210,43,64,20180704,61,7.72,4.2,2,1,3,N,685,0,0,3.61,324,12,890,4,37,1264/2013,1,10025,0,3,1,1,324,2100,9.15,S,1,20211118,49,S,793,976,1,2020-09-01,515,2017,S,480,300,514,N,0,6,0,43,1,N,1,318,1.0,53,TWN,3
2016,561,20160,561,331,2,61,33,7,7,3,5,4,4,1,6,1,20190,100,450,20170222,52,8.15,6.3,2,6,1,N,380,0,0,8.2,685,433,754,2,63,8871/2018,0,10061,1,33,1,1,685,3100,7.74,N,0,20211214,202,S,820,58,1,2020-03-13,838,2010,N,508,3300,733,N,0,1,0,100,1,S,1,331,4.0,602,VUT,1
2021,562,20210,562,389,3,28,6,7,4,3,4,4,2,1,77,1,20230,71,351,20210427,43,4.72,6.0,2,1,1,N,598,0,0,5.65,411,365,881,2,90,4887/2015,1,10028,0,34,1,0,411,1700,9.34,S,1,20200924,361,S,47,269,1,2020-01-18,816,2020,S,659,3400,625,N,1,9,0,71,1,N,1,389,7.0,900,LSO,1
2014,563,20140,563,436,2,71,41,11,11,2,3,4,3,1,22,1,20180,41,353,20140925,57,6.2,10.5,2,3,1,S,246,0,1,3.27,635,796,26,1,75,4473/2022,1,10071,0,41,1,1,635,3200,8.67,S,1,20221126,886,S,386,985,1,2021-09-18,237,2013,S,694,4100,589,N,0,7,0,41,1,N,1,436,2.0,97,MOZ,1
2013,564,20130,564,402,5,61,33,9,18,5,5,5,2,1,75,2,20220,82,427,20130530,20,2.89,7.9,2,3,1,N,709,0,0,8.99,500,402,33,1,88,7925/2018,1,10061,0,33,1,0,500,3700,9.35,S,1,20220305,562,N,302,797,1,2020-04-09,509,2012,S,800,3300,60,N,1,5,1,82,1,N,0,402,9.0,916,PAN,1
2015,565,20150,565,330,2,14,37,9,19,5,1,2,5,1,87,1,20100,99,255,20150824,57,9.15,7.2,1,1,3,N,57,0,1,3.89,15,400,110,2,34,2689/2020,0,10014,0,37,1,1,15,1900,5.25,N,0,20201129,750,S,978,132,1,2022-03-04,756,2011,N,647,3700,648,N,0,2,0,47,1,S,1,330,5.0,293,PRT,3
2022,566,20220,566,230,1,45,10,10,16,5,2,3,2,1,60,2,20150,40,52,20220527,24,2.34,9.3,1,6,2,S,572,0,0,1.98,2,905,845,2,94,6625/2021,1,10045,1,10,1,0,2,4700,1.58,S,0,20210327,231,N,521,630,1,2022-12-01,488,2021,S,858,1000,380,N,1,9,1,40,1,N,0,230,1.0,29,TUV,2
2022,567,20220,567,261,3,99,42,13,1,3,1,4,2,1,72,2,20200,36,91,20221105,28,1.73,4.2,1,6,1,N,961,0,1,0.89,777,132,52,3,34,5036/2021,0,10099,1,15,1,0,777,4200,8.86,N,0,20210710,880,N,816,935,0,2023-10-19,731,2010,S,395,1500,186,N,1,7,0,59,1,N,0,261,1.0,814,BRA,1
2014,568,20140,568,209,1,3,44,12,3,4,5,1,4,1,97,2,20190,64,53,20140116,17,8.8,5.2,2,4,3,S,306,0,0,7.47,492,277,121,3,50,2436/2015,0,10003,0,44,1,1,492,1000,7.67,N,1,20230722,192,S,601,868,1,2023-07-23,386,2010,S,959,4400,504,N,0,4,1,64,1,N,1,209,2.0,310,FSM,3
2022,569,20220,569,6,4,25,32,3,2,3,1,2,3,1,51,1,20170,87,404,20220319,51,6.35,5.7,2,3,1,N,183,0,0,2.01,247,265,983,4,99,1969/2019,0,10025,0,34,1,1,247,4900,1.66,N,0,20230212,322,N,176,467,0,2023-09-05,620,2021,N,645,3400,19,N,0,4,0,87,1,N,0,6,2.0,212,MWI,1
2022,570,20220,570,103,4,9,18,6,12,1,1,2,3,1,40,2,20170,33,123,20230414,18,6.0,3.7,1,5,2,S,951,0,1,5.3,465,495,521,3,79,6763/2022,0,10009,0,7,1,1,465,200,5.59,N,1,20211208,914,S,195,444,0,2022-02-22,518,2016,S,999,700,26,N,0,1,0,33,1,S,1,103,7.0,299,LBR,2
2013,571,20130,571,391,2,5,37,5,17,1,4,5,4,1,27,2,20110,25,44,20130204,56,8.39,11.0,3,6,3,N,183,0,1,0.41,701,330,272,1,79,8198/2014,0,10005,1,25,1,1,701,3700,6.85,N,0,20210915,733,S,160,521,0,2023-07-10,307,2013,N,101,2500,244,N,0,3,0,25,1,S,1,391,9.0,628,PHL,3
2021,572,20210,572,244,2,80,9,5,13,4,5,2,2,1,21,1,20220,89,401,20210525,60,0.89,6.5,1,3,1,S,322,0,0,6.2,885,138,748,2,58,1482/2016,1,10080,0,35,1,0,885,900,1.77,S,0,20210626,752,N,912,734,1,2023-03-15,695,2019,N,252,3500,615,N,1,5,1,4,1,N,0,244,9.0,148,CUB,1
2016,573,20160,573,370,3,92,43,8,16,2,2,2,2,1,81,2,20130,33,443,20160909,54,4.92,11.0,3,6,1,N,570,0,0,2.37,357,53,28,1,28,6713/2013,0,10092,1,10,1,0,357,2100,5.55,N,0,20201010,797,N,7,1000,1,2022-11-24,529,2013,N,199,1000,77,N,1,9,0,33,1,S,0,370,1.0,124,LBR,1
2016,574,20160,574,315,3,52,2,6,13,5,2,4,2,1,88,1,20110,48,14,20170126,11,2.52,11.3,3,6,2,S,256,0,0,1.66,9,512,229,1,70,9581/2010,1,10052,1,2,1,0,9,2300,7.72,S,1,20220529,663,S,816,903,1,2021-03-31,988,2011,S,444,200,877,N,1,9,1,48,1,S,1,315,2.0,925,ATG,2
2020,575,20200,575,268,1,20,49,6,18,1,2,3,4,1,98,1,20100,22,43,20201031,34,8.65,8.4,2,4,2,N,200,0,1,1.43,732,844,8,3,66,2028/2019,1,10020,0,49,1,1,732,1300,4.1,S,0,20210831,761,S,819,3,0,2020-10-26,318,2011,N,966,4900,912,N,0,2,1,22,1,S,1,268,3.0,212,FIN,2
2021,576,20210,576,214,3,49,10,7,3,4,1,3,2,1,87,1,20240,32,14,20220207,64,4.04,10.9,1,4,1,S,45,1,1,0.93,455,954,880,1,23,9953/2015,0,10049,0,10,1,0,455,3300,6.28,N,1,20220303,62,N,535,272,0,2020-05-26,779,2015,S,825,1000,438,S,1,5,0,84,1,S,0,214,4.0,141,BWA,1
2023,577,20230,577,316,4,97,34,4,15,3,4,4,2,1,28,2,20220,93,309,20231109,21,3.8,10.0,2,4,3,S,537,0,0,5.15,370,293,519,2,89,5263/2016,1,10097,0,34,1,0,370,2400,2.17,S,1,20201226,221,N,714,274,0,2023-11-17,827,2017,S,312,3400,81,N,1,6,1,93,1,S,0,316,7.0,352,CHL,3
2011,578,20110,578,434,5,86,32,11,14,1,2,5,2,1,23,2,20190,14,82,20120915,19,1.45,5.5,3,5,3,N,690,0,1,7.29,419,762,687,1,86,5896/2022,1,10086,0,32,1,0,419,1500,0.79,S,1,20230514,852,S,877,694,1,2022-04-13,466,2011,N,829,3200,720,N,1,9,0,14,1,S,1,434,10.0,840,DEU,3
2021,579,20210,579,63,2,59,23,7,3,1,3,1,3,1,71,1,20110,61,427,20220618,37,5.59,11.9,1,3,3,N,532,0,1,3.24,18,807,852,2,73,8936/2013,0,10059,0,12,1,1,18,3100,7.2,N,1,20200302,362,S,814,380,1,2020-06-01,466,2014,N,213,1200,532,N,0,5,1,61,1,S,1,63,10.0,473,CHN,3
2016,580,20160,580,469,4,79,13,11,18,4,3,1,5,1,45,2,20160,4,173,20170528,57,9.3,5.4,2,2,3,S,388,0,1,8.8,812,639,26,4,06,5255/2013,0,10079,0,13,1,1,812,1100,1.52,N,0,20210905,109,S,53,760,0,2022-05-10,816,2010,S,143,1300,971,N,0,2,0,24,1,N,1,469,8.0,495,BLZ,3
2019,581,20190,581,71,1,96,10,11,8,2,4,2,2,1,49,1,20180,4,205,20200428,57,4.92,6.3,1,6,3,N,924,1,0,1.68,23,84,615,4,33,5796/2015,0,10096,1,10,1,0,23,3800,4.13,N,0,20230429,264,N,771,632,1,2021-11-02,310,2012,S,733,1000,15,S,1,6,0,4,1,S,0,71,10.0,794,CUB,3
2014,582,20140,582,188,1,21,38,1,10,3,5,5,4,1,29,1,20230,29,363,20141214,17,8.12,8.0,3,3,1,S,34,0,0,6.76,175,284,953,3,34,1162/2011,0,10021,0,38,1,1,175,4300,7.38,N,1,20200321,714,N,650,506,0,2020-02-14,334,2012,S,341,3800,990,N,0,1,0,14,1,N,0,188,1.0,424,DEU,1
2021,583,20210,583,330,4,98,27,1,12,5,5,1,3,1,52,2,20200,73,81,20220624,68,5.79,8.8,1,5,3,S,977,0,1,7.07,582,727,496,2,91,8343/2021,0,10098,0,36,1,1,582,100,2.34,N,0,20221113,903,N,495,367,0,2022-09-28,795,2012,S,707,3600,860,N,0,10,1,77,1,N,0,330,5.0,552,NGA,3
2010,584,20100,584,57,1,53,35,12,13,4,1,2,4,1,22,1,20240,78,342,20101225,53,8.18,11.5,1,5,1,N,881,0,1,1.17,856,581,101,1,91,1014/2017,1,10053,0,5,1,1,856,3900,8.71,S,1,20220608,7,S,333,725,0,2022-01-19,868,2010,N,826,500,482,N,0,1,0,78,1,N,1,57,3.0,754,GNQ,1
2014,585,20140,585,385,5,90,13,7,3,1,3,2,3,1,87,1,20210,29,486,20150423,57,5.58,6.4,3,3,2,N,817,0,1,9.99,559,365,381,1,85,6151/2010,0,10090,0,49,1,1,559,1100,7.41,N,0,20210731,434,S,611,918,0,2023-08-09,89,2011,N,213,4900,22,N,0,4,1,29,1,N,1,385,1.0,457,ZWE,2
2012,586,20120,586,483,4,71,48,13,9,3,4,4,4,1,56,1,20190,9,56,20120104,27,7.32,9.9,2,4,3,N,572,0,1,4.0,298,13,268,1,98,4399/2019,1,10071,0,48,1,1,298,3200,2.35,S,0,20220223,245,S,897,104,0,2022-11-13,379,2011,N,771,4800,884,N,0,7,1,9,1,N,1,483,8.0,257,ARG,3
2017,587,20170,587,214,1,98,50,12,3,4,5,2,3,1,55,2,20170,80,196,20170118,36,6.76,10.7,2,6,3,S,26,0,0,9.8,107,809,844,1,17,1156/2014,0,10098,1,50,1,1,107,1100,0.82,N,1,20210821,988,N,498,165,1,2023-05-10,566,2012,S,816,5000,611,N,0,9,1,26,1,S,0,214,9.0,581,MNG,3
2017,588,20170,588,365,2,64,13,1,4,5,5,4,3,1,94,2,20200,75,157,20180116,33,6.25,6.6,2,2,1,S,722,0,1,2.66,71,151,279,3,38,2484/2013,1,10064,0,14,1,1,71,5000,3.29,S,1,20220312,26,N,863,522,0,2023-02-25,152,2013,N,652,1400,415,N,0,4,1,75,1,S,0,365,9.0,533,PRY,1
2014,589,20140,589,432,2,89,36,1,13,5,3,1,4,1,39,1,20230,48,239,20150721,35,8.25,11.0,2,3,3,N,568,0,0,1.8,431,640,740,4,49,3835/2013,1,10089,0,36,1,1,431,2700,3.46,S,1,20200514,222,S,956,784,0,2023-08-10,169,2013,S,630,3600,202,N,0,7,1,48,1,N,1,432,4.0,35,ATG,3
2012,590,20120,590,42,3,55,6,4,1,2,2,2,4,1,68,1,20220,52,111,20120730,15,7.83,8.4,1,4,3,N,390,0,1,7.37,572,518,514,4,12,7358/2012,0,10055,0,6,1,1,572,2200,8.68,N,1,20230329,542,S,610,626,0,2023-10-24,651,2012,S,921,600,509,N,0,8,1,27,1,S,1,42,6.0,452,SLV,3
2021,591,20210,591,188,5,53,19,14,16,1,5,1,3,1,50,2,20190,62,183,20221011,38,6.74,11.7,2,1,3,N,71,0,0,0.08,615,208,370,4,51,5792/2014,0,10053,0,19,1,1,615,2600,2.7,N,1,20230801,133,S,214,785,1,2020-08-20,836,2020,S,268,1900,38,N,0,2,1,62,1,S,1,188,6.0,334,DMA,3
2011,592,20110,592,162,4,28,19,14,9,1,4,1,2,1,63,1,20120,5,302,20120506,30,1.52,3.9,2,2,2,S,663,0,1,5.42,109,329,227,2,05,2617/2016,1,10028,0,31,1,0,109,400,0.88,S,1,20220720,354,S,70,658,1,2020-12-30,423,2010,S,485,3100,521,N,1,5,0,95,1,S,1,162,2.0,312,NLD,2
2016,593,20160,593,500,4,26,5,10,14,5,2,3,2,1,27,2,20210,75,257,20170723,60,1.93,11.5,1,1,1,S,240,0,1,4.23,406,989,673,2,58,7009/2014,0,10026,0,5,1,0,406,1000,1.54,N,1,20230613,636,S,102,675,1,2020-09-03,468,2013,S,35,500,833,N,1,7,1,75,1,S,1,500,1.0,278,PRY,1
2015,594,20150,594,300,1,82,20,12,15,1,1,2,3,1,55,2,20240,70,109,20150322,34,6.19,11.6,3,6,2,S,95,0,1,3.62,483,378,142,4,42,2365/2014,1,10082,1,20,1,1,483,600,2.08,S,1,20220221,51,S,971,11,0,2023-11-05,343,2010,S,511,2000,334,N,0,7,1,70,1,S,1,300,3.0,181,BRN,2
2011,595,20110,595,22,1,56,41,12,13,3,2,5,2,1,45,2,20120,26,26,20120925,52,3.32,3.3,2,3,2,N,328,0,1,1.29,762,573,273,2,89,6037/2013,0,10056,0,6,1,0,762,700,1.56,N,1,20201103,878,S,316,346,1,2022-02-27,651,2010,N,192,600,197,N,1,1,0,26,1,S,1,22,8.0,793,MNG,2
2024,596,20240,596,370,5,62,42,8,10,1,3,3,2,1,45,2,20210,8,43,20250122,65,1.36,7.6,1,2,2,S,220,0,0,8.34,626,47,239,2,18,3446/2022,0,10062,0,42,1,0,626,2900,8.52,N,0,20230130,759,S,450,385,0,2020-02-26,50,2011,S,811,4200,480,N,1,5,1,8,1,S,1,370,8.0,377,HTI,2
2014,597,20140,597,220,4,68,31,11,1,5,1,4,3,1,93,1,20140,19,64,20140211,21,6.11,3.7,2,4,1,S,98,0,0,0.11,527,379,524,3,85,2403/2020,0,10068,0,31,1,1,527,5000,6.5,N,0,20220308,665,S,385,906,1,2022-03-24,936,2014,N,582,3100,935,N,0,6,0,56,1,S,1,220,2.0,848,LIE,1
2022,598,20220,598,310,5,70,1,12,4,4,4,3,3,1,47,2,20230,88,53,20220606,44,5.46,10.5,2,4,3,S,191,0,0,3.01,268,296,10,4,04,1951/2013,1,10070,0,1,1,1,268,2700,1.85,S,0,20200319,986,S,513,74,1,2020-10-12,158,2011,S,283,100,249,N,0,10,0,88,1,N,1,310,3.0,844,ESP,3
2011,599,20110,599,440,1,91,45,6,1,5,4,2,3,1,31,1,20100,34,249,20120211,11,6.02,8.0,2,5,3,S,695,0,1,7.98,69,573,167,2,64,2950/2015,0,10091,0,45,1,1,69,100,8.97,N,0,20231008,989,S,959,26,0,2021-09-10,519,2011,N,96,4500,433,N,0,2,1,34,1,S,1,440,6.0,763,AUS,3
2010,600,20100,600,240,5,89,20,15,7,3,3,3,4,1,95,2,20160,86,498,20110907,43,7.98,7.2,2,4,2,N,688,0,0,6.98,71,189,681,2,64,9172/2018,1,10089,0,7,1,1,71,4400,1.12,S,1,20210115,751,N,300,724,1,2023-04-10,845,2010,N,640,700,77,N,0,1,0,86,1,N,0,240,1.0,377,BHR,2
2024,601,20240,601,318,3,2,8,15,19,4,4,1,2,1,24,1,20160,25,69,20240602,44,0.4,10.2,2,3,3,N,525,0,1,2.71,22,350,683,1,23,4791/2014,0,10002,0,8,1,0,22,1300,0.75,N,0,20231001,6,N,318,610,0,2023-09-11,867,2023,N,433,800,578,N,1,8,1,25,1,S,0,318,7.0,1000,PHL,3
2011,602,20110,602,59,5,29,34,9,7,1,5,1,2,1,94,2,20140,81,262,20110111,26,2.71,3.8,3,4,1,S,839,0,0,1.61,140,16,752,1,78,5631/2016,1,10029,0,34,1,0,140,4200,1.64,S,0,20200921,346,S,324,416,0,2021-12-17,855,2011,N,629,3400,240,N,1,5,0,81,1,S,1,59,1.0,415,EGY,1
2012,603,20120,603,117,1,11,49,9,15,4,3,4,2,1,62,2,20130,24,96,20131217,28,4.91,5.5,1,5,2,S,380,1,0,9.75,966,519,314,1,81,2534/2019,0,10011,0,48,1,0,966,3700,9.63,N,1,20221123,373,N,370,729,0,2023-10-17,754,2010,S,837,4800,692,S,1,7,0,24,1,N,0,117,6.0,942,BLZ,2
2019,604,20190,604,413,5,78,41,12,6,2,2,3,3,1,46,1,20230,89,449,20190329,59,5.85,5.4,2,1,3,N,375,0,1,4.44,579,558,141,2,01,9307/2022,1,10078,0,41,1,1,579,3800,1.21,S,1,20211208,769,S,630,395,0,2020-04-17,751,2012,N,256,4100,820,N,0,2,0,89,1,S,1,413,2.0,310,KEN,3
2024,605,20240,605,252,4,90,44,5,18,4,1,5,2,1,76,1,20120,72,87,20240812,37,1.88,6.1,2,6,3,S,284,0,1,3.71,469,726,114,4,07,6358/2011,1,10090,1,44,1,0,469,1300,1.44,S,0,20200601,705,S,299,612,1,2021-12-17,1,2012,S,321,4400,637,N,1,6,1,72,1,N,1,252,1.0,144,GNB,3
