ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_TIPO_ABANDONO,ID_TIPO_EGRESO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_CURSO_ACADEMICO_COHORTE,ID_TIPO_ACCESO,ID_TITULACION,ID_POBLACION_FAMILIAR,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,DURACION,DURACION_REAL,CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,ID_RANGO_CREDITOS_SUPERADOS,CREDITOS_NECESARIOS,ID_RANGO_CREDITOS_NECESARIOS,CALIFICACION_FINAL,ID_RANGO_CALIFICACION_FINAL,SEXO,ID_SEXO,EDAD,ID_FECHA_SOLICITUD_TITULO,ID_FECHA_EGRESO,GRADUADO,TRASLADO,SN_SOLICITA_TITULO,SN_ABANDONO_INICIAL,FLG_SOLICITUD_TITULO,FLG_ABANDONO_INICIAL,FLG_CALCULO_TASA,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,CREDITOS_RECONOCIDOS,ID_RANGO_CREDITOS_RECONOCIDOS,SN_CAMBIO_CICLO_GRADO,FLG_DURACION_MEDIA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_CENTRO_ORIGEN,SN_MULTIPLE_TITULACION,SN_MOVILIDAD_IN,FLG_MULTIPLE_TITULACION,FLG_MOVILIDAD_IN,ID_FECHA_CARGA,ID_TIPO_TITULACION,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_POBLACION_CENTRO,ID_TIPO_CENTRO_ORI,ID_CAMPUS_CENTRO_ORI,ID_POBLACION_CENTRO_ORI,ID_RAMA_CONOCIMIENTO,ID_PERSONA_NIP_NK,ORDEN_BOE_PLAN,SN_DOCTORADO_VIGENTE,SN_MOVILIDAD_OUT_INTERNACIONAL,SN_MOVILIDAD_OUT_NACIONAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,ID_ESTUDIO_OTRA_UNIV_DEST,ID_CENTRO_OTRA_UNIV_DEST,SN_UNITA,SN_UNITA_GEMINAE
2020,200121,20200,55,200121,4,1,54,1,20160,12,22,44,5,1,0.0,4,4.713060404990644,248.0,5,205.0,1,219.0,2,0.0,3,M,2,45,20200407,20221102,0,1,S,S,1,1,0,0,2022-04-09,N,0,0,0,12.0,4,N,1,10,44,14,S,N,1,0,20220920,4,7,26,7,4,465,1,9,371,14,59961498,BOE-510-2017,N,N,S,38,PAK,3,32,15,S,N
2011,200122,20110,87,200122,1,3,61,18,20100,7,39,134,4,1,0.0,3,2.705071970142426,311.0,4,249.0,3,265.0,1,0.0,4,H,1,44,20220205,20210506,0,1,N,S,0,1,0,0,2020-02-14,N,0,0,1,28.0,3,S,0,7,85,9,S,S,1,1,20220711,2,10,13,7,10,154,7,3,179,3,61310453,BOE-924-2012,N,N,S,26,MNG,2,15,34,S,S
2021,200123,20210,96,200123,5,3,38,11,20200,8,21,378,1,1,0.0,3,4.356244851222104,226.0,3,163.0,1,219.0,4,0.0,4,M,2,21,20230121,20210910,0,0,S,N,1,0,0,0,2021-12-04,N,1,0,0,12.0,1,S,0,9,32,35,S,S,1,1,20210808,10,3,37,1,2,498,5,4,443,5,53143336,BOE-395-2015,N,S,N,95,NLD,5,36,30,N,S
2014,200124,20140,92,200124,6,2,18,43,20120,10,12,445,5,4,0.0,4,4.319464440476628,304.0,3,273.0,3,299.0,2,0.0,5,H,1,30,20230212,20200525,0,0,S,S,1,1,0,0,2022-11-20,N,0,0,0,10.0,2,S,0,4,95,19,S,S,1,1,20231012,10,9,34,3,7,426,6,2,337,12,90297353,BOE-178-2016,S,N,S,77,NGA,6,45,47,S,S
2017,200125,20170,68,200125,1,2,4,17,20110,7,11,230,3,2,0.0,3,3.9279680130729364,229.0,1,199.0,2,196.0,5,6.462,4,H,1,64,20230220,20221007,1,0,S,N,1,0,1,1,2023-04-03,S,0,0,0,4.0,1,S,1,6,51,12,N,N,0,0,20210416,8,8,16,6,1,163,8,7,499,2,20112846,BOE-228-2018,S,S,N,66,CAF,5,46,30,N,N
2018,200126,20180,31,200126,6,4,48,31,20150,1,9,277,6,2,0.0,3,4.226599999407142,353.0,4,297.0,2,349.0,5,0.0,5,H,1,54,20221022,20230412,0,0,S,S,1,1,1,0,2023-11-10,N,0,0,0,18.0,1,S,1,2,24,46,S,N,1,0,20230621,1,7,11,1,4,114,5,5,346,15,85726382,BOE-945-2018,S,N,N,80,ETH,4,30,12,S,N
2013,200127,20130,100,200127,4,3,19,13,20110,8,24,164,6,4,0.0,6,7.483062416037515,190.0,2,132.0,3,183.0,4,0.0,5,H,1,63,20220105,20201213,0,1,N,S,0,1,0,0,2023-08-23,N,0,0,0,20.0,3,S,1,9,5,26,S,S,1,1,20211005,6,1,23,8,2,452,6,1,87,8,77619624,BOE-962-2011,N,S,N,84,BWA,5,27,8,S,S
2023,200128,20230,13,200128,4,3,12,48,20160,9,15,44,5,5,0.0,3,2.5936689261168437,359.0,2,274.0,2,320.0,1,0.0,3,M,2,28,20200527,20231115,0,1,S,S,1,1,1,0,2020-12-08,N,0,0,1,1.0,1,N,1,6,46,17,S,S,1,1,20230226,9,8,33,6,8,423,6,1,367,3,35105069,BOE-653-2023,S,N,N,94,UGA,7,1,30,S,S
2021,200129,20210,17,200129,7,4,94,19,20170,9,43,253,7,2,0.0,7,8.30658098221662,335.0,4,278.0,2,314.0,1,0.0,5,H,1,42,20230910,20211005,0,0,N,S,0,1,1,0,2022-08-23,N,1,1,0,19.0,3,N,1,2,21,49,N,S,0,1,20230508,8,3,24,6,2,380,6,1,18,9,31715995,BOE-345-2019,S,S,S,50,NZL,9,48,3,S,N
2022,200130,20220,12,200130,6,1,58,15,20160,14,37,342,2,1,0.0,7,7.510313871186815,396.0,4,376.0,1,350.0,2,0.0,3,H,1,39,20220516,20220518,0,0,N,N,0,0,0,0,2022-11-02,N,1,0,1,18.0,5,S,1,2,29,14,N,N,0,0,20210926,2,10,33,4,9,379,1,9,101,15,1534878,BOE-546-2018,N,S,S,23,GTM,9,14,17,S,N
2021,200131,20210,62,200131,2,6,28,35,20120,4,27,213,6,4,0.0,4,4.159212963046457,316.0,3,259.0,2,284.0,1,0.0,5,M,2,30,20231102,20230614,0,1,S,N,1,0,0,0,2023-07-21,N,0,0,1,8.0,1,N,1,1,33,38,N,S,0,1,20221004,6,1,13,5,4,293,8,7,11,9,8289024,BOE-349-2012,S,S,S,92,ERI,7,49,41,N,N
2020,200132,20200,21,200132,7,5,18,44,20130,10,11,87,8,5,0.0,3,4.315901762027384,192.0,1,173.0,3,189.0,5,0.0,4,H,1,35,20211102,20210417,0,1,N,N,0,0,0,0,2023-11-07,N,0,0,0,29.0,4,S,1,8,20,3,S,S,1,1,20220606,8,2,29,6,5,156,2,6,131,9,62464258,BOE-885-2023,N,S,S,18,ZAF,3,29,45,S,S
2018,200133,20180,99,200133,3,2,19,4,20130,8,32,294,8,3,4.0,7,7.235174499439753,298.0,2,298.0,4,298.0,2,8.33,1,M,2,65,20230422,20200324,1,0,N,N,0,0,1,0,2020-04-30,N,0,0,1,16.0,4,S,0,1,61,14,N,N,0,0,20230906,8,4,10,3,6,184,1,9,46,11,29246218,BOE-981-2016,N,S,N,2,COG,8,50,18,S,N
2022,200134,20220,96,200134,6,3,85,10,20140,11,50,220,3,2,0.0,3,3.28537016849607,326.0,3,302.0,2,275.0,3,6.145,3,M,2,34,20210323,20230117,1,0,S,S,1,1,0,1,2023-09-12,S,0,0,0,11.0,4,N,0,4,51,42,N,N,0,0,20200719,6,8,41,4,5,457,7,2,157,6,53143336,BOE-846-2019,S,S,S,72,GNB,2,35,27,N,S
2016,200135,20160,7,200135,6,6,23,17,20140,5,25,302,5,4,0.0,3,3.58695021693158,319.0,3,313.0,4,302.0,1,0.0,5,M,2,37,20230527,20210723,0,0,N,S,0,1,0,0,2021-03-28,N,0,0,1,24.0,3,S,1,3,27,41,S,S,1,1,20210916,2,7,2,6,1,435,5,9,391,9,44241559,BOE-561-2011,S,S,S,1,ESP,9,35,35,N,S
2013,200136,20130,53,200136,7,5,61,10,20120,9,2,209,7,4,0.0,3,3.9974194483529066,322.0,1,282.0,1,309.0,4,0.0,1,M,2,38,20221123,20200302,0,0,S,N,1,0,0,0,2020-08-03,N,0,0,0,30.0,3,S,1,6,53,17,N,S,0,1,20200925,4,7,43,4,5,250,6,1,426,14,10988446,BOE-714-2010,N,N,S,71,LSO,1,31,11,N,S
2019,200137,20190,1,200137,1,5,7,50,20110,15,12,109,1,1,0.0,8,8.669351895079561,325.0,4,319.0,5,318.0,5,5.425,1,H,1,37,20220211,20220407,1,0,S,S,1,1,1,1,2021-02-07,S,0,0,0,21.0,1,S,1,4,31,25,N,N,0,0,20200118,10,3,31,5,7,26,6,2,224,7,916723,BOE-969-2011,N,N,S,33,LBR,4,35,39,N,N
2021,200138,20210,28,200138,1,2,53,14,20190,8,2,79,4,4,0.0,5,6.251803979417947,401.0,1,376.0,5,342.0,5,5.644,4,M,2,35,20220820,20201216,1,0,N,S,0,1,0,1,2022-01-23,S,0,0,1,0.0,4,S,1,7,44,41,S,S,1,1,20201108,4,2,28,1,9,73,5,9,118,3,41738753,BOE-266-2017,S,S,N,74,SRB,7,6,18,S,N
2013,200139,20130,14,200139,4,4,37,46,20110,11,29,246,1,1,0.0,5,5.862081854851374,368.0,4,366.0,5,308.0,3,0.0,2,M,2,52,20221016,20220201,0,1,S,N,1,0,0,0,2020-02-23,N,0,0,1,2.0,5,S,1,2,3,34,N,S,0,1,20201226,3,1,21,5,5,226,5,8,123,8,87735896,BOE-588-2015,N,S,N,93,CHL,6,43,40,S,S
2018,200140,20180,80,200140,4,1,17,15,20120,11,9,425,7,2,0.0,7,7.0488862734767315,304.0,4,234.0,3,275.0,3,0.0,4,H,1,30,20210805,20221019,0,1,N,S,0,1,0,0,2020-11-03,N,0,0,1,26.0,2,S,1,6,100,32,S,S,1,1,20231206,1,4,17,4,9,463,1,4,111,5,68501420,BOE-973-2018,N,N,S,90,TTO,3,42,8,S,N
2019,200141,20190,77,200141,1,3,4,22,20180,4,35,82,8,3,4.0,7,6.677789101596459,241.0,5,231.0,4,206.0,2,7.148,2,H,1,38,20231228,20210324,1,0,N,S,0,1,1,0,2021-10-26,N,0,0,1,7.0,1,N,0,2,66,34,S,N,1,0,20211018,4,5,26,6,7,50,5,8,336,8,78268756,BOE-750-2017,S,N,N,80,ETH,2,28,17,S,S
2021,200142,20210,67,200142,1,2,90,31,20190,14,5,308,3,1,0.0,4,4.152438743818511,368.0,2,368.0,2,350.0,5,7.378,4,H,1,21,20211127,20220611,1,0,S,N,1,0,1,1,2023-01-22,S,0,0,0,30.0,1,S,1,10,5,37,S,N,1,0,20220516,4,5,20,1,4,316,6,2,254,11,72029307,BOE-776-2019,S,S,S,59,BRA,5,49,37,N,N
2012,200143,20120,26,200143,3,1,65,16,20100,15,42,169,7,3,0.0,5,4.922225290740638,388.0,1,296.0,5,339.0,1,0.0,1,H,1,60,20230906,20220818,0,0,S,N,1,0,0,0,2020-12-30,N,1,1,0,0.0,3,N,1,3,94,11,S,S,1,1,20230819,2,4,44,5,3,303,1,2,41,4,67447155,BOE-962-2017,N,N,N,53,KGZ,7,19,18,S,N
2020,200144,20200,42,200144,7,2,63,23,20170,15,24,364,5,4,0.0,3,3.7166463329842268,293.0,1,270.0,1,268.0,2,0.0,3,H,1,25,20221002,20231111,0,1,N,S,0,1,0,0,2022-05-15,N,0,0,0,11.0,3,S,0,7,8,42,N,N,0,0,20220213,6,8,44,6,1,32,7,2,248,1,50147077,BOE-403-2023,S,S,S,76,COM,7,42,17,S,N
2012,200145,20120,19,200145,6,2,47,6,20100,10,1,97,8,2,4.0,3,4.005354414240725,363.0,5,351.0,2,306.0,2,7.803,2,H,1,49,20200724,20200808,1,0,N,N,0,0,1,0,2022-06-12,N,0,0,0,23.0,5,N,1,5,11,7,S,N,1,0,20220418,3,5,6,8,3,202,1,10,362,7,89628735,BOE-338-2020,N,S,S,54,MRT,3,3,48,S,N
2014,200146,20140,2,200146,6,1,62,37,20130,9,27,457,1,1,0.0,5,6.175964453709936,380.0,1,276.0,1,336.0,5,0.0,2,H,1,65,20210512,20210527,0,0,N,S,0,1,0,0,2020-07-30,N,0,0,1,10.0,5,S,0,5,17,9,N,S,0,1,20210801,6,8,30,6,2,122,7,3,467,3,35002007,BOE-420-2014,N,N,N,63,UZB,6,2,35,N,S
2020,200147,20200,98,200147,4,1,80,7,20160,12,38,462,4,3,0.0,4,3.7631049878721923,253.0,3,223.0,5,223.0,4,7.75,4,H,1,55,20230727,20220219,1,0,S,N,1,0,1,1,2022-11-18,S,0,0,0,23.0,1,N,0,2,18,50,N,S,0,1,20220321,7,7,4,1,10,303,5,7,60,8,404729,BOE-408-2019,S,N,N,50,NZL,10,23,3,S,S
2018,200148,20180,15,200148,7,1,62,46,20100,3,34,308,7,2,3.0,7,6.994638489043924,279.0,5,245.0,4,226.0,5,7.231,5,M,2,20,20231028,20220427,1,0,N,S,0,1,0,0,2020-01-12,N,0,0,0,17.0,5,S,1,10,82,34,N,S,0,1,20200914,9,8,22,5,5,299,5,8,67,8,48258264,BOE-931-2011,S,N,N,25,PHL,5,37,3,N,S
2024,200149,20240,5,200149,4,4,39,34,20100,2,42,461,7,5,0.0,8,9.12756898806821,195.0,4,166.0,2,180.0,1,0.0,2,M,2,44,20210128,20210917,0,1,N,N,0,0,0,0,2020-01-24,N,0,0,0,18.0,3,N,1,2,56,23,N,S,0,1,20200426,2,8,44,5,8,165,6,1,55,15,59959826,BOE-252-2019,S,N,N,59,BRA,9,19,26,N,S
2020,200150,20200,23,200150,1,1,84,21,20160,10,5,241,6,3,2.0,8,9.109050469905903,201.0,4,189.0,5,181.0,2,7.783,1,M,2,22,20230502,20221001,1,0,S,S,1,1,1,0,2021-11-11,N,0,0,0,29.0,2,N,1,4,64,38,S,S,1,1,20200324,4,8,27,1,8,244,8,7,70,7,21436829,BOE-895-2020,N,N,S,92,ERI,6,9,12,S,S
2011,200151,20110,86,200151,3,4,69,41,20100,4,34,255,6,4,2.0,4,4.154555611971639,324.0,2,316.0,3,308.0,3,6.324,5,H,1,44,20201018,20210805,1,0,N,N,0,0,1,0,2023-08-28,N,0,0,1,11.0,1,S,0,10,10,19,S,S,1,1,20231105,9,6,17,5,9,229,6,2,370,9,55757342,BOE-681-2010,S,S,S,83,BEL,1,1,46,S,S
2014,200152,20140,98,200152,7,6,46,19,20110,9,28,441,6,5,0.0,5,5.4705613942910345,260.0,2,239.0,2,241.0,5,0.0,3,H,1,45,20220327,20220602,0,1,S,S,1,1,0,0,2020-01-02,N,0,0,0,1.0,2,N,1,5,38,11,N,S,0,1,20220727,2,5,17,6,2,444,1,2,313,4,404729,BOE-702-2012,S,S,S,62,DMA,7,46,25,S,N
2017,200153,20170,37,200153,5,4,4,38,20160,10,1,101,6,2,2.0,6,6.584695678764207,346.0,5,339.0,3,337.0,3,7.639,5,H,1,31,20230812,20200412,1,0,S,N,1,0,0,0,2020-04-27,N,0,0,1,5.0,1,N,1,6,33,36,N,N,0,0,20210314,3,1,35,8,7,416,6,1,318,13,17927298,BOE-276-2023,N,S,N,61,CHN,1,31,1,N,N
2015,200154,20150,18,200154,1,6,29,47,20130,1,22,298,3,3,0.0,8,7.565396932854799,334.0,1,295.0,3,284.0,4,0.0,5,H,1,54,20200402,20230224,0,1,S,N,1,0,1,0,2022-12-30,N,0,0,1,1.0,4,S,0,10,37,19,N,N,0,0,20211110,4,5,5,7,10,57,6,2,413,14,8338186,BOE-516-2019,N,S,S,43,TWN,10,3,5,N,N
2015,200155,20150,11,200155,5,6,63,24,20140,9,18,147,4,2,0.0,4,4.193653649169502,374.0,5,289.0,3,337.0,2,0.0,4,M,2,47,20220613,20211006,0,1,N,S,0,1,0,0,2023-06-09,N,0,0,0,23.0,4,S,1,2,63,19,N,S,0,1,20220615,7,10,37,6,2,417,6,2,391,8,76890296,BOE-874-2011,S,S,S,43,TWN,4,34,9,S,N
2018,200156,20180,71,200156,2,3,70,44,20170,6,45,193,3,3,0.0,4,4.624242284018036,214.0,4,214.0,3,205.0,4,9.353,5,H,1,28,20231012,20200305,1,0,S,N,1,0,0,1,2021-08-19,S,0,0,0,17.0,5,N,0,3,5,27,S,S,1,1,20200712,1,4,45,6,5,482,3,6,98,4,69839059,BOE-943-2016,N,N,S,54,MRT,8,42,35,N,S
2017,200157,20170,56,200157,4,4,39,13,20110,14,30,291,5,5,0.0,3,3.2597272796460137,230.0,5,157.0,2,206.0,5,0.0,3,H,1,29,20220615,20230525,0,1,N,S,0,1,1,0,2022-10-17,N,0,0,0,22.0,2,N,0,6,82,23,N,N,0,0,20230517,9,10,15,8,2,454,6,1,345,14,70890196,BOE-697-2012,S,S,S,53,KGZ,2,36,43,N,N
2022,200158,20220,51,200158,7,3,46,22,20160,14,1,122,4,1,0.0,4,4.075908345706305,392.0,5,347.0,1,334.0,4,8.465,4,H,1,37,20210323,20231206,1,0,S,N,1,0,0,1,2021-09-05,S,0,0,0,14.0,4,N,0,2,37,8,S,S,1,1,20230918,3,2,28,6,7,288,5,1,294,5,91313946,BOE-503-2023,S,S,S,88,ESP,10,34,20,N,N
2017,200159,20170,87,200159,2,1,70,20,20130,4,3,41,8,3,4.0,3,2.799096028777188,259.0,2,244.0,5,205.0,2,6.173,5,H,1,35,20221211,20230818,1,0,S,S,1,1,0,0,2023-01-15,N,0,0,0,0.0,5,N,0,2,86,33,N,N,0,0,20200929,8,4,10,1,9,138,7,5,75,15,61310453,BOE-317-2013,N,S,N,25,PHL,5,47,12,S,N
2012,200160,20120,33,200160,1,2,23,1,20100,2,21,387,8,2,4.0,6,7.002223630754457,341.0,4,294.0,2,289.0,3,9.934,1,H,1,59,20220104,20220112,1,0,N,S,0,1,0,0,2023-06-06,N,0,0,1,13.0,2,N,1,3,2,36,S,S,1,1,20210226,10,7,38,7,4,182,6,1,11,9,49330907,BOE-763-2020,S,N,N,10,VCT,7,4,30,S,S
2018,200161,20180,16,200161,2,1,98,45,20160,3,32,279,7,1,3.0,5,5.071502118837348,261.0,3,251.0,1,222.0,5,5.026,4,H,1,42,20230423,20220621,1,0,N,S,0,1,1,0,2020-07-04,N,0,0,0,12.0,1,N,0,9,20,15,S,N,1,0,20230904,8,5,14,6,2,371,4,9,125,10,92981826,BOE-528-2013,S,N,N,59,BRA,1,42,22,S,S
2011,200162,20110,87,200162,7,5,97,15,20100,2,5,362,5,2,0.0,5,5.9728244244986195,334.0,3,326.0,1,303.0,1,0.0,4,H,1,37,20210526,20220526,0,1,N,N,0,0,0,0,2020-12-05,N,0,0,1,11.0,1,N,1,3,31,29,S,N,1,0,20210806,4,10,3,4,9,438,3,3,193,6,61310453,BOE-517-2012,N,N,N,16,BLR,8,23,39,N,N
2015,200163,20150,94,200163,1,3,14,1,20110,8,44,99,3,1,0.0,4,3.6302439286681967,248.0,5,209.0,1,238.0,4,0.0,1,M,2,60,20230216,20211107,0,1,S,N,1,0,1,0,2023-04-20,N,0,0,1,0.0,2,S,0,10,29,27,S,N,1,0,20210129,7,5,15,7,4,70,3,6,30,12,97077009,BOE-346-2020,S,S,N,16,BLR,1,4,30,S,N
2016,200164,20160,83,200164,5,5,11,47,20110,14,5,59,2,2,0.0,7,7.586966164737225,280.0,5,228.0,4,273.0,3,0.0,3,M,2,62,20230721,20220213,0,0,N,N,0,0,1,0,2022-06-10,N,0,0,0,12.0,2,N,1,7,62,43,S,N,1,0,20220609,4,3,26,7,10,417,3,7,57,4,60858653,BOE-893-2010,S,N,S,12,ITA,4,34,18,S,N
2014,200165,20140,37,200165,3,1,73,29,20120,14,16,497,3,1,0.0,3,4.188021450528813,301.0,1,267.0,4,295.0,1,0.0,4,H,1,61,20200224,20200114,0,1,N,N,0,0,0,0,2021-09-08,N,0,0,1,26.0,5,S,0,5,65,18,S,N,1,0,20221114,8,2,30,3,3,426,7,10,280,5,17927298,BOE-894-2022,N,N,N,96,SVK,1,15,7,S,N
2016,200166,20160,18,200166,4,6,82,11,20130,9,23,308,6,5,2.0,4,4.9695894086168915,325.0,2,315.0,3,295.0,5,6.736,2,H,1,59,20220816,20200722,1,0,N,N,0,0,1,0,2022-09-19,N,0,0,1,15.0,2,S,0,2,52,13,N,N,0,0,20200312,2,4,12,1,2,36,8,2,20,1,8338186,BOE-964-2023,N,S,N,52,EST,10,33,9,S,S
2017,200167,20170,12,200167,1,1,45,23,20150,15,3,109,5,4,0.0,8,8.257713492585506,363.0,1,309.0,5,338.0,3,0.0,1,H,1,27,20231220,20210101,0,1,S,N,1,0,1,0,2023-03-31,N,0,0,0,26.0,4,N,0,6,41,24,N,S,0,1,20210316,8,6,49,6,1,262,6,2,476,13,1534878,BOE-667-2023,N,N,S,27,SLV,10,10,5,N,N
2014,200168,20140,26,200168,1,3,48,39,20130,2,40,297,3,1,0.0,8,8.164583827053926,344.0,1,322.0,3,285.0,3,8.759,4,H,1,24,20231209,20230804,1,0,N,N,0,0,1,1,2022-11-03,S,0,0,0,28.0,1,N,0,3,75,46,S,S,1,1,20220623,9,3,30,3,6,258,5,5,161,6,67447155,BOE-989-2022,S,N,S,37,SLB,7,9,34,N,S
2022,200169,20220,100,200169,6,2,55,19,20130,3,28,196,8,4,0.0,4,4.197034931678578,238.0,5,169.0,4,229.0,4,0.0,5,H,1,22,20230619,20211026,0,1,N,N,0,0,0,0,2021-09-20,N,0,0,1,2.0,3,N,1,10,39,46,S,S,1,1,20210805,2,3,12,6,2,457,5,5,214,2,77619624,BOE-506-2016,N,S,N,1,ESP,10,43,30,N,S
2014,200170,20140,46,200170,4,6,11,32,20100,12,47,201,6,1,0.0,3,3.5955646937770167,392.0,5,359.0,4,338.0,2,0.0,5,H,1,58,20220417,20231106,0,0,N,S,0,1,1,0,2020-01-25,N,0,0,1,18.0,1,S,1,4,27,36,N,S,0,1,20210223,6,6,41,1,4,126,6,1,450,5,63193474,BOE-197-2014,N,N,S,2,COG,9,28,33,S,S
2013,200171,20130,55,200171,2,2,63,42,20100,12,30,59,8,3,0.0,6,6.135575028780073,291.0,5,202.0,4,242.0,1,0.0,3,M,2,63,20210424,20230626,0,1,N,N,0,0,1,0,2023-09-05,N,0,0,1,1.0,1,S,0,6,6,38,N,N,0,0,20230317,9,4,3,7,2,249,8,7,243,7,59961498,BOE-593-2016,S,S,N,8,HTI,10,35,28,S,N
2022,200172,20220,41,200172,3,2,33,21,20170,13,4,222,8,3,0.0,7,8.002718287561583,234.0,4,207.0,3,225.0,5,0.0,5,H,1,43,20230716,20200501,0,1,S,N,1,0,0,0,2021-11-19,N,0,0,0,8.0,1,N,1,7,41,38,S,S,1,1,20201205,4,5,5,1,8,394,8,7,337,7,81300905,BOE-448-2022,N,S,N,8,HTI,8,28,7,N,S
2020,200173,20200,77,200173,6,2,19,33,20110,7,27,408,2,2,0.0,8,8.967198145073965,213.0,5,199.0,4,202.0,4,0.0,1,H,1,63,20220428,20211224,0,0,N,S,0,1,1,0,2021-05-02,N,1,0,1,7.0,2,S,0,9,25,42,N,N,0,0,20210608,6,9,12,7,5,217,7,2,133,15,78268756,BOE-718-2012,S,S,N,95,NLD,1,10,48,N,S
2021,200174,20210,50,200174,6,5,41,12,20130,10,25,469,4,4,0.0,5,5.484663517394887,325.0,5,282.0,1,281.0,2,0.0,1,M,2,64,20230923,20221222,0,0,N,N,0,0,0,0,2021-05-23,N,1,0,1,6.0,1,S,0,10,48,33,N,N,0,0,20221125,2,10,40,8,7,163,7,5,377,6,33214247,BOE-182-2022,S,N,S,68,GRC,2,39,38,N,N
2018,200175,20180,4,200175,7,4,77,8,20160,7,12,205,8,2,4.0,8,9.450031181525404,333.0,3,301.0,5,284.0,3,6.29,4,H,1,56,20200723,20221112,1,0,S,S,1,1,1,0,2021-07-25,N,0,0,1,30.0,3,S,0,4,5,3,N,S,0,1,20220206,10,7,19,5,1,430,2,6,491,10,31611127,BOE-768-2021,N,N,N,5,SWZ,9,32,45,S,N
2024,200176,20240,69,200176,4,3,81,13,20210,11,16,350,2,1,0.0,6,5.915995251827533,349.0,4,341.0,4,307.0,5,9.858,5,H,1,40,20220908,20221210,1,0,S,N,1,0,0,1,2020-06-26,S,0,0,0,13.0,4,N,1,10,90,30,S,S,1,1,20201001,8,4,23,8,2,405,1,8,30,7,22083803,BOE-172-2011,N,S,S,89,KEN,8,11,44,N,N
2014,200177,20140,42,200177,5,2,11,42,20130,14,8,267,4,2,0.0,5,6.08929027666593,272.0,5,256.0,5,255.0,1,5.475,3,H,1,38,20220814,20201110,1,0,N,N,0,0,1,1,2020-08-05,S,0,0,0,25.0,2,S,1,1,66,5,S,N,1,0,20220826,3,3,16,7,2,488,5,1,42,12,50147077,BOE-925-2020,S,N,N,40,TUV,7,24,22,S,N
2016,200178,20160,73,200178,5,6,43,18,20100,6,20,336,4,2,0.0,8,9.440712885991964,342.0,5,329.0,4,329.0,3,0.0,1,M,2,38,20210619,20220227,0,1,S,S,1,1,1,0,2021-01-24,N,0,0,1,8.0,1,S,1,10,69,20,N,N,0,0,20221220,7,6,10,7,10,165,1,9,297,2,15601471,BOE-366-2010,N,N,N,50,NZL,10,21,14,N,N
2019,200179,20190,54,200179,7,2,51,3,20150,9,19,437,6,5,2.0,5,4.625760008777248,231.0,4,203.0,4,199.0,2,5.723,2,M,2,57,20210315,20201025,1,0,N,N,0,0,0,0,2022-10-26,N,0,0,1,29.0,4,N,1,8,82,13,S,N,1,0,20220619,10,6,42,2,6,231,8,2,142,12,70532309,BOE-602-2022,N,N,S,16,BLR,3,42,29,S,S
2023,200180,20230,44,200180,2,5,34,2,20110,13,24,67,5,5,0.0,3,2.957505414783549,297.0,4,192.0,3,238.0,2,0.0,4,M,2,58,20230211,20220920,0,0,S,N,1,0,1,0,2023-10-24,N,1,1,1,24.0,1,N,0,5,61,21,S,S,1,1,20210624,6,3,16,4,6,373,1,8,380,15,94212889,BOE-694-2022,S,N,N,21,VNM,8,13,15,S,S
2017,200181,20170,95,200181,4,1,21,3,20140,5,1,122,8,1,4.0,7,7.7147193715265985,388.0,3,353.0,3,337.0,5,9.808,3,M,2,64,20231221,20200602,1,0,N,N,0,0,1,0,2023-12-03,N,0,0,1,3.0,5,S,0,3,45,45,S,N,1,0,20201025,3,6,5,2,6,139,6,2,496,5,2921981,BOE-610-2012,S,N,S,60,RUS,10,18,47,N,S
2012,200182,20120,17,200182,5,5,31,22,20100,6,10,431,6,4,0.0,3,3.2709350723536383,292.0,1,187.0,2,238.0,4,0.0,5,H,1,56,20200411,20200612,0,0,N,N,0,0,0,0,2020-05-15,N,0,0,0,1.0,1,N,0,8,62,34,N,S,0,1,20220307,9,5,8,6,7,208,5,8,129,15,31715995,BOE-596-2019,N,S,N,9,ARG,10,3,36,N,S
2023,200183,20230,92,200183,1,4,53,27,20140,8,39,116,3,1,0.0,3,2.5797355608110344,338.0,5,252.0,3,299.0,5,0.0,5,H,1,39,20221117,20210827,0,0,S,S,1,1,0,0,2023-07-23,N,1,1,1,10.0,5,S,0,2,51,40,N,S,0,1,20200427,2,8,34,3,6,225,6,8,157,8,90297353,BOE-260-2012,S,S,N,86,BHR,4,23,12,N,N
