ID_CURSO_EGRACONS,ID_CURSO_EGRACONS_NK,ID_CURSO_ACADEMICO_CALIFIC,ID_CURSO_ACADEMICO_CALIFIC_NK,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_EXPEDIENTE_ACADEMICO_NK,EXPEDIENTE_ASIGNATURA,ID_TIPO_ESTUDIO,ID_ESTUDIO,ID_PLAN_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_CENTRO,ID_CENTRO_NK,ID_POBLACION_CENTRO,ID_ASIGNATURA,ID_ASIGNATURA_NK,ID_TIPO_ASIGNATURA,ID_CLASE_ASIGNATURA,CREDITOS,NOTA_NUMERICA,ID_CALIFICACION,ID_CALIFICACION_NK,ID_RANGO_NOTA_NUMERICA,ID_RANGO_NOTA_EGRACONS,ID_PLAN_GRUPO_MATRICULA,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_IMPARTICION,ID_CENTRO_IMPARTICION_NK,ID_ESTUDIO_ASIGNATURA,ID_ESTUDIO_ASIGNATURA_NK,ID_TIPO_ESTUDIO_ASIGNATURA,ID_TIPO_ESTUDIO_ASIGNATURA_NK,ID_RAMA_CONOCIMIENTO_ASIG,ID_RAMA_CONOCIMIENTO_ASIG_NK,ID_ESTUDIO_NK,ID_PROGRAMA_MOVILIDAD,ID_PROGRAMA_MOVILIDAD_NK,FLG_ENTRADA,SN_PROGRAMA_INTERNACIONAL
20130,2013,20190,2019,575,15572,15572,372,2,5,32,5,48,4800,229,447,447,8,4,5.1,1.77,10,AN,5,4,3,3,28,28,1,1,2,2,3,D,500,3,30,S,S
20190,2019,20200,2020,851,18694,18694,414,3,23,96,2,2,200,166,404,404,10,2,8.7,1.97,10,AN,2,3,47,47,32,32,55,55,3,3,2,E,2300,10,100,N,N
20130,2013,20200,2020,171,14428,14428,165,1,8,26,2,45,4500,193,194,194,8,2,7.5,0.39,9,RE,4,3,36,36,4,4,151,151,1,1,2,A,800,3,30,N,N
20180,2018,20140,2014,297,15952,15952,222,2,9,38,5,50,5000,219,21,21,6,3,7.4,0.44,10,AN,1,10,28,28,33,33,167,167,2,2,2,E,900,6,60,S,N
20100,2010,20180,2018,639,15177,15177,251,2,4,42,4,45,4500,200,444,444,10,4,8.3,2.62,1,NP,2,3,93,93,20,20,92,92,2,2,1,D,400,8,80,N,N
20200,2020,20220,2022,565,19696,19696,353,5,3,31,1,24,2400,491,135,135,3,2,4.3,1.21,6,MH,5,2,84,84,7,7,55,55,5,5,5,D,300,3,30,N,N
20100,2010,20220,2022,584,18403,18403,415,3,16,99,2,21,2100,20,60,60,9,5,8.5,8.25,7,CO,5,7,7,7,35,35,182,182,3,3,1,A,1600,5,50,S,S
20150,2015,20110,2011,944,10715,10715,42,5,1,41,5,6,600,421,329,329,2,1,6.8,0.5,1,NP,4,2,75,75,32,32,105,105,5,5,1,B,100,1,10,S,S
20120,2012,20200,2020,78,15166,15166,384,3,21,83,2,46,4600,370,448,448,8,3,10.1,8.25,6,MH,3,4,25,25,6,6,41,41,3,3,2,B,2100,4,40,S,N
20220,2022,20150,2015,922,11374,11374,327,4,39,40,3,48,4800,14,274,274,9,5,11.7,6.42,2,SS,5,1,45,45,30,30,73,73,4,4,5,B,3900,3,30,S,S
20220,2022,20220,2022,13,11686,11686,237,1,22,43,5,28,2800,157,471,471,8,4,6.0,1.24,7,CO,3,3,12,12,48,48,104,104,1,1,4,D,2200,6,60,S,N
20100,2010,20150,2015,519,10296,10296,380,4,5,86,2,37,3700,358,353,353,1,3,6.4,0.07,2,SS,5,6,11,11,36,36,101,101,4,4,4,E,500,7,70,N,N
20100,2010,20110,2011,267,15186,15186,485,2,43,85,3,16,1600,178,450,450,2,5,7.8,6.3,2,SS,4,5,94,94,6,6,147,147,2,2,4,B,4300,4,40,S,N
20190,2019,20120,2012,308,12725,12725,126,2,46,55,2,36,3600,276,74,74,5,4,4.0,1.62,2,SS,3,3,30,30,48,48,16,16,2,2,5,C,4600,4,40,S,S
20220,2022,20150,2015,6,18207,18207,49,3,10,57,2,32,3200,95,281,281,3,3,5.3,2.84,10,AN,2,1,81,81,31,31,185,185,3,3,5,A,1000,10,100,S,N
20210,2021,20220,2022,67,11928,11928,177,4,30,98,5,20,2000,483,193,193,6,4,5.8,1.69,8,AD,3,4,49,49,47,47,30,30,4,4,2,E,3000,4,40,S,S
20100,2010,20230,2023,55,14711,14711,222,2,30,70,2,41,4100,78,318,318,10,1,3.3,8.28,10,AN,1,7,57,57,17,17,132,132,2,2,5,E,3000,1,10,S,N
20220,2022,20120,2012,647,14258,14258,470,1,16,4,5,14,1400,31,234,234,7,2,4.4,9.73,4,NT,5,9,62,62,31,31,110,110,1,1,1,D,1600,8,80,S,S
20200,2020,20180,2018,449,10946,10946,248,1,45,100,2,3,300,249,67,67,7,1,8.0,4.57,7,CO,2,6,65,65,44,44,73,73,1,1,3,A,4500,3,30,N,S
20200,2020,20110,2011,540,19026,19026,344,2,15,87,1,49,4900,131,292,292,4,2,5.8,6.97,2,SS,2,8,28,28,39,39,138,138,2,2,1,A,1500,6,60,S,N
20140,2014,20240,2024,16,19848,19848,256,3,25,14,5,9,900,250,55,55,6,1,3.9,3.04,9,RE,2,1,69,69,12,12,73,73,3,3,1,E,2500,3,30,S,N
20160,2016,20120,2012,454,18098,18098,23,1,49,74,2,17,1700,445,462,462,6,5,4.7,2.89,4,NT,2,1,28,28,5,5,20,20,1,1,3,B,4900,7,70,N,S
