ID_CURSO_ACADEMICO_COHORTE_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO_COHORTE,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_ALUMNO,ID_TIPO_ACCESO,ID_SEXO,ID_RANGO_CREDITOS_MATRICULADOS,ID_RANGO_CREDITOS_SUPERADOS,ID_CURSO_ACAD_GRADUACION,ID_CURSO_ACAD_ABANDONO,ID_CURSO_ACAD_TRASLADO,ID_RANGO_CALIFICACION_FINAL,ID_TIPO_ABANDONO,EDAD_INGRESO,DURACION,CREDITOS_NECESARIOS,CREDITOS_MATRICULADOS,CREDITOS_SUPERADOS,CREDITOS_PRESENTADOS,CREDITOS_SUSPENDIDOS,CREDITOS_RECONOCIDOS,CREDITOS_TRANSFERIDOS,GRADUADO,TRASLADO,INGRESO,FLG_NUEVO_INGRESO,FLG_ABANDONO_INICIAL,FLG_GRADUADO_EN_TIEMPO,FECHA_CARGA,SN_GRADUADO_EN_TIEMPO,NOTA_ADMISION,ABANDONO_GENERICO,ABANDONO_OFICIAL,FLG_PLAN_OFICIAL,FLG_TASA_ABANDONO,FLG_TASA_GRADUACION,FLG_CALCULO_TASA,ID_ESTUDIO_PREVIO,ID_PAIS_NACIONALIDAD,ID_POBLACION_FAMILIAR,ID_ESTUDIO,ID_CENTRO_INICIO,FLG_TRASLADO_MISMO_ESTUDIO,ID_FECHA_CARGA,ID_TIPO_ESTUDIO,ID_TIPO_CENTRO,ID_CAMPUS_CENTRO,ID_RAMA_CONOCIMIENTO,ID_POBLACION_CENTRO,ID_PERSONA_NIP_NK,CURSOS_MATRICULADOS,CURSO_MAS_ALTO_MATRICULADO,CURSOS_EXTRA_GRADUACION,CALIFICACION_FINAL,SN_ABANDONO_INICIAL,SN_GRADUADO,SN_ABANDONO_OFICIAL,ID_PAIS_FAMILIAR,ID_PAIS_FAMILIAR_NK,ID_EDAD_EST,FLG_GRADUADO_IDONEO,SN_GRADUADO_IDONEO,FLG_MULTIPLE_TITULACION,SN_MULTIPLE_TITULACION,FLG_C_ABANDONOINI,FLG_C_ABANDONO,FLG_C_IDONEIDAD,FLG_C_GRADUACION,FE_C_ABANDONOINI,FE_C_ABANDONO,FE_C_IDONEIDAD,FE_C_GRADUACION,FECHA_ACTUAL
2014,300133,20140,300133,100,50,44,11,2,4,1,,,20210.0,,5,37,2,277,281,222,252,30,19,19,0,1,1,0,0,0,2022-08-25,N,10.61,0,0,0,0,0,0,10,96,256,77,22,1,20210510,7,4,8,5,155,70980044,3,5,0,,N,N,N,13,MCO,8,0,N,0,N,0,0,0,1,,,,2020-08-12,2025-05-24
2012,300134,20120,300134,90,14,95,7,2,4,3,20170.0,,,4.0,4,21,8,200,237,217,226,9,13,13,1,0,1,0,0,1,2020-11-06,S,11.8,0,0,1,0,1,0,6,85,364,40,9,0,20230426,3,4,7,4,378,31428626,3,3,0,6.66,N,S,N,75,PRY,8,1,S,0,N,1,1,0,0,2020-09-12,2020-10-08,,,2025-05-24
2017,300135,20170,300135,52,6,78,5,1,1,3,,,20230.0,,5,49,2,342,369,338,343,5,15,1,0,1,1,0,0,0,2022-10-20,N,5.58,0,0,1,0,0,0,9,21,332,12,50,1,20210323,8,1,9,10,47,59920305,4,2,0,,N,N,N,73,GHA,4,0,N,1,S,0,0,0,0,,,,,2025-05-24
2018,300136,20180,300136,73,44,11,3,1,4,3,,,20230.0,,3,34,7,359,381,351,380,29,9,2,0,1,1,0,0,0,2020-07-06,N,10.15,0,0,1,0,0,1,2,65,188,85,13,1,20230623,2,2,8,6,181,56867700,4,3,0,,N,N,N,39,HUN,8,0,N,0,N,1,1,1,0,2022-03-05,2020-03-04,2021-11-19,,2025-05-24
2017,300137,20170,300137,62,5,22,3,1,2,1,,,,,5,57,8,310,331,265,294,29,12,1,0,0,1,0,0,0,2020-02-19,N,6.89,0,0,0,0,0,0,1,94,438,84,12,0,20220609,1,6,6,1,481,24156684,1,5,0,,N,N,N,61,CHN,9,0,N,0,N,0,1,0,1,,2023-07-13,,2022-02-14,2025-05-24
2021,300138,20210,300138,35,33,6,9,1,3,1,,20230.0,,,5,53,2,334,348,323,338,15,14,14,0,0,1,1,0,0,2020-10-25,N,10.54,1,0,1,1,0,0,8,50,118,24,12,0,20231229,7,7,4,2,384,404729,4,2,0,,N,N,N,9,ARG,9,0,N,0,N,1,0,1,0,2022-07-03,,2022-02-18,,2025-05-24
2012,300139,20120,300139,73,45,75,12,1,4,2,,,,,2,45,4,308,344,268,285,17,25,0,0,0,1,1,0,0,2020-07-19,N,13.58,0,0,0,0,0,1,9,20,344,7,27,0,20231223,9,4,10,8,160,13542127,4,5,0,,N,N,N,43,TWN,2,0,N,0,N,0,0,0,1,,,,2022-02-19,2025-05-24
2014,300140,20140,300140,85,27,92,14,2,1,4,20210.0,,,2.0,2,63,7,295,319,317,327,10,6,7,1,0,1,0,0,1,2020-11-09,S,9.61,0,0,0,0,1,1,8,71,378,58,3,0,20200605,8,2,9,10,293,18808678,4,2,0,8.6,N,S,N,70,BRN,3,1,S,0,N,1,1,0,1,2023-12-27,2023-05-22,,2023-09-27,2025-05-24
2021,300141,20210,300141,16,16,67,14,1,3,3,20230.0,,,3.0,1,25,7,307,323,315,325,10,10,0,1,0,1,1,0,0,2020-02-11,N,11.01,0,0,0,0,1,0,3,84,91,63,40,0,20221026,6,5,3,1,172,4324134,6,1,2,8.1,N,S,N,10,VCT,2,0,N,0,N,0,0,1,1,,,2020-06-15,2023-08-30,2025-05-24
2018,300142,20180,300142,75,43,21,13,1,3,4,20230.0,,,1.0,4,61,2,254,313,295,311,16,17,8,1,0,1,1,0,1,2022-03-16,S,6.34,0,0,0,0,1,0,1,72,183,63,15,0,20210830,5,4,6,4,429,54877191,4,3,0,6.66,N,S,N,72,GNB,7,1,S,0,N,0,1,0,1,,2022-04-29,,2022-03-20,2025-05-24
2017,300143,20170,300143,27,34,1,3,2,1,2,20190.0,,,2.0,2,56,4,344,344,344,344,0,0,5,1,0,1,1,0,1,2021-08-20,S,13.05,0,0,0,0,1,0,7,4,434,53,35,0,20200930,6,1,4,6,132,41361818,2,6,0,6.43,N,S,N,60,RUS,9,1,S,0,N,0,1,0,1,,2022-11-15,,2022-06-04,2025-05-24
2022,300144,20220,300144,35,25,75,1,1,3,3,20230.0,,,5.0,6,65,2,260,295,286,313,27,14,13,1,0,1,0,0,1,2021-12-10,S,7.53,0,0,1,0,1,0,4,96,373,57,44,0,20220405,6,5,6,9,213,13542127,3,1,0,5.51,N,S,N,91,QAT,8,1,S,1,S,0,0,0,1,,,,2020-07-20,2025-05-24
2012,300145,20120,300145,22,46,89,11,1,2,2,,,20150.0,,1,41,4,203,256,185,210,25,0,16,0,1,1,0,0,0,2023-01-02,N,5.33,0,0,1,0,0,1,9,58,488,45,43,0,20200827,5,3,10,7,250,72445335,3,2,0,,N,N,N,86,BHR,10,0,N,1,S,0,0,1,0,,,2022-03-01,,2025-05-24
2019,300146,20190,300146,97,4,97,2,2,2,5,,,20200.0,,2,61,4,319,341,274,293,19,22,11,0,1,1,1,0,0,2021-03-06,N,5.63,0,0,1,0,0,1,2,72,317,8,9,1,20230515,5,1,6,6,438,77324220,3,4,0,,N,N,N,48,ATG,7,0,N,1,S,0,0,1,1,,,2020-10-27,2023-11-21,2025-05-24
2020,300147,20200,300147,96,30,91,15,1,4,4,,,20240.0,,2,61,5,224,234,199,221,22,13,0,0,1,1,0,0,0,2021-09-07,N,11.4,0,0,0,0,0,1,1,29,382,65,40,1,20210125,3,2,2,9,118,7575790,1,6,0,,N,N,N,40,TUV,9,0,N,1,S,1,0,1,1,2021-03-27,,2022-04-26,2023-02-22,2025-05-24
2011,300148,20110,300148,48,19,29,4,1,5,5,20140.0,,,4.0,3,27,2,196,200,200,230,30,10,2,1,0,1,0,0,0,2022-12-31,N,7.61,0,0,0,0,1,1,8,18,3,29,43,0,20200417,5,3,10,6,162,51335545,6,2,2,8.22,N,S,N,39,HUN,8,0,N,1,S,0,1,1,1,,2021-08-10,2021-05-26,2022-09-07,2025-05-24
2017,300149,20170,300149,95,47,8,4,1,2,3,20240.0,,,4.0,7,17,2,261,305,262,272,10,28,14,1,0,1,0,0,1,2022-08-13,S,12.26,0,0,1,0,1,1,8,20,495,7,40,0,20231105,3,5,6,7,467,77619624,4,5,0,9.08,N,S,N,14,DEU,7,1,S,1,S,0,1,1,1,,2022-09-17,2020-03-30,2021-03-12,2025-05-24
2014,300150,20140,300150,74,49,69,14,1,3,5,,,20210.0,,2,63,8,249,280,267,270,3,20,3,0,1,1,0,0,0,2020-11-15,N,9.71,0,0,1,0,0,1,7,63,471,48,13,1,20200818,4,4,1,10,430,56269520,6,3,0,,N,N,N,62,DMA,1,0,N,1,S,1,1,0,0,2020-06-14,2020-07-04,,,2025-05-24
2018,300151,20180,300151,74,27,6,13,1,4,2,,20200.0,,,5,33,4,232,266,238,249,11,23,0,0,0,1,0,0,0,2022-08-19,N,10.08,1,1,1,1,0,0,6,20,403,17,42,0,20230529,10,3,4,7,82,404729,4,3,0,,N,N,S,29,ZWE,1,0,N,1,S,0,0,1,0,,,2022-09-13,,2025-05-24
2016,300152,20160,300152,75,47,1,1,2,2,2,20230.0,,,5.0,7,54,3,351,351,351,371,20,6,6,1,0,1,0,0,1,2021-07-28,S,13.55,0,0,0,0,1,0,10,71,135,73,7,0,20220716,10,4,7,2,256,41361818,1,4,0,5.95,N,S,N,42,SWE,7,1,S,1,S,1,1,1,1,2023-12-03,2023-03-25,2021-11-09,2023-10-11,2025-05-24
2020,300153,20200,300153,83,21,37,14,2,3,1,20220.0,,,2.0,2,23,8,254,286,268,269,1,6,15,1,0,1,1,0,1,2021-03-19,S,6.57,0,0,0,0,1,1,1,41,442,26,23,0,20201209,7,5,6,9,9,17849589,3,5,0,7.41,N,S,N,88,ESP,3,1,S,0,N,0,0,0,0,,,,,2025-05-24
2016,300154,20160,300154,60,5,56,6,1,2,1,,,,,3,50,2,309,323,278,299,21,12,10,0,0,1,0,0,0,2021-08-10,N,11.26,0,0,1,0,0,1,9,45,200,32,39,0,20221013,5,4,3,7,499,71394920,2,5,0,,N,N,N,81,EGY,10,0,N,1,S,1,1,0,0,2023-03-13,2021-08-01,,,2025-05-24
2016,300155,20160,300155,88,10,38,13,2,4,1,,,20220.0,,2,45,2,193,206,147,168,21,28,11,0,1,1,0,0,0,2023-01-09,N,9.16,0,0,1,0,0,0,3,90,381,40,24,1,20220516,10,7,8,10,375,87715861,6,2,0,,N,N,N,36,TUN,7,0,N,0,N,1,1,1,0,2020-07-22,2020-06-02,2021-12-04,,2025-05-24
2014,300156,20140,300156,54,6,3,13,1,2,2,20240.0,,,3.0,5,27,4,268,269,268,286,18,21,17,1,0,1,0,0,1,2021-12-13,S,12.99,0,0,0,0,1,1,3,1,272,87,9,0,20210710,2,7,10,1,321,2921981,2,1,0,8.84,N,S,N,67,SVN,7,1,S,0,N,1,0,0,0,2021-01-10,,,,2025-05-24
2017,300157,20170,300157,56,37,58,3,1,1,5,,,20220.0,,1,34,1,292,343,340,340,0,6,7,0,1,1,1,0,0,2020-10-30,N,9.1,0,0,1,0,0,1,7,34,26,18,5,0,20220318,6,3,1,7,412,30824989,5,3,0,,N,N,N,95,NLD,8,0,N,0,N,0,0,1,0,,,2021-10-27,,2025-05-24
2019,300158,20190,300158,60,35,56,3,1,1,5,20230.0,,,5.0,2,58,2,232,264,235,238,3,7,12,1,0,1,1,0,0,2020-10-28,N,13.23,0,0,1,0,1,1,9,48,59,18,11,0,20200915,9,1,5,9,373,71394920,5,3,1,8.73,N,S,N,20,TGO,10,0,N,1,S,0,0,1,0,,,2021-08-13,,2025-05-24
2018,300159,20180,300159,15,44,57,4,2,5,2,20220.0,,,1.0,6,36,6,311,324,317,338,21,2,17,1,0,1,1,0,1,2020-12-09,S,9.09,0,0,0,0,1,0,2,74,204,94,24,0,20220625,4,2,2,1,8,50905625,3,5,0,6.62,N,S,N,62,DMA,10,1,S,1,S,1,0,0,1,2022-10-05,,,2022-12-26,2025-05-24
2021,300160,20210,300160,53,26,63,15,2,3,4,20230.0,,,4.0,7,21,8,203,206,206,236,30,15,19,1,0,1,1,0,1,2023-09-09,S,5.95,0,0,0,0,1,0,4,84,313,96,32,0,20220418,10,1,4,8,160,36997080,3,1,0,8.8,N,S,N,11,GIN,3,1,S,1,S,1,0,0,0,2020-08-19,,,,2025-05-24
2011,300161,20110,300161,14,24,46,10,2,3,5,20210.0,,,1.0,6,18,8,317,372,347,374,27,25,3,1,0,1,1,0,1,2023-04-04,S,10.45,0,0,1,0,1,1,8,58,394,13,7,0,20230402,1,7,3,2,222,97691465,2,6,0,9.13,N,S,N,21,VNM,7,1,S,1,S,0,1,1,0,,2020-06-27,2020-07-17,,2025-05-24
2016,300162,20160,300162,18,29,87,5,1,3,3,20220.0,,,5.0,2,57,8,346,350,347,370,23,24,10,1,0,1,1,0,1,2023-01-03,S,11.03,0,0,1,0,1,1,3,19,425,19,48,0,20200110,1,5,6,2,317,58916591,3,2,0,6.98,N,S,N,96,SVK,4,1,S,1,S,0,0,1,1,,,2022-04-02,2021-01-19,2025-05-24
2022,300163,20220,300163,55,49,33,14,2,4,4,20230.0,,,1.0,7,56,5,225,281,275,302,27,27,5,1,0,1,1,0,0,2021-07-09,N,13.0,0,0,1,0,1,0,8,94,406,22,39,0,20230112,1,6,6,8,72,10770971,5,1,1,8.51,N,S,N,4,CUB,2,0,N,1,S,0,0,0,1,,,,2020-08-30,2025-05-24
2016,300164,20160,300164,66,1,51,7,1,3,2,20220.0,,,3.0,3,30,3,279,288,284,311,27,25,8,1,0,1,0,0,1,2022-07-21,S,10.24,0,0,1,0,1,0,1,84,21,94,50,0,20200126,9,5,3,7,81,62143331,2,2,0,6.97,N,S,N,13,MCO,7,1,S,1,S,0,1,1,0,,2023-08-30,2021-09-10,,2025-05-24
2013,300165,20130,300165,49,39,91,2,1,5,4,20230.0,,,4.0,4,60,8,310,330,330,356,26,18,4,1,0,1,1,0,1,2021-02-11,S,8.68,0,0,1,0,1,0,3,71,263,93,3,0,20230907,8,7,6,6,400,7575790,2,6,0,5.7,N,S,N,98,COL,1,1,S,1,S,0,0,0,1,,,,2023-05-08,2025-05-24
2012,300166,20120,300166,40,3,69,14,1,5,3,,,,,2,36,6,243,280,212,241,29,19,19,0,0,1,0,0,0,2020-02-08,N,8.1,0,0,0,0,0,1,2,25,284,42,8,0,20220413,2,5,8,6,44,56269520,2,1,0,,N,N,N,16,BLR,3,0,N,1,S,1,1,0,0,2021-05-30,2021-11-03,,,2025-05-24
2023,300167,20230,300167,7,46,49,12,1,4,4,,20240.0,,,1,47,3,236,288,233,256,23,4,20,0,0,1,0,0,0,2020-01-01,N,12.64,1,1,1,1,0,1,8,82,242,27,6,0,20230405,2,5,4,4,361,3051483,6,3,0,,N,N,S,16,BLR,7,0,N,1,S,1,1,0,0,2020-06-03,2020-04-02,,,2025-05-24
2017,300168,20170,300168,23,16,35,12,2,3,4,20230.0,,,3.0,2,22,1,247,262,259,270,11,20,8,1,0,1,1,0,1,2020-01-02,S,10.14,0,0,1,0,1,0,1,80,106,82,19,0,20220306,2,8,5,3,6,88824290,2,4,0,7.95,N,S,N,44,YEM,3,1,S,0,N,0,1,0,1,,2023-10-18,,2022-07-01,2025-05-24
2010,300169,20100,300169,19,8,66,6,2,1,3,20150.0,,,2.0,3,32,5,216,224,219,246,27,8,3,1,0,1,0,0,0,2021-10-26,N,11.38,0,0,1,0,1,0,4,34,211,27,11,0,20211117,6,7,6,10,171,15145751,6,4,2,6.29,N,S,N,33,LBR,10,0,N,0,N,0,1,0,0,,2022-04-07,,,2025-05-24
2018,300170,20180,300170,42,13,38,13,2,2,4,20230.0,,,5.0,2,63,8,184,198,196,216,20,14,2,1,0,1,0,0,1,2021-09-30,S,10.88,0,0,1,0,1,1,7,12,98,57,18,0,20200724,8,1,10,10,18,87715861,2,6,0,7.89,N,S,N,47,PRT,1,1,S,0,N,0,1,0,0,,2021-07-04,,,2025-05-24
2011,300171,20110,300171,79,50,13,1,1,1,1,20160.0,,,1.0,6,47,2,218,270,222,228,6,2,14,1,0,1,1,0,1,2020-12-27,S,7.99,0,0,0,0,1,1,6,18,400,54,35,0,20210607,5,8,7,10,178,94004067,1,3,0,9.46,N,S,N,43,TWN,5,1,S,0,N,1,1,1,1,2023-07-24,2021-04-29,2020-06-29,2020-04-02,2025-05-24
2012,300172,20120,300172,46,35,31,2,1,2,2,,,20230.0,,5,32,1,254,279,259,265,6,23,16,0,1,1,0,0,0,2023-06-03,N,10.92,0,0,0,0,0,0,7,88,429,13,49,1,20230819,8,7,4,8,100,50666702,6,5,0,,N,N,N,29,ZWE,2,0,N,0,N,1,1,0,0,2023-03-23,2020-08-08,,,2025-05-24
2012,300173,20120,300173,38,49,13,14,1,3,4,20220.0,,,1.0,1,21,8,357,361,359,389,30,10,5,1,0,1,0,0,1,2022-05-02,S,6.05,0,0,0,0,1,0,8,96,26,29,35,0,20221021,9,7,9,5,433,94004067,3,2,0,8.88,N,S,N,96,SVK,8,1,S,1,S,1,0,0,1,2020-09-27,,,2020-12-26,2025-05-24
2022,300174,20220,300174,10,19,99,12,2,1,1,20240.0,,,5.0,7,28,7,230,286,240,249,9,4,20,1,0,1,0,0,1,2021-01-06,S,10.61,0,0,0,0,1,1,10,63,263,48,11,0,20220218,6,3,4,6,331,77507357,2,2,0,9.59,N,S,N,27,SLV,8,1,S,0,N,0,1,1,0,,2020-09-25,2022-01-27,,2025-05-24
2023,300175,20230,300175,46,17,98,3,2,4,3,,,20240.0,,5,42,4,192,248,237,261,24,29,16,0,1,1,0,0,0,2020-12-01,N,5.76,0,0,1,0,0,1,2,69,46,18,39,1,20220324,7,3,8,10,286,42802529,6,5,0,,N,N,N,58,BGR,8,0,N,1,S,0,0,1,0,,,2022-05-04,,2025-05-24
2021,300176,20210,300176,28,16,38,9,2,5,5,20230.0,,,2.0,6,22,7,271,331,273,298,25,26,14,1,0,1,1,0,0,2021-04-01,N,10.31,0,0,1,0,1,1,5,80,123,51,17,0,20200413,4,2,5,4,265,87715861,5,4,1,6.34,N,S,N,86,BHR,7,0,N,0,N,1,1,1,1,2020-11-24,2022-03-05,2023-11-06,2022-05-29,2025-05-24
2023,300177,20230,300177,46,40,54,5,2,3,5,20240.0,,,5.0,7,53,5,210,226,213,236,23,14,2,1,0,1,0,0,1,2023-09-21,S,11.05,0,0,0,0,1,0,8,44,355,27,44,0,20220123,10,5,1,6,494,73074216,4,6,0,9.7,N,S,N,62,DMA,3,1,S,1,S,1,0,1,0,2023-01-21,,2020-03-09,,2025-05-24
2016,300178,20160,300178,97,13,87,2,1,2,5,,,20210.0,,3,22,3,291,321,294,306,12,18,16,0,1,1,0,0,0,2022-11-10,N,6.95,0,0,1,0,0,0,9,17,196,45,45,1,20210610,4,4,4,3,429,58916591,2,5,0,,N,N,N,68,GRC,10,0,N,0,N,1,1,0,0,2021-01-06,2022-04-07,,,2025-05-24
2022,300179,20220,300179,83,27,20,7,2,5,3,20240.0,,,5.0,7,63,6,359,359,359,375,16,16,10,1,0,1,1,0,0,2023-08-24,N,10.37,0,0,0,0,1,1,10,62,297,71,25,0,20210327,4,7,3,2,300,38532662,6,4,2,7.28,N,S,N,67,SVN,3,0,N,0,N,0,1,0,0,,2020-10-21,,,2025-05-24
2017,300180,20170,300180,90,3,81,10,2,4,4,20230.0,,,5.0,1,47,3,227,257,256,274,18,13,20,1,0,1,1,0,1,2023-07-21,S,6.26,0,0,0,0,1,0,9,55,215,93,46,0,20230826,1,5,1,6,444,94393484,1,1,0,5.84,N,S,N,1,ESP,6,1,S,1,S,0,0,0,1,,,,2022-03-19,2025-05-24
2010,300181,20100,300181,58,19,6,15,1,1,3,20150.0,,,3.0,7,25,2,207,224,210,234,24,20,2,1,0,1,0,0,1,2023-08-05,S,9.82,0,0,1,0,1,0,7,10,486,33,15,0,20231205,1,6,6,7,271,404729,4,4,0,8.4,N,S,N,64,FSM,5,1,S,0,N,0,1,0,1,,2023-12-31,,2021-01-03,2025-05-24
2016,300182,20160,300182,46,40,15,7,2,4,1,20180.0,,,5.0,4,29,5,248,287,273,274,1,18,3,1,0,1,1,0,0,2021-01-04,N,5.99,0,0,0,0,1,0,4,23,161,19,17,0,20220711,4,3,3,2,27,72633735,6,3,2,6.26,N,S,N,29,ZWE,6,0,N,0,N,1,1,1,0,2020-04-08,2021-09-08,2022-09-10,,2025-05-24
2022,300183,20220,300183,33,23,40,4,1,2,3,,,20240.0,,2,26,3,276,310,242,244,2,30,4,0,1,1,0,0,0,2020-04-06,N,5.05,0,0,0,0,0,1,7,48,80,95,48,0,20230314,1,5,7,4,334,15922674,6,1,0,,N,N,N,64,FSM,9,0,N,1,S,0,1,0,1,,2023-04-22,,2022-10-04,2025-05-24
2020,300184,20200,300184,60,38,37,4,2,2,4,,,20240.0,,7,26,6,267,321,302,329,27,3,17,0,1,1,0,0,0,2023-03-27,N,6.97,0,0,0,0,0,0,7,36,282,44,7,1,20231103,10,1,1,4,43,17849589,1,2,0,,N,N,N,88,ESP,3,0,N,1,S,1,0,1,1,2021-05-21,,2020-10-17,2022-07-30,2025-05-24
2012,300185,20120,300185,15,16,20,7,2,2,4,,,20230.0,,6,64,5,217,262,175,192,17,14,7,0,1,1,1,0,0,2022-07-25,N,7.07,0,0,0,0,0,0,2,63,44,53,20,0,20201122,5,5,8,4,484,38532662,4,2,0,,N,N,N,70,BRN,8,0,N,0,N,0,0,1,1,,,2022-09-05,2021-03-12,2025-05-24
2021,300186,20210,300186,85,5,32,2,2,1,1,20220.0,,,3.0,6,36,4,296,347,336,343,7,21,13,1,0,1,0,0,1,2020-04-24,S,6.27,0,0,1,0,1,1,3,42,491,23,23,0,20200711,2,2,3,4,128,50418290,4,4,0,9.72,N,S,N,3,ISL,9,1,S,1,S,0,0,1,0,,,2021-11-17,,2025-05-24
2023,300187,20230,300187,32,40,86,4,1,4,3,20240.0,,,1.0,2,28,4,338,393,356,371,15,1,12,1,0,1,0,0,1,2023-08-21,S,11.63,0,0,0,0,1,1,2,12,393,88,14,0,20230626,10,6,4,2,89,53991141,4,1,0,9.94,N,S,N,54,MRT,1,1,S,0,N,1,0,1,0,2023-06-22,,2021-01-30,,2025-05-24
2014,300188,20140,300188,8,23,11,4,1,2,1,,,20190.0,,5,31,7,228,234,169,174,5,2,6,0,1,1,0,0,0,2021-10-25,N,12.87,0,0,1,0,0,1,5,49,20,76,43,1,20221004,5,6,10,10,316,56867700,1,6,0,,N,N,N,60,RUS,7,0,N,0,N,1,0,0,1,2022-05-08,,,2023-01-16,2025-05-24
2011,300189,20110,300189,65,40,50,10,1,5,1,,20170.0,,,1,51,5,229,243,216,228,12,21,15,0,0,1,1,1,0,2022-04-01,N,13.93,1,1,0,1,0,0,9,25,156,22,14,0,20230609,8,1,8,10,279,40045602,2,2,0,,S,N,S,27,SLV,4,0,N,0,N,0,1,0,0,,2020-02-24,,,2025-05-24
2013,300190,20130,300190,13,47,41,8,2,5,5,20190.0,,,3.0,2,61,7,338,339,338,353,15,9,1,1,0,1,1,0,1,2022-03-19,S,5.69,0,0,1,0,1,1,1,64,173,49,24,0,20200528,10,1,1,9,326,23954324,1,6,0,5.78,N,S,N,64,FSM,1,1,S,1,S,1,0,1,1,2021-01-31,,2023-04-13,2023-02-16,2025-05-24
2022,300191,20220,300191,28,28,57,12,2,4,4,20230.0,,,5.0,5,43,8,296,305,300,303,3,6,20,1,0,1,1,0,1,2022-09-17,S,8.3,0,0,0,0,1,1,3,11,30,42,34,0,20230114,7,8,9,10,203,50905625,2,3,0,8.31,N,S,N,58,BGR,4,1,S,0,N,1,0,1,1,2022-06-26,,2023-03-06,2021-04-16,2025-05-24
2014,300192,20140,300192,100,20,10,10,1,2,4,20210.0,,,3.0,6,50,8,183,190,190,218,28,5,20,1,0,1,0,0,0,2023-11-03,N,9.65,0,0,0,0,1,0,4,85,85,94,46,0,20200906,4,6,6,8,28,6078694,6,6,2,5.37,N,S,N,18,ZAF,8,0,N,0,N,1,0,0,1,2022-12-16,,,2023-09-24,2025-05-24
2020,300193,20200,300193,11,44,1,14,2,4,2,20210.0,,,4.0,6,37,2,342,369,360,370,10,1,1,1,0,1,0,0,1,2023-03-31,S,10.69,0,0,0,0,1,1,6,65,316,41,47,0,20230803,4,3,6,9,255,41361818,3,3,0,9.06,N,S,N,9,ARG,4,1,S,0,N,0,0,1,1,,,2023-10-09,2023-11-10,2025-05-24
2017,300194,20170,300194,70,17,81,6,2,1,2,,20200.0,,,7,25,5,312,369,288,318,30,8,4,0,0,1,0,1,0,2020-04-30,N,10.6,1,1,0,1,0,1,5,80,309,91,20,0,20210620,5,8,8,5,107,94393484,2,5,0,,S,N,S,97,GAB,5,0,N,1,S,1,0,1,1,2021-07-29,,2021-10-10,2021-10-17,2025-05-24
2017,300195,20170,300195,87,43,19,9,2,4,2,20180.0,,,5.0,6,49,7,220,258,258,262,4,10,18,1,0,1,1,0,0,2020-03-15,N,11.1,0,0,1,0,1,1,10,66,484,24,24,0,20230402,8,8,2,6,426,4259382,5,2,1,6.28,N,S,N,33,LBR,5,0,N,0,N,0,0,0,0,,,,,2025-05-24
2015,300196,20150,300196,39,28,25,12,2,4,3,,,,,5,50,8,329,360,303,310,7,0,2,0,0,1,0,0,0,2020-03-24,N,11.62,0,0,0,0,0,0,10,78,310,16,38,0,20230412,7,1,6,2,279,97883579,1,3,0,,N,N,N,98,COL,2,0,N,0,N,0,0,0,0,,,,,2025-05-24
2020,300197,20200,300197,28,31,10,13,1,2,3,20210.0,,,2.0,4,25,4,351,379,358,371,13,6,13,1,0,1,0,0,1,2022-05-16,S,7.89,0,0,1,0,1,0,8,14,161,75,43,0,20220208,7,8,8,4,27,6078694,1,6,0,9.9,N,S,N,27,SLV,5,1,S,1,S,1,0,1,0,2021-05-03,,2023-10-20,,2025-05-24
2021,300198,20210,300198,72,41,33,12,2,2,4,,20230.0,,,1,46,4,262,275,222,222,0,19,1,0,0,1,0,1,0,2023-01-13,N,7.88,1,1,1,1,0,0,8,62,333,13,18,0,20220501,2,3,9,9,428,10770971,1,4,0,,S,N,S,35,IRQ,8,0,N,1,S,1,1,0,1,2020-08-15,2021-05-19,,2020-03-22,2025-05-24
2015,300199,20150,300199,81,17,90,5,2,4,1,20180.0,,,3.0,3,50,2,337,371,368,391,23,13,11,1,0,1,1,0,0,2020-11-04,N,6.14,0,0,1,0,1,1,6,58,185,12,41,0,20210816,4,3,3,4,105,29161379,6,6,2,6.22,N,S,N,25,PHL,10,0,N,0,N,1,1,0,0,2020-11-21,2023-08-14,,,2025-05-24
2011,300200,20110,300200,4,31,76,1,2,3,3,20210.0,,,1.0,7,52,2,213,213,213,213,0,2,1,1,0,1,1,0,1,2023-01-25,S,11.02,0,0,0,0,1,0,6,14,233,49,7,0,20231121,3,2,2,9,382,79717834,2,6,0,8.49,N,S,N,37,SLB,8,1,S,1,S,1,1,1,0,2023-12-02,2023-10-24,2023-08-10,,2025-05-24
2015,300201,20150,300201,74,14,86,5,1,1,3,,,,,5,33,3,333,347,321,332,11,3,5,0,0,1,1,0,0,2020-10-23,N,6.4,0,0,1,0,0,1,5,50,443,67,29,0,20231116,3,7,6,8,336,53991141,6,4,0,,N,N,N,95,NLD,6,0,N,0,N,1,1,0,1,2022-07-27,2021-06-14,,2022-06-18,2025-05-24
