ID_CURSO_INFORME_NK,ID_CURSO_MATRICULA_NK,ID_PERSONA_NIP_NK,ID_CENTRO_NK,ID_PLAN_ESTUDIO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_DEDICACION_ALUMNO_NK,FLG_NUEVO_INGRESO,FLG_EN_PROGRAMA_MOVILIDAD,FECHA_LECTURA_TESIS,SN_COTUTELA_TESIS,SN_MENCION_INTERNAC_TESIS,FECHA_MATRICULA,ID_ASIGNATURA_NK,CALIFICACION,FLG_SUPERADA,FLG_PRESENTADA,FLG_RECONOCIDA,FLG_TRANSFERIDA,FLG_SUSPENDIDA,FECHA_CALIFICACION,ID_PROFESOR_NIP_NK,ID_DEDICACION_PROFESOR_NK,FLG_TUTOR,FLG_DIRECTOR,FECHA_REFERENCIA,ID_CURSO_INFORME,ID_CURSO_MATRICULA,ID_ALUMNO,SEXO_ALUMNO,ID_PAIS_NACIONALIDAD_ALUMNO,ID_DEDICACION_ALUMNO,ID_PROFESOR,SEXO_PROFESOR,ID_PAIS_NACIONALIDAD_PROF,ID_PLAN_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_ASIGNATURA,ID_TIPO_ASIGNATURA,ID_CALIFICACION,FLG_SEXENIO_VIVO,ID_DEDICACION_PROFESOR,ID_FECHA_CARGA,ID_CENTRO,SN_NUEVO_INGRESO,SN_EN_PROGRAMA_MOVILIDAD,SN_TUTOR,SN_DIRECTOR,NUM_SEXENIOS,FLG_TIEMPO_PARCIAL,ID_PAIS_NACIONALIDAD_ALUMNO_NK,FLG_EXTRANJERO,ID_FECHA_LECTURA_TESIS,ID_FECHA_MATRICULA,FLG_PROFESOR,FLG_TESIS_LEIDA,NUM_DIRECTORES_TESIS,ID_ESTUDIO_NK,ID_TIPO_BECA_NK,ID_TIPO_BECA,ID_TIPO_CONTRATO_NK,FLG_PROFESOR_UZ,FLG_PROFESOR_TIEMPO_COMPLETO,FLG_COTUTELA_TESIS,FLG_MENCION_INTERNAC_TESIS,FLG_BECADO,SN_TESIS_LEIDA,FLG_ABANDONO,SN_ABANDONO,FLG_ABANDONO_DENOMINADOR,DURACION_NETA_TESIS,FLG_TESIS_CUM_LAUDE,SN_PROFESOR_UZ,ID_SITUACION_ADVA,TOT_ARTICULOS_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_0,SN_MENCION_INDUSTRIAL,FLG_COMPENDIO_PUBLICACIONES,NUM_ART_IDX_ANO_SIG_UZ,TOT_ARTICULOS_NO_INDEX_PLAN,NUM_ART_NO_IDX_ANO_SIG_UZ,FECHA_RECON_SEXENIO_ESTATAL,ID_PROYECTO_INVESTIGACION,ID_UNIVERSIDAD_ORIGEN,FECHA_RECON_SEXENIO_AUTONOMICO,NUM_QUINQUENIOS,FLG_MENCION_INDUSTRIAL,ID_CATEGORIA_CUERPO_ESCALA,NUM_ART_NO_IDX_ANO_CURSO_RAMA,FECHA_CARGA,NUM_ART_IDX_ANO_SIG_RAMA,NUM_SEXENIO_ESTATAL,FLG_SEXENIO_VIVO_CNEAI,ID_UNIVERSIDAD_ORIGEN_NK,NUMERO_PROF_ENCUESTA_GLOBAL_2,NUM_SEXENIO_AUTONOMICO,FECHA_DEPOSITO_TESIS,TOT_ARTICULOS_NO_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_2,NUMERO_ALU_ENCUESTA_GLOBAL_5,NUMERO_PROF_ENCUESTA_GLOBAL_4,TOT_ARTICULOS_INDEX_PLAN,FLG_SEXENIO_VIVO_ESTATAL,SN_COMPENDIO_PUBLICACIONES,NUMERO_PROF_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_SIG_PLAN,FLG_SEXENIO_VIVO_AUTONOMICO,NUM_ART_IDX_ANO_CURSO_PLAN,AMBITO_PROYECTO,ID_SEXO_PROFESOR,NUM_ART_NO_IDX_ANO_CURSO_PLAN,TOT_ARTICULOS_INDEX_RAMA,NUM_ART_IDX_ANO_CURSO_RAMA,SN_PRORROGA_1,ID_SEXO_ALUMNO,FLG_OTRA_UNIVERSIDAD_DENOM,AUT_AMPLIACION_TESIS,DIAS_BAJA,NUMERO_ALU_ENCUESTA_GLOBAL_4,ID_CATEGORIA_CUERPO_ESCALA_NK,NUM_REGS_TESIS,ID_PROYECTO_INVESTIGACION_NK,NUMERO_ALU_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_CURSO_UZ,NUM_ART_NO_IDX_ANO_SIG_RAMA,FECHA_INSCRI_SOLICITUD_TESIS,FECHA_RECON_SEXENIO_CNEAI,DURACION_BRUTA_TESIS,NUMERO_PROF_ENCUESTA_GLOBAL_1,SN_PRORROGA_2,NUM_SEXENIOS_TRANSF,FLG_OTRA_UNIVERSIDAD,NUMERO_ALU_ENCUESTA_GLOBAL_1,TOT_ARTICULOS_NO_INDEX_RAMA,NUMERO_PROF_ENCUESTA_GLOBAL_0,NUMERO_PROF_ENCUESTA_GLOBAL_5,NUM_ART_IDX_ANO_SIG_PLAN,NUM_SEXENIO_CNEAI,NUM_ART_IDX_ANO_CURSO_UZ,ID_SITUACION_ADVA_NK
2019,2017,79968863,1300,10062,1000053,CR,0,1,2020-11-24,N,S,2021-04-06,131,NT,1,1,0,1,0,2020-05-19,77619624,OT,0,0,2025-06-03,20190,20170,52,M,88,4,100,H,44,62,37,3,131,2,4,0,5,20250603,13,N,S,N,N,2,0,ESP,1,20201124,20210406,1,1,3,3700,FI,92,CTR049865,1,1,0,1,1,S,1,S,1,925.0,0,S,4,493,594,S,0,522,689,582,2023-01-04,964,102,2022-05-17,398,1,773,84,2022-11-21,134,394,0,113,643,766,2023-08-07,546,188,670,315,589,0,S,564,763,0,164,Iure iste.,668,932,299,302,N,344,1,595,244,380,Et.,257,Aperiam deserunt quasi iure.,101,828,258,2021-01-27,2020-01-22,291,307,N,118,0,315,957,576,901,761,427,544,EXCS
2017,2020,91313946,4900,10042,1000054,PH,1,1,2023-01-03,S,S,2022-07-01,152,MH,0,0,1,0,0,2021-05-19,7749299,VI,0,1,2025-06-03,20170,20200,51,H,96,3,89,H,50,42,49,6,152,7,6,1,4,20250603,49,S,S,N,S,0,1,SVK,1,20230103,20220701,1,1,3,4900,PD,123,CTR097847,1,1,1,1,1,S,0,N,0,1037.0,0,S,8,635,953,S,1,228,469,866,2023-01-01,407,406,2020-02-12,72,1,261,966,2021-05-26,936,716,0,400,324,595,2020-03-12,235,466,937,638,232,0,S,218,907,0,62,Iusto.,112,442,783,986,N,231,0,727,539,803,In.,560,Ipsum voluptas voluptates maxime quasi.,441,771,325,2022-08-10,2023-10-15,498,7,S,868,0,301,344,569,354,158,467,508,COM
2016,2012,2921981,2400,10066,1000055,TC,0,1,,S,N,2018-12-15,303,NT,1,1,1,1,0,2023-04-14,7467311,OT,0,1,2025-06-03,20160,20120,95,M,52,1,82,M,11,66,7,12,303,4,4,1,5,20250603,24,N,S,N,S,0,0,EST,1,0,20181215,1,0,2,700,PR,46,CTR014892,1,0,1,0,0,N,0,N,0,0.0,1,S,1,797,127,S,0,665,360,941,2021-07-03,627,770,2021-10-07,482,1,112,860,2021-04-08,555,672,0,118,376,680,2022-04-30,383,128,930,215,195,1,S,174,202,0,368,Architecto.,854,213,254,486,N,496,1,911,750,813,In.,485,Qui non quam ab deserunt.,645,860,827,2021-11-13,2022-05-31,720,487,N,937,0,704,136,807,157,989,896,801,ACT
2020,2010,97077009,4100,10001,1000056,TC,1,1,,S,N,2023-05-26,247,NT,1,1,0,0,0,,75686878,TP,0,1,2025-06-03,20200,20100,94,M,24,1,88,H,58,1,2,3,247,9,4,0,2,20250603,41,S,S,N,S,3,0,BLZ,1,0,20230526,1,0,1,200,MC,64,CTR018963,1,1,1,0,1,N,0,N,0,0.0,0,S,2,566,51,N,1,129,287,864,2020-08-20,907,122,2023-09-20,391,1,874,884,2022-12-01,810,954,0,770,960,826,2022-01-16,499,176,611,853,736,1,N,198,781,1,337,Porro.,408,543,845,814,S,303,0,664,147,458,Qui.,206,Sunt dolorum dolorem sunt deserunt.,53,814,5,2023-05-24,2020-08-14,21,844,S,974,0,591,958,211,571,486,828,666,EXC
2019,2011,85726382,1400,10012,1000057,TP,1,1,2022-10-05,S,S,2021-12-06,115,AN,0,0,0,1,0,2023-06-04,59959826,TP,1,1,2025-06-03,20190,20110,31,H,100,2,5,M,92,12,48,9,115,10,10,0,2,20250603,14,S,S,S,S,5,1,VUT,1,20221005,20211206,1,1,2,4800,PD,133,CTR050878,1,0,1,1,1,S,0,N,0,1055.0,0,S,6,417,692,S,1,476,196,971,2022-09-17,214,187,2023-06-27,887,0,63,686,2023-09-02,410,761,0,653,230,947,2023-07-29,587,625,383,676,232,1,S,8,242,1,737,Magnam.,979,710,739,946,N,58,0,270,952,346,Enim.,694,Amet ipsam doloribus.,403,783,190,2020-10-11,2023-05-21,177,918,S,779,0,410,617,616,964,606,343,486,EXCHI
2014,2015,73504237,2600,10049,1000058,PH,1,0,,S,N,2021-11-19,236,SB,1,1,1,0,0,2022-02-15,78176558,OT,0,0,2025-06-03,20140,20150,63,H,78,3,9,H,45,49,24,6,236,10,5,0,5,20250603,26,S,N,N,N,1,0,GNQ,1,0,20211119,1,0,1,2400,AU,15,CTR004406,1,1,1,0,0,N,1,S,1,0.0,0,S,2,734,356,S,0,949,657,184,2022-09-21,623,599,2022-08-06,885,0,739,807,2023-08-08,882,726,0,650,23,134,2020-12-12,535,880,53,165,73,0,S,701,414,1,721,Ab beatae.,403,955,428,143,S,453,0,727,64,984,Quis.,816,Velit explicabo iusto vel incidunt ratione.,689,56,119,2023-12-02,2022-06-09,703,903,N,437,0,952,34,712,888,598,635,831,EXC
2020,2018,61310453,4900,10008,1000059,SD,1,1,,S,S,2023-07-22,151,AD,0,0,0,0,0,,15601471,OT,1,1,2025-06-03,20200,20180,87,H,43,5,73,M,31,8,39,9,151,5,8,1,5,20250603,49,S,S,S,S,2,0,TWN,1,0,20230722,1,0,3,3900,IN,7,CTR009479,1,0,1,1,1,N,1,S,1,0.0,1,S,3,768,46,N,0,921,771,471,2022-07-27,933,921,2022-08-18,559,0,925,640,2022-02-21,751,14,1,896,146,350,2022-11-17,891,794,579,296,421,0,S,748,543,1,313,Nostrum rem.,189,873,296,869,S,784,1,114,244,271,Sit.,621,Veniam facere nesciunt voluptatibus.,134,902,720,2022-03-07,2022-08-02,761,252,N,32,0,815,828,561,470,604,675,370,EXCF
2015,2011,72029307,900,10029,1000060,SD,0,0,,N,S,2020-06-12,94,AN,0,0,1,1,0,2020-05-14,12205980,TC,1,1,2025-06-03,20150,20110,67,H,20,5,79,H,17,29,25,1,94,10,10,1,1,20250603,9,N,N,S,S,5,1,TGO,1,0,20200612,1,0,3,2500,MC,4,CTR010276,1,1,0,1,0,N,1,S,1,0.0,0,S,2,470,195,N,0,817,655,855,2020-09-05,468,321,2023-07-29,620,1,226,137,2021-05-30,277,771,1,394,565,604,2022-04-14,816,412,506,391,712,0,S,417,86,1,233,Nemo.,728,419,346,262,S,646,0,330,441,782,Quam.,769,Quaerat nulla aspernatur neque quisquam.,237,34,900,2020-09-23,2021-12-19,95,150,S,811,1,373,946,46,37,120,485,648,EXC
2010,2018,68886959,1100,10100,1000061,SD,1,0,2020-01-19,S,S,2019-08-08,141,SS,0,1,0,1,1,,61066203,AS,0,0,2025-06-03,20100,20180,85,H,82,5,40,M,96,100,13,8,141,8,2,1,3,20250603,11,S,N,N,N,2,0,PAN,1,20200119,20190808,1,1,3,1300,MC,84,CTR000562,1,0,1,1,1,S,0,N,0,1390.0,0,S,2,799,585,S,0,334,846,795,2021-12-16,878,754,2021-09-22,440,1,668,278,2021-10-23,79,540,1,917,808,272,2023-08-01,156,618,281,730,830,0,N,288,653,0,403,Quas itaque.,10,905,679,646,N,839,1,243,934,307,Sed.,611,Maiores cumque saepe corrupti error voluptatibus.,486,148,851,2021-06-02,2020-05-21,963,1,S,469,1,560,817,202,328,379,198,560,EXC
2017,2010,67447155,300,10059,1000062,PH,0,0,2021-10-26,N,N,2018-01-02,269,NP,0,0,1,1,0,,48258264,AS,0,1,2025-06-03,20170,20100,26,H,71,3,15,M,70,59,12,15,269,2,1,0,3,20250603,3,N,N,N,S,6,0,LSO,1,20211026,20180102,1,1,2,1200,IN,37,CTR001744,1,0,0,0,0,S,0,N,0,949.0,1,S,2,81,16,N,1,922,406,89,2022-03-07,182,568,2023-09-04,810,0,885,389,2022-03-17,283,126,0,189,892,712,2021-12-11,923,28,582,714,698,1,S,887,918,1,557,Voluptas.,989,786,589,157,S,147,1,630,90,977,Nisi.,857,Saepe necessitatibus velit repellendus pariatur.,115,627,188,2021-05-13,2020-11-12,155,908,S,322,0,814,274,641,445,87,629,90,EXC
2019,2011,41738753,900,10039,1000063,TP,0,0,,N,N,2023-03-04,33,CO,0,0,0,0,0,2023-05-17,15867870,TC,1,0,2025-06-03,20190,20110,28,M,9,2,20,M,7,39,41,2,33,4,7,0,1,20250603,9,N,N,S,N,2,0,ARG,1,0,20230304,1,0,3,4100,AU,55,CTR005772,1,1,0,0,0,N,1,S,1,0.0,1,S,1,609,814,N,1,924,924,337,2023-08-28,572,136,2022-04-02,960,1,199,343,2020-02-13,704,422,0,210,178,398,2023-11-16,115,33,11,187,481,0,S,125,708,1,773,In dolore.,782,724,113,59,S,691,0,46,834,616,A.,212,Id praesentium hic quasi veniam dicta.,754,286,32,2022-01-28,2021-10-03,68,539,S,370,0,9,978,571,703,346,426,765,ACT
2021,2018,48557943,2000,10076,1000064,TC,1,0,2023-12-05,N,N,2023-07-24,398,RE,0,0,1,0,0,,29246218,VI,0,1,2025-06-03,20210,20180,58,H,75,1,99,M,31,76,38,2,398,2,9,1,4,20250603,20,S,N,N,S,5,1,PRY,1,20231205,20230724,1,1,3,3800,FP,21,CTR019220,1,0,0,0,0,S,1,S,1,1495.0,1,S,7,768,931,N,0,338,856,956,2022-05-08,380,379,2022-12-12,816,0,324,957,2020-08-01,78,767,0,332,693,748,2022-01-25,585,168,896,899,62,1,N,425,499,1,521,Facere.,830,902,507,337,N,692,1,795,403,650,Eius.,273,Expedita adipisci tempora.,147,599,429,2020-01-22,2021-02-08,430,317,S,97,0,120,516,656,557,332,116,540,SUS
2015,2023,15601471,4800,10085,1000065,PH,1,0,,N,N,2020-04-15,390,AP,1,1,0,1,0,2021-07-09,10988446,OT,0,1,2025-06-03,20150,20230,73,M,33,3,53,M,84,85,44,6,390,10,3,1,5,20250603,48,S,N,N,S,4,0,LBR,1,0,20200415,1,0,1,4400,AU,75,CTR055391,1,0,0,0,1,N,0,N,0,0.0,1,S,6,156,90,N,1,785,151,50,2023-12-19,847,12,2021-08-17,53,0,995,603,2023-12-05,552,457,1,816,614,452,2020-07-23,163,551,820,5,625,1,N,959,541,0,797,Adipisci.,895,2,244,379,S,914,0,269,540,265,Nemo.,511,Nobis commodi vel eos nulla.,644,640,231,2021-10-12,2022-10-28,669,700,S,192,0,593,165,726,834,583,71,305,EXCHI
2021,2023,10988446,3400,10012,1000066,TC,0,0,2020-09-07,S,S,2019-08-17,91,NT,1,1,0,0,0,,92981826,TP,1,1,2025-06-03,20210,20230,53,M,50,1,16,H,84,12,26,1,91,7,4,1,2,20250603,34,N,N,S,S,6,0,NZL,1,20200907,20190817,1,1,2,2600,PR,126,CTR077197,1,0,1,1,0,S,1,S,1,1139.0,1,S,7,582,439,N,0,936,220,977,2020-12-01,90,43,2020-03-09,413,0,14,843,2022-08-28,597,813,1,160,91,371,2022-05-07,597,670,656,278,775,0,N,531,446,0,669,Sint iste.,247,587,781,819,S,832,1,350,110,401,Cum.,628,Incidunt voluptatum praesentium.,639,126,645,2023-12-31,2020-10-21,408,108,S,415,1,502,16,949,331,781,598,921,SUS
2010,2022,77619624,3900,10043,1000067,CR,1,1,2023-02-15,S,S,2020-05-07,199,RE,0,0,0,0,0,2023-04-07,94429826,AS,1,1,2025-06-03,20100,20220,100,H,78,4,27,M,100,43,11,15,199,2,9,0,3,20250603,39,S,S,S,S,5,0,GNQ,1,20230215,20200507,1,1,2,1100,FI,132,CTR098073,1,1,1,1,0,S,0,N,0,1038.0,1,S,4,985,297,S,0,627,536,263,2021-12-07,465,564,2021-06-08,199,1,10,108,2023-03-21,418,958,0,618,691,875,2021-08-22,248,208,994,823,664,1,S,330,579,0,975,Officia.,448,434,920,662,N,72,1,140,687,860,Non.,492,Magnam consectetur eius quas.,696,180,196,2023-09-26,2023-07-29,743,477,S,155,1,977,401,587,691,108,889,613,EXCS
2015,2020,76890296,1300,10092,1000068,TP,1,1,,S,S,2021-12-25,133,NP,0,0,1,0,0,,22083803,AS,1,1,2025-06-03,20150,20200,11,M,21,2,69,H,56,92,31,1,133,5,1,1,3,20250603,13,S,S,S,S,5,1,VNM,1,0,20211225,1,0,1,3100,PR,46,CTR048423,1,0,1,1,1,N,0,N,0,0.0,1,S,8,898,843,S,1,499,174,400,2021-11-01,349,163,2023-01-04,968,0,707,213,2020-04-03,446,353,0,754,270,214,2022-09-06,582,912,305,210,805,1,N,990,661,1,724,Adipisci.,413,783,723,813,N,724,1,79,345,850,Quae.,787,Exercitationem repellendus placeat esse velit.,896,497,364,2021-11-19,2021-02-14,707,973,S,45,1,423,161,171,500,508,88,707,COM
2017,2015,59791674,3700,10033,1000069,PH,0,1,2023-06-25,S,S,2023-02-10,402,AP,1,1,0,1,0,2022-07-22,67845324,AS,1,1,2025-06-03,20170,20150,81,M,55,3,64,H,31,33,26,3,402,2,3,0,3,20250603,37,N,S,S,S,2,0,SMR,1,20230625,20230210,1,1,3,2600,FP,31,CTR084854,1,1,1,1,0,S,1,S,1,1404.0,0,S,4,159,110,S,0,930,50,664,2023-06-13,501,312,2020-11-28,251,0,801,988,2020-05-23,92,57,1,444,629,722,2021-04-24,33,884,122,798,454,0,N,895,274,1,279,Illum cumque.,728,184,994,780,N,73,1,220,802,953,Quas.,285,Officia fugiat omnis voluptate.,589,350,150,2020-02-05,2020-01-31,255,959,N,751,0,577,175,672,175,57,595,58,EXCS
2019,2023,916723,3500,10061,1000070,CR,1,1,,S,N,2019-10-27,73,RE,0,0,1,1,0,2020-11-02,15060409,TP,1,0,2025-06-03,20190,20230,1,H,48,4,61,H,82,61,15,14,73,9,9,0,2,20250603,35,S,S,S,N,3,0,ATG,1,0,20191027,1,0,2,1500,IN,77,CTR022873,1,0,1,0,1,N,1,S,1,0.0,1,S,7,231,166,N,0,756,29,464,2023-08-13,169,702,2023-01-05,778,0,137,105,2022-08-20,531,936,1,563,767,992,2022-05-26,729,838,330,299,662,0,N,2,180,0,604,In itaque.,465,260,715,435,S,897,0,782,985,299,Et.,689,Nam adipisci ipsam fuga reiciendis ex.,861,124,933,2020-01-19,2020-04-28,776,621,S,722,1,111,196,226,580,465,678,266,SUS
2015,2010,64180488,1200,10099,1000071,SD,0,1,2022-05-09,N,N,2023-10-12,144,NT,1,1,1,1,0,2021-03-23,68886959,OT,0,0,2025-06-03,20150,20100,38,M,98,5,85,H,28,99,45,11,144,3,4,1,5,20250603,12,N,S,N,N,6,0,COL,1,20220509,20231012,1,1,2,4500,FP,131,CTR084958,1,0,0,0,0,S,1,S,1,967.0,1,S,1,829,347,S,0,121,922,297,2020-11-10,369,243,2023-11-30,110,0,378,582,2022-07-18,486,305,1,569,654,446,2022-01-13,813,705,654,426,978,1,S,627,108,0,190,Natus aut.,376,346,57,615,S,321,1,914,4,539,Iste.,655,Natus dolor impedit tempore ad voluptatum.,910,687,457,2021-08-13,2022-03-26,933,829,N,464,1,926,335,976,142,538,409,569,ACT
2016,2018,89133246,1600,10078,1000072,SD,1,1,,S,N,2021-07-18,152,SS,0,1,1,1,1,,15060409,TC,0,0,2025-06-03,20160,20180,48,H,69,5,61,H,5,78,31,10,152,5,2,1,1,20250603,16,S,S,N,N,2,0,TZA,1,0,20210718,1,0,2,3100,IN,147,CTR033186,1,1,1,0,1,N,0,N,0,0.0,0,S,1,215,701,N,0,163,976,281,2023-06-12,491,828,2020-08-06,657,1,93,941,2021-04-05,69,319,0,270,227,524,2020-10-28,225,244,381,27,418,1,N,303,690,1,435,Ratione.,787,469,127,460,N,621,0,630,688,333,Ab.,94,Laudantium labore temporibus illum.,334,535,679,2021-09-21,2020-09-27,526,629,N,619,0,77,690,320,507,382,552,329,ACT
2020,2013,7749299,1500,10033,1000073,CR,1,0,2023-08-19,N,N,2021-01-20,215,MH,0,0,0,1,0,2020-02-02,10482769,TP,1,0,2025-06-03,20200,20130,89,H,66,4,59,H,85,33,48,11,215,4,6,0,2,20250603,15,S,N,S,N,1,1,CAF,1,20230819,20210120,1,1,1,4800,FI,132,CTR035895,1,1,0,0,0,S,0,N,0,1000.0,0,S,7,455,61,N,0,590,788,610,2020-03-08,683,759,2021-02-01,903,0,406,283,2021-01-04,655,215,1,632,669,38,2020-04-28,132,734,381,820,816,1,N,898,777,0,360,At neque.,148,840,596,859,N,907,1,29,91,463,Illo.,46,Cumque tenetur facilis impedit doloribus animi.,491,904,79,2022-01-06,2022-03-12,257,873,N,472,0,633,401,13,191,715,895,792,SUS
2020,2019,29246218,4400,10010,1000074,SD,0,1,2023-06-27,S,N,2022-02-26,55,CO,0,0,1,0,0,,41178850,AS,1,1,2025-06-03,20200,20190,99,M,82,5,22,H,49,10,21,6,55,1,7,1,3,20250603,44,N,S,S,S,1,0,PAN,1,20230627,20220226,1,1,2,2100,AU,35,CTR031362,1,1,1,0,1,S,0,N,0,906.0,1,S,6,51,77,N,0,797,191,647,2022-03-11,529,830,2020-05-05,483,0,301,457,2023-11-15,981,985,0,131,22,712,2021-06-08,17,872,135,752,288,0,N,651,802,0,944,Nam.,928,185,408,74,N,472,1,767,801,11,Modi.,819,Libero porro pariatur aut dolore.,28,425,763,2023-10-05,2020-09-20,199,575,S,785,1,128,531,797,8,726,789,847,EXCHI
2015,2017,59302835,1700,10077,1000075,PH,1,1,2021-11-28,S,S,2021-06-08,342,NT,1,1,0,1,0,,40526484,TP,1,1,2025-06-03,20150,20170,72,M,5,3,8,M,39,77,29,5,342,7,4,0,2,20250603,17,S,S,S,S,0,1,SWZ,1,20211128,20210608,1,1,2,2900,AU,45,CTR035565,1,1,1,1,0,S,0,N,0,801.0,1,S,8,285,603,N,0,485,493,43,2023-10-16,683,173,2021-06-21,510,0,30,648,2023-11-24,179,121,0,29,677,769,2022-05-10,349,563,31,598,623,0,N,761,168,1,417,Ipsam.,864,569,37,885,N,921,0,558,367,13,Quis.,885,Ipsa tempora vel iste et.,303,652,69,2021-03-16,2021-07-01,865,539,S,813,1,709,812,474,109,527,554,235,COM
2014,2016,62059365,2800,10078,1000076,SD,1,1,,S,S,2023-07-16,10,AP,1,1,0,0,0,2023-05-03,44039203,VI,0,1,2025-06-03,20140,20160,91,M,3,5,70,H,78,78,27,4,10,8,3,0,4,20250603,28,S,S,N,S,5,1,ISL,1,0,20230716,1,0,2,2700,PD,113,CTR052939,1,0,1,1,0,N,1,S,1,0.0,1,S,3,25,979,S,0,35,109,81,2022-08-04,800,788,2020-09-01,853,0,475,268,2023-01-30,507,36,1,297,59,687,2022-11-09,617,828,540,335,648,1,N,41,390,0,87,Minima.,258,402,860,749,N,879,1,622,781,998,Quae.,420,Facere cupiditate quo eius.,183,272,251,2021-04-08,2021-06-02,575,704,S,90,0,277,110,4,44,616,707,354,EXCF
2020,2014,49330907,2800,10027,1000077,TC,0,1,,S,N,2023-07-26,7,SS,0,1,1,0,1,2021-10-10,1534878,OT,1,1,2025-06-03,20200,20140,33,H,68,1,12,H,100,27,49,10,7,5,2,1,5,20250603,28,N,S,S,S,0,0,GRC,1,0,20230726,1,0,1,4900,IN,77,CTR081828,1,1,1,0,0,N,1,S,1,0.0,1,S,6,477,543,S,1,765,693,92,2020-05-12,709,938,2020-10-04,862,1,416,326,2020-02-16,712,241,0,673,268,537,2023-04-08,168,466,711,141,92,1,N,48,780,0,605,Tempore non.,516,729,28,127,S,420,0,78,554,935,Odit.,38,Qui ducimus culpa cumque iste ratione.,990,99,199,2022-07-27,2021-08-22,648,73,N,681,1,774,906,954,493,904,643,716,EXCHI
2019,2024,94429826,2200,10065,1000078,CR,0,0,,S,N,2018-04-15,225,MH,0,0,1,0,0,,50147077,VI,0,1,2025-06-03,20190,20240,27,M,5,4,42,H,53,65,6,1,225,3,6,0,4,20250603,22,N,N,N,S,0,0,SWZ,1,0,20180415,1,0,3,600,AU,45,CTR056147,1,0,1,0,1,N,0,N,0,0.0,1,S,9,694,902,S,1,68,723,508,2020-03-15,247,819,2023-06-06,19,0,88,365,2020-02-09,414,739,0,107,210,761,2020-06-28,602,605,262,912,840,1,N,347,625,1,359,Officia.,165,70,720,642,S,670,1,163,32,444,Quo.,790,Perspiciatis quam enim eum laboriosam.,129,767,983,2021-04-18,2023-06-24,235,320,N,469,0,288,482,740,139,681,586,52,JUB
2018,2015,22083803,4100,10021,1000079,PH,0,0,2022-03-20,N,N,2023-05-22,274,SB,1,1,0,1,0,,10482769,TP,0,1,2025-06-03,20180,20150,69,H,89,3,59,H,54,21,14,14,274,2,5,0,2,20250603,41,N,N,N,S,6,1,KEN,1,20220320,20230522,1,1,1,1400,IN,147,CTR068903,1,0,0,0,1,S,1,S,1,1135.0,0,S,4,817,168,S,0,665,222,581,2020-03-02,981,735,2022-05-07,222,1,137,579,2020-04-19,615,558,0,572,503,403,2021-06-14,256,171,886,153,927,0,S,538,952,0,879,Hic fuga.,852,610,843,220,S,423,1,559,178,806,Vel.,262,Enim dolores id iste labore ducimus voluptatibus.,507,130,483,2021-06-04,2023-03-27,671,218,S,138,1,444,583,884,962,798,400,395,EXCS
2020,2024,17709269,3300,10098,1000080,PH,1,1,2023-08-04,S,S,2018-02-27,391,MH,0,0,0,0,0,,404729,VI,0,0,2025-06-03,20200,20240,84,H,93,3,98,H,78,98,43,3,391,3,6,1,4,20250603,33,S,S,N,N,2,1,CHL,1,20230804,20180227,1,1,2,4300,AU,45,CTR062728,1,0,1,1,1,S,1,S,1,862.0,0,S,2,98,729,N,1,915,908,621,2022-07-22,916,365,2020-01-07,401,0,264,981,2020-01-07,169,696,1,829,425,661,2022-02-09,749,649,659,64,924,1,S,193,762,0,740,Accusamus.,226,738,5,17,S,604,1,815,117,936,Iure.,319,Dolore ea mollitia atque sint.,185,600,517,2020-07-28,2022-06-29,719,747,S,15,0,52,897,503,129,183,676,550,EXC
2023,2010,96223100,5000,10093,1000081,TC,0,1,2022-04-24,S,N,2020-12-24,123,AN,0,0,1,0,0,2022-09-01,39599276,AS,0,0,2025-06-03,20230,20100,76,H,33,1,32,M,47,93,36,15,123,10,10,1,3,20250603,50,N,S,N,N,3,1,LBR,1,20220424,20201224,1,1,2,3600,MC,4,CTR032682,1,0,1,0,1,S,1,S,1,994.0,1,S,8,477,119,S,1,293,544,529,2022-10-30,671,784,2020-01-10,499,0,232,662,2023-06-06,499,233,0,32,828,186,2021-04-30,367,216,340,237,630,1,N,769,681,1,7,Doloribus.,479,916,546,422,N,698,1,43,506,283,Aut.,549,Nam modi voluptate asperiores distinctio.,240,770,259,2023-02-01,2021-12-10,307,248,S,350,0,664,855,419,511,362,240,363,COM
