ID_CURSO_ACADEMICO_NK,ID_ACUERDO_BILATERAL_NK,ID_AREA_ESTUDIOS_NK,ID_NIVEL_ESTUDIOS_NK,ID_CURSO_ACADEMICO,ID_ACUERDO_BILATERAL,ID_AREA_ESTUDIOS_MOVILIDAD,ID_NIVEL_ESTUDIOS_MOVILIDAD,IN_OUT,ID_UNIVERSIDAD_ACUERDO,ID_PAIS_UNIVERSIDAD_ACUERDO,ID_COLECTIVO_MOVILIDAD,ID_CURSO_INICIO_VIGENCIA,ID_CURSO_FIN_VIGENCIA,ID_FECHA_REFERENCIA,DURACION_ESTANCIA_ALUMNOS,DURACION_ESTANCIA_DOCENTES,HORAS_CLASE_SEMANA,FECHA_CARGA,ID_PROGRAMA_MOVILIDAD,ID_IDIOMA_NIVEL_PRINCIPAL,ID_IDIOMA_NIVEL_SECUNDARIO,ID_CENTRO,ID_FECHA_CARGA,ID_COLECTIVO_NK,ID_PROGRAMA_MOVILIDAD_NK,ID_UNIVERSIDAD_DESTINO_NK,ID_CURSO_ACADEMICO_INICIO_NK,ID_CURSO_ACADEMICO_FIN_NK,ENTRADA_SALIDA,COD_PLAZA_OFERTADA,COLECTIVO_OFERTA,ID_CENTRO_NK,ID_IDIOMA_1_NK,ID_NIVEL_IDIOMA_1_NK,ID_IDIOMA_2_NK,ID_NIVEL_IDIOMA_2_NK,ID_ALUMNO,ID_ALUMNO_NIP_NK,FLG_OFERTA_ALUMNOS,FLG_OFERTA_DOCENTES,FECHA_REFERENCIA,FLG_PLAZA_FICTICIA
2023,2019-2113,20,SHORT,20230,7,20,7,IN,2,1,3,20110,20150,20241026,10,4,7,2025-06-16 19:14:05.670518,2,6,15,43,20250616,TR,20,20,2011,2015,E,PLAZA-20-290,PAS,4300,1,6,3,3,37,55951,0,0,2024-10-26 19:14:05.670518,0
2015,2017-2638,18,DOCTO,20150,15,18,3,OUT,78,100,2,20220,20220,20250101,9,2,15,2025-06-16 19:14:05.676515,1,10,12,22,20250616,TE,10,780,2022,2022,S,PLAZA-10-539,MIXTO,2200,2,4,2,6,167,87615,1,1,2025-01-01 19:14:05.676515,1
2016,2013-7054,13,MASTER,20160,18,13,2,OUT,53,90,2,20140,20220,20250107,12,1,2,2025-06-16 19:14:05.682517,9,13,4,41,20250616,TE,90,530,2014,2022,S,PLAZA-90-269,PDI,4100,3,1,1,4,520,63468,0,1,2025-01-07 19:14:05.682517,0
2023,2015-2188,10,SHORT,20230,14,10,7,IN,82,31,1,20240,20240,20241120,6,2,19,2025-06-16 19:14:05.690519,10,12,19,18,20250616,ST,100,820,2024,2024,E,PLAZA-100-311,ESTUDIANTES,1800,2,6,4,1,906,63539,1,0,2024-11-20 19:14:05.690519,0
2015,2019-1651,18,POSGR,20150,9,18,6,IN,45,49,3,20110,20220,20241113,9,2,1,2025-06-16 19:14:05.697517,5,7,18,3,20250616,TR,50,450,2011,2022,E,PLAZA-50-920,PDI,300,2,1,3,6,338,26541,0,1,2024-11-13 19:14:05.697517,0
2020,2012-5915,12,GRADO2,20200,13,12,5,IN,74,24,1,20120,20130,20240709,10,3,11,2025-06-16 19:14:05.703518,5,8,4,27,20250616,ST,50,740,2012,2013,E,PLAZA-50-559,ESTUDIANTES,2700,2,2,1,4,701,22175,1,0,2024-07-09 19:14:05.703518,1
2021,2010-9320,3,GRADO2,20210,5,3,5,IN,43,3,2,20200,20200,20250212,9,1,10,2025-06-16 19:14:05.709518,7,2,18,8,20250616,TE,70,430,2020,2020,E,PLAZA-70-332,PDI,800,1,2,3,6,112,41075,0,1,2025-02-12 19:14:05.709518,1
2016,2018-4492,11,OTHER,20160,16,11,8,IN,68,50,4,20230,20240,20250506,6,1,8,2025-06-16 19:14:05.716517,4,12,9,28,20250616,RE,40,680,2023,2024,E,PLAZA-40-108,PDI,2800,2,6,2,3,212,86966,0,1,2025-05-06 19:14:05.716517,1
2023,2019-2113,7,POSGR,20230,7,7,6,IN,83,31,2,20100,20220,20240922,6,5,16,2025-06-16 19:14:05.722521,10,16,12,31,20250616,TE,100,830,2010,2022,E,PLAZA-100-915,MIXTO,3100,3,4,2,6,305,53168,1,1,2024-09-22 19:14:05.722521,1
2018,2014-4346,18,MASTER,20180,11,18,2,IN,80,56,4,20210,20230,20250520,10,2,12,2025-06-16 19:14:05.727516,2,8,11,36,20250616,RE,20,800,2021,2023,E,PLAZA-20-601,ESTUDIANTES,3600,2,2,2,5,690,31957,1,0,2025-05-20 19:14:05.727516,1
2022,2019-9666,2,OTHER,20220,20,2,8,IN,78,78,3,20110,20230,20250615,9,3,13,2025-06-16 19:14:05.733517,3,10,9,40,20250616,TR,30,780,2011,2023,E,PLAZA-30-704,ESTUDIANTES,4000,2,4,2,3,744,16226,1,0,2025-06-15 19:14:05.733517,0
2019,2023-4044,8,GRADO1,20190,6,8,4,IN,25,88,1,20120,20230,20241229,12,1,6,2025-06-16 19:14:05.739652,1,11,13,40,20250616,ST,10,250,2012,2023,E,PLAZA-10-467,MIXTO,4000,2,5,3,1,242,41179,1,1,2024-12-29 19:14:05.739652,0
2012,2012-4111,19,POSGR,20120,1,19,6,OUT,81,15,4,20230,20240,20240904,10,2,17,2025-06-16 19:14:05.748658,1,19,9,45,20250616,RE,10,810,2023,2024,S,PLAZA-10-711,MIXTO,4500,4,1,2,3,846,76595,1,1,2024-09-04 19:14:05.748658,0
2010,2012-5915,6,GRADO1,20100,13,6,4,OUT,71,74,3,20160,20230,20240906,12,2,7,2025-06-16 19:14:05.755654,3,19,7,23,20250616,TR,30,710,2016,2023,S,PLAZA-30-777,MIXTO,2300,4,1,2,1,361,38902,1,1,2024-09-06 19:14:05.755654,0
2024,2010-9320,4,GRADO,20240,5,4,1,IN,29,45,4,20160,20190,20250127,10,2,2,2025-06-16 19:14:05.761655,7,20,13,6,20250616,RE,70,290,2016,2019,E,PLAZA-70-809,ESTUDIANTES,600,4,2,3,1,174,93021,1,0,2025-01-27 19:14:05.761655,1
2020,2015-2188,5,GRADO,20200,14,5,1,OUT,80,85,4,20100,20200,20241119,12,3,10,2025-06-16 19:14:05.767653,2,17,5,48,20250616,RE,20,800,2010,2020,S,PLAZA-20-203,ESTUDIANTES,4800,3,5,1,5,624,58655,1,0,2024-11-19 19:14:05.767653,0
2015,2010-9320,9,GRADO,20150,5,9,1,OUT,64,46,2,20170,20240,20250408,10,5,3,2025-06-16 19:14:05.773656,4,6,13,23,20250616,TE,40,640,2017,2024,S,PLAZA-40-726,ESTUDIANTES,2300,1,6,3,1,194,29250,1,0,2025-04-08 19:14:05.773656,1
2013,2018-4492,11,GRADO1,20130,16,11,4,IN,99,69,2,20230,20230,20240723,10,3,20,2025-06-16 19:14:05.781787,7,20,5,48,20250616,TE,70,990,2023,2023,E,PLAZA-70-660,PAS,4800,4,2,1,5,39,40699,0,0,2024-07-23 19:14:05.781787,0
2017,2023-4044,7,MASTER,20170,6,7,2,OUT,4,57,2,20230,20230,20250530,6,1,18,2025-06-16 19:14:05.787790,6,10,16,29,20250616,TE,60,40,2023,2023,S,PLAZA-60-675,ESTUDIANTES,2900,2,4,3,4,675,35688,1,0,2025-05-30 19:14:05.787790,1
2014,2017-2638,2,DOCTO,20140,15,2,3,IN,98,20,3,20240,20240,20250211,5,2,7,2025-06-16 19:14:05.798787,5,17,7,32,20250616,TR,50,980,2024,2024,E,PLAZA-50-547,ESTUDIANTES,3200,3,5,2,1,698,91795,1,0,2025-02-11 19:14:05.798787,0
2017,2017-2638,5,GRADO,20170,15,5,1,OUT,40,100,1,20220,20240,20250402,10,5,19,2025-06-16 19:14:05.805784,7,2,11,41,20250616,ST,70,400,2022,2024,S,PLAZA-70-510,PDI,4100,1,2,2,5,841,68814,0,1,2025-04-02 19:14:05.805784,1
2023,2013-5351,6,DOCTO,20230,12,6,3,OUT,25,65,4,20180,20240,20250209,6,2,1,2025-06-16 19:14:05.812787,6,13,17,40,20250616,RE,60,250,2018,2024,S,PLAZA-60-278,MIXTO,4000,3,1,3,5,728,83689,1,1,2025-02-09 19:14:05.812787,0
2012,2023-4044,17,SHORT,20120,6,17,7,IN,41,64,1,20190,20220,20250504,10,4,7,2025-06-16 19:14:05.819785,10,19,5,24,20250616,ST,100,410,2019,2022,E,PLAZA-100-271,ESTUDIANTES,2400,4,1,1,5,31,39319,1,0,2025-05-04 19:14:05.819785,0
2018,2013-7054,13,OTHER,20180,18,13,8,IN,44,75,3,20110,20130,20250517,12,1,6,2025-06-16 19:14:05.826784,2,8,5,15,20250616,TR,20,440,2011,2013,E,PLAZA-20-827,PDI,1500,2,2,1,5,230,46787,0,1,2025-05-17 19:14:05.826784,1
2015,2019-9666,9,DOCTO,20150,20,9,3,OUT,81,41,1,20140,20170,20240802,10,5,5,2025-06-16 19:14:05.832785,9,7,9,8,20250616,ST,90,810,2014,2017,S,PLAZA-90-795,PAS,800,2,1,2,3,980,73640,0,0,2024-08-02 19:14:05.832785,1
2013,2019-2113,6,GRADO,20130,7,6,1,OUT,76,45,1,20220,20220,20240902,9,1,19,2025-06-16 19:14:05.840785,3,5,20,40,20250616,ST,30,760,2022,2022,S,PLAZA-30-714,ESTUDIANTES,4000,1,5,4,2,603,60336,1,0,2024-09-02 19:14:05.840785,1
2010,2010-8811,7,OTHER,20100,4,7,8,IN,5,80,2,20240,20240,20240925,12,3,6,2025-06-16 19:14:05.847784,5,18,3,31,20250616,TE,50,50,2024,2024,E,PLAZA-50-990,ESTUDIANTES,3100,3,6,1,3,302,52583,1,0,2024-09-25 19:14:05.847784,0
