ID_CURSO_ACADEMICO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_CURSO_ACADEMICO,ID_ALUMNO,ID_EXPEDIENTE_ACADEMICO,ID_PLAN_ESTUDIO,ID_CENTRO,ID_PAIS_NACIONALIDAD,ID_ASIGNATURA,ID_CLASE_ASIGNATURA,ID_TIPO_ACCESO,ID_CURSO_ACADEMICO_COHORTE,ID_POBLACION_FAMILIAR,ID_FECHA_MATRICULA,SEXO,ID_SEXO,EDAD,CREDITOS,CURSO_ORDEN,CURSO_MAS_ALTO_MATRICULADO,NUMERO_MATRICULAS,ID_MODALIDAD_PLAN_NK,ID_GRUPO,FLG_CAMBIO_CICLO_GRADO,FLG_TRASLADO_MISMO_ESTUDIO,ID_TIPO_ESTUDIO_NK,ID_PROGRAMA_MOVILIDAD_NK,SN_COORDINADOR,ID_UNIVERSIDAD_ORIGEN,SN_PROGRAMA_INTERNACIONAL,ID_PAIS_BACH_PROCEDENCIA_NK,ID_TIPO_ESTUDIO,NUM_REGS_GRANO,ID_PAIS_BACH_PROCEDENCIA,FECHA_CARGA,ID_ESTUDIO_PREVIO,ID_TIPO_CENTRO,SN_NUEVO_INGRESO,ID_POBLACION_CENTRO,ID_UNIVERSIDAD_ORIGEN_NK,ID_DETALLE_CUPO_GENERAL_NK,ID_ASIGNATURA_NK,SN_DOCTORADO_VIGENTE,ID_DEDICACION,SN_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER_NK,ID_PLAN_GRUPO_MATRICULA_NK,ID_CENTRO_NK,ID_DEDICACION_NK,ID_PLAN_ESTUDIO_ANO_DATOS,FLG_MOVILIDAD_IN,FLG_ESTUDIANTE_INTERNACIONAL,SN_ESTUDIANTE_INTERNACIONAL,ID_RANGO_NOTA_CRUE,FLG_COORDINADOR,ID_PLAN_GRUPO_MATRICULA,FLG_EQUIVALENTE_TC_SIIU_MOV,SN_PROG_MOVILIDAD,COD_POSTAL_CURSO,FLG_NUEVO_ACCESO_SUE,SN_CAMBIO_CICLO_GRADO_NUEVO,ANYO_ACCESO_SUE,ID_CENTRO_IMPARTICION_NK,FLG_EQUIVALENTE_TC_SIIU,ID_EDAD_EST,ID_PAIS_FAMILIAR,SN_MASTER_HABILITANTE,SN_DISCAPACIDAD,ID_RAMA_CONOCIMIENTO,SN_TRASLADO_MISMO_ESTUDIO,ORDEN_BOE_PLAN,ID_ESTUDIO_NK,COD_POSTAL_FAMILIAR,SN_MOVILIDAD_IN,FLG_INTERUNIVERSITARIO,ID_FECHA_CARGA,ID_DETALLE_CUPO_GENERAL,ID_CAMPUS_CENTRO,ID_ESTUDIO,FLG_NUEVO_INGRESO,SN_NUEVO_ACCESO_SUE,ID_TIPO_ACCESO_NK,ID_PAIS_UNIVERSIDAD_ORIGEN,FLG_DISCAPACIDAD,ID_TIPO_ASIGNATURA,ID_PAIS_FAMILIAR_NK,FLG_MULTIPLE_TITULACION,ID_TITULO_PREVIO_MASTER,ID_PLAN_ESTUDIO_NK,CURSO_IMPARTICION_ASIG,ID_PERSONA_NIP_NK,NUM_REGS_GRANO_MOV,SUPER_EXPEDIENTE,ID_PAIS_UNIVERSIDAD_ORIGEN_NK,SN_CAMBIO_CICLO_GRADO,FLG_EN_PROGRAMA_MOVILIDAD,ID_MODALIDAD_PLAN,SN_INTERUNIVERSITARIO,RANGO_NUM_MATRICULAS
2017,94,20170,65,94,53,50,71,369,5,15,20210,5,20181015,M,2,34,10.0,1,2,3,PRE,5,1,1,3,,S,,,LSO,3,1,71,2023-12-10,6,1,N,28,,DC07,369,N,1,S,,10,50,1,32,1,0,N,5,1,45,0.7,N,13989,0,S,2010,50,0.0,7,71,N,N,10,S,BOE-2011-270,1,46289,S,1,20231210,7,1,1,0,N,PAU,,0,4,LSO,1,,53,1,27133023,1,947787,,S,0,1,S,3
2019,95,20190,65,95,19,5,31,232,3,6,20230,173,20200314,M,2,36,4.2,4,1,2,PRE,15,0,1,2,40.0,N,96.0,S,MUS,2,1,31,2022-06-10,1,5,N,191,960.0,DC06,232,N,1,N,,42,5,1,38,1,1,S,4,0,20,0.75,S,25734,1,N,2016,5,0.0,2,31,S,N,12,S,BOE-2022-112,27,13991,S,1,20220610,6,2,27,0,S,PAU,54.0,0,2,MUS,0,,19,4,27133023,1,284033,MRT,N,1,1,S,2
2021,96,20210,6,96,15,16,39,459,5,1,20210,407,20210415,H,1,57,9.6,2,4,1,SEM,6,1,0,8,,S,,,HUN,8,1,39,2023-09-28,5,6,N,123,,DC04,459,N,3,S,,92,16,3,30,0,1,S,3,1,74,0.0,N,08397,1,S,2010,16,0.0,8,39,N,N,4,N,BOE-2022-085,34,18160,N,0,20230928,4,1,34,0,S,PAU,,0,4,HUN,1,,15,2,35835371,0,711214,,S,0,2,N,1
2019,97,20190,32,97,19,22,73,53,3,1,20120,396,20200725,M,2,50,4.7,2,3,1,PRE,8,0,1,5,20.0,N,19.0,S,GHA,5,1,73,2022-08-26,10,4,S,49,190.0,DC08,53,S,2,S,T77811,18,22,2,9,0,1,S,3,0,84,0.0,S,38896,0,N,2013,22,0.0,1,73,N,N,15,S,BOE-2023-146,33,09823,N,0,20220826,8,9,33,1,N,PAU,88.0,0,10,GHA,1,48.0,19,2,39599276,0,976579,ESP,N,1,1,N,1
2022,98,20220,71,98,49,37,49,177,4,11,20140,38,20220904,H,1,37,9.9,3,3,1,SEM,1,1,1,1,,S,,,BIH,1,1,49,2023-04-18,8,8,S,173,,DC06,177,S,4,S,T17945,56,37,4,50,0,0,N,2,1,1,0.0,N,33872,0,S,2010,37,1.0,4,49,S,S,2,S,BOE-2011-029,14,42253,N,1,20230418,6,9,14,1,S,PAU,,1,9,BIH,1,42.0,49,3,69839059,0,508196,,S,0,2,S,1
2020,99,20200,78,99,10,48,42,28,4,7,20150,397,20210204,M,2,33,9.6,2,3,2,VIR,20,1,1,9,80.0,N,45.0,S,SWE,9,1,42,2020-11-28,1,8,N,37,450.0,DC10,28,N,4,N,T30828,99,48,4,48,1,0,N,2,0,73,0.62,S,39780,1,S,2020,48,0.0,3,42,N,S,11,S,BOE-2018-346,12,27742,S,1,20201128,10,2,12,0,N,PAU,37.0,1,4,SWE,0,58.0,10,2,65609379,1,516577,SLB,S,1,3,S,2
2024,100,20240,11,100,60,1,27,435,2,11,20150,53,20240811,M,2,42,5.1,3,2,2,PRE,2,1,0,10,20.0,S,100.0,S,SLV,10,1,27,2022-07-05,7,1,S,57,1000.0,DC09,435,N,4,N,,58,1,4,46,0,1,S,3,1,37,0.0,S,38936,0,S,2014,1,1.0,6,27,S,S,2,N,BOE-2011-204,6,07189,N,1,20220705,9,4,6,1,S,PAU,67.0,1,3,SLV,0,,60,3,76890296,0,972415,SVN,S,1,1,S,2
2020,101,20200,25,101,34,34,54,88,5,9,20100,175,20200822,H,1,55,10.9,2,1,3,PRE,18,1,0,8,50.0,S,62.0,S,MRT,8,1,54,2023-03-18,6,8,N,110,620.0,DC07,88,N,2,S,,11,34,2,24,1,0,N,1,1,49,0.83,S,34817,0,S,2016,34,0.0,2,54,S,S,13,N,BOE-2020-179,48,45960,S,0,20230318,7,3,48,0,S,PAU,85.0,1,10,MRT,1,,34,2,92083242,1,334784,NER,S,1,1,N,3
2019,102,20190,18,102,42,37,51,497,4,13,20200,305,20200904,H,1,65,7.9,1,2,1,DIS,12,0,0,9,90.0,N,45.0,S,AND,9,1,51,2023-11-17,1,5,N,160,450.0,DC01,497,S,2,S,T92270,31,37,2,6,1,1,S,4,0,12,0.81,S,27495,1,N,2015,37,1.0,2,51,S,N,7,N,BOE-2016-245,3,08869,S,0,20231117,1,3,3,0,N,PAU,37.0,0,10,AND,1,33.0,42,1,8338186,1,569320,SLB,N,1,4,N,1
2019,103,20190,56,103,65,32,92,433,2,14,20150,428,20190131,H,1,34,5.9,1,4,3,VIR,9,1,0,6,,S,,,ERI,6,1,92,2023-09-20,1,4,N,10,,DC01,433,N,4,S,T11776,23,32,4,3,1,0,N,1,1,22,0.68,N,44205,1,S,2015,32,0.0,9,92,S,S,12,N,BOE-2014-094,9,32120,S,1,20230920,1,9,9,0,S,PAU,,1,9,ERI,1,7.0,65,1,70890196,1,381356,,S,0,3,S,3
2016,104,20160,22,104,34,6,88,349,3,3,20180,273,20170113,H,1,60,4.5,2,2,2,VIR,8,0,0,6,,S,,,ESP,6,1,88,2022-01-19,8,3,S,43,,DC06,349,S,3,S,,25,6,3,19,1,0,N,3,1,34,0.52,N,21956,0,N,2012,6,1.0,9,88,S,S,7,N,BOE-2018-296,49,43387,S,1,20220119,6,1,49,1,N,PAU,,1,8,ESP,1,,34,2,41178850,1,808236,,N,0,3,S,2
2015,105,20150,38,105,59,7,42,424,3,4,20170,55,20151018,M,2,10,3.9,4,4,2,VIR,16,1,0,3,,S,,,SWE,3,1,42,2020-06-27,10,4,N,187,,DC02,424,N,4,N,,35,7,4,28,0,0,N,2,1,97,0.0,N,26866,1,S,2014,7,0.0,3,42,N,S,8,N,BOE-2023-264,14,36747,N,1,20200627,2,1,14,0,S,PAU,,1,6,SWE,0,,59,4,64180488,0,346425,,S,0,3,S,2
2012,106,20120,64,106,91,22,66,173,3,9,20100,324,20120519,H,1,27,5.6,2,3,3,HYB,4,1,1,10,,N,,,CAF,10,1,66,2020-01-13,2,6,N,183,,DC06,173,N,3,S,,41,22,3,7,0,0,N,2,0,17,0.0,N,29310,0,S,2012,22,1.0,3,66,S,N,13,S,BOE-2015-175,22,15283,N,0,20200113,6,6,22,0,S,PAU,,0,7,CAF,1,,91,2,67845324,0,105840,,S,0,5,N,3
2017,107,20170,89,107,29,28,58,461,4,12,20120,487,20170517,H,1,35,11.9,2,3,2,PRE,1,0,0,7,,N,,,BGR,7,1,58,2021-01-24,1,1,N,423,,DC08,461,S,2,N,T12822,67,28,2,29,0,1,S,4,0,95,0.0,N,17406,1,N,2010,28,1.0,5,58,N,S,6,N,BOE-2017-082,19,21785,N,1,20210124,8,2,19,0,S,PAU,,1,3,BGR,0,44.0,29,2,7749299,0,375136,,N,0,1,S,2
2015,108,20150,34,108,96,24,72,322,3,8,20120,70,20160326,M,2,35,7.6,4,4,3,VIR,19,1,0,3,,N,,,GNB,3,1,72,2020-09-04,4,1,N,159,,DC03,322,S,3,S,,4,24,3,45,0,0,N,5,0,84,0.0,N,44226,0,S,2011,24,1.0,2,72,N,S,3,N,BOE-2012-296,25,19013,N,1,20200904,3,3,25,0,N,PAU,,1,10,GNB,1,,96,4,82493631,0,280925,,S,0,3,S,3
2013,109,20130,74,109,70,14,41,285,3,5,20220,214,20140911,M,2,48,5.6,1,3,2,DIS,17,0,0,8,50.0,S,33.0,S,MOZ,8,1,41,2023-04-07,3,8,S,207,330.0,DC09,285,S,2,S,,17,14,2,7,1,1,S,5,1,72,0.59,S,39762,1,N,2011,14,1.0,5,41,S,N,3,N,BOE-2020-051,8,26037,S,0,20230407,9,4,8,1,N,PAU,92.0,0,8,MOZ,1,,70,1,91307681,1,951780,ERI,N,1,4,N,2
2013,110,20130,82,110,69,26,8,409,1,4,20200,9,20141021,M,2,45,5.9,4,1,2,VIR,20,0,0,5,,N,,,HTI,5,1,8,2023-03-28,9,7,N,147,,DC04,409,N,1,S,,1,26,1,5,0,1,S,2,0,8,0.0,N,19334,1,N,2011,26,0.0,9,8,N,N,14,N,BOE-2011-108,18,44745,N,0,20230328,4,4,18,0,N,PAU,,0,4,HTI,1,,69,4,7467311,0,592932,,N,0,3,N,2
2022,111,20220,85,111,18,4,15,311,1,2,20200,58,20220207,H,1,54,9.5,4,2,3,VIR,10,0,0,7,100.0,S,1.0,S,CAN,7,1,15,2021-08-24,3,3,S,31,10.0,DC01,311,N,2,S,T49234,72,4,2,34,0,1,S,1,1,12,0.0,S,45831,0,N,2011,4,1.0,10,15,S,N,1,N,BOE-2023-005,25,12113,N,1,20210824,1,1,25,1,N,PAU,8.0,0,2,CAN,1,35.0,18,4,68886959,0,453533,HTI,N,1,3,S,3
2020,112,20200,73,112,77,23,17,399,5,8,20170,422,20200128,M,2,46,6.8,3,3,3,DIS,14,1,0,2,50.0,S,54.0,S,URY,2,1,17,2021-06-15,8,8,S,71,540.0,DC08,399,S,1,N,T41969,3,23,1,31,0,0,N,1,1,56,0.0,S,12307,0,S,2010,23,1.0,9,17,S,N,3,N,BOE-2012-145,2,02877,N,1,20210615,8,10,2,1,S,PAU,87.0,0,4,URY,0,62.0,77,3,15601471,0,236301,MWI,S,1,4,S,3
2015,113,20150,52,113,64,37,99,328,4,6,20220,217,20160417,M,2,62,6.3,4,2,1,VIR,14,0,0,10,30.0,S,55.0,N,KWT,10,1,99,2022-06-08,2,6,S,174,550.0,DC02,328,N,4,N,,6,37,4,35,1,1,S,4,1,21,0.93,S,28266,1,N,2013,37,0.0,2,99,S,S,10,N,BOE-2011-344,20,51319,S,0,20220608,2,9,20,1,N,PAU,93.0,1,2,KWT,0,,64,4,79968863,1,641958,CHL,N,1,3,N,1
2013,114,20130,7,114,60,46,30,171,1,1,20140,417,20140313,M,2,44,4.6,2,1,1,DIS,13,1,1,6,,N,,,HND,6,1,30,2023-12-11,4,5,S,52,,DC05,171,S,4,S,T57812,57,46,4,11,1,0,N,2,0,78,0.92,N,38210,0,S,2010,46,1.0,10,30,S,S,5,S,BOE-2016-077,19,50810,S,0,20231211,5,3,19,1,N,PAU,,1,9,HND,1,25.0,60,2,44241559,1,512744,,S,0,4,N,1
2015,115,20150,81,115,76,2,97,35,1,1,20180,229,20150626,M,2,53,8.3,1,3,3,PRE,4,0,0,8,20.0,N,74.0,S,GAB,8,1,97,2020-03-27,10,2,N,6,740.0,DC06,35,S,3,S,,49,2,3,27,1,1,S,4,0,88,0.52,S,38577,0,N,2010,2,0.0,9,97,S,S,1,N,BOE-2016-196,38,44539,S,1,20200327,6,7,38,0,N,PAU,53.0,1,8,GAB,1,,76,1,59791674,1,207012,KGZ,N,1,1,S,3
2021,116,20210,66,116,86,38,77,149,5,10,20240,467,20210419,M,2,59,4.5,4,2,1,HYB,1,0,1,10,10.0,S,35.0,S,NGA,10,1,77,2020-07-01,2,1,N,299,350.0,DC02,149,S,1,S,,65,38,1,31,0,1,S,1,1,57,0.0,S,11038,1,N,2015,38,0.0,5,8,S,S,12,S,BOE-2018-016,8,23172,N,0,20200701,2,9,8,0,S,PAU,60.0,1,8,HTI,1,,86,4,76866717,0,793618,RUS,N,1,5,N,1
2018,117,20180,23,117,8,2,34,277,1,7,20240,243,20190907,M,2,26,5.7,4,1,3,VIR,12,1,1,8,,S,,,AUS,8,1,34,2023-10-05,5,3,N,145,,DC08,277,N,2,N,T14689,92,2,2,41,0,1,S,1,1,76,0.0,N,51708,1,S,2016,2,0.0,5,34,S,N,7,S,BOE-2011-298,21,23487,N,1,20231005,8,4,21,0,S,PAU,,0,2,AUS,0,37.0,8,4,21436829,0,928868,,S,0,3,S,3
2024,118,20240,59,118,75,43,86,329,4,3,20120,150,20240604,H,1,22,6.5,2,3,3,SEM,8,1,1,1,,S,,,BHR,1,1,86,2020-05-12,6,7,S,157,,DC07,329,S,3,S,,36,43,3,22,1,1,S,5,1,98,0.75,N,35649,0,S,2016,43,1.0,6,86,S,S,14,S,BOE-2018-294,41,51711,S,1,20200512,7,7,41,1,S,PAU,,1,10,BHR,1,,75,2,10482769,1,100359,,S,0,2,S,3
2010,119,20100,80,119,9,6,39,38,2,14,20160,58,20101125,H,1,41,5.1,4,4,1,VIR,4,0,0,4,,N,,,HUN,4,1,39,2023-02-13,8,3,S,105,,DC08,38,N,2,N,,13,6,2,14,1,0,N,2,0,34,0.92,N,16768,1,N,2010,6,1.0,10,39,N,N,12,N,BOE-2010-099,38,04569,S,1,20230213,8,10,38,1,N,PAU,,0,6,HUN,0,,9,4,68501420,1,781874,,N,0,3,S,1
2012,120,20120,13,120,35,6,57,139,4,9,20100,435,20121201,M,2,38,7.9,2,4,3,SEM,16,1,1,4,50.0,S,75.0,S,MLI,4,1,57,2021-11-27,6,3,S,97,750.0,DC09,139,N,4,N,,55,6,4,32,0,1,S,1,1,10,0.0,S,01710,1,S,2010,6,1.0,9,57,N,S,11,S,BOE-2019-276,7,13985,N,1,20211127,9,2,7,1,S,PAU,18.0,1,6,MLI,0,,35,2,35105069,0,972964,ZAF,S,1,2,S,3
2010,121,20100,77,121,84,42,74,155,2,5,20240,272,20100926,H,1,32,9.1,3,4,2,DIS,14,0,1,5,60.0,S,89.0,S,SRB,5,1,74,2020-11-27,9,1,S,97,890.0,DC04,155,S,3,N,T94072,32,42,3,50,1,1,S,5,1,4,0.64,S,23917,0,N,2010,42,1.0,5,74,S,N,15,S,BOE-2016-196,38,36042,S,1,20201127,4,3,38,1,S,PAU,50.0,0,3,SRB,0,23.0,84,3,78268756,1,937738,NZL,N,1,4,S,2
2011,122,20110,23,122,20,19,24,494,4,7,20180,494,20120530,M,2,19,3.6,1,1,1,PRE,20,0,0,8,80.0,S,36.0,S,BLZ,8,1,24,2021-05-29,2,7,N,81,360.0,DC03,494,N,2,S,,57,19,2,30,1,1,S,2,1,74,0.87,S,04870,0,N,2011,19,1.0,8,24,S,S,13,N,BOE-2012-210,31,44507,S,0,20210529,3,6,31,0,S,PAU,7.0,1,5,BLZ,1,,20,1,21436829,1,567785,AUT,N,1,1,N,1
2021,123,20210,76,123,94,25,97,273,1,8,20110,284,20210918,H,1,34,4.1,2,3,2,HYB,16,0,0,3,100.0,S,44.0,S,GAB,3,1,97,2021-09-17,9,5,S,80,440.0,DC03,273,S,5,N,,94,25,5,44,1,0,N,5,1,98,0.84,S,47061,1,N,2012,25,0.0,10,97,S,S,3,N,BOE-2022-204,23,47397,S,0,20210917,3,10,23,1,N,PAU,47.0,1,6,GAB,0,,94,2,96223100,1,559683,PRT,N,1,5,N,2
2021,124,20210,2,124,84,35,8,411,1,10,20140,402,20211109,H,1,15,3.3,2,3,3,VIR,12,0,1,4,10.0,S,86.0,S,HTI,4,1,8,2020-01-25,5,5,N,163,860.0,DC08,411,N,3,S,,34,35,3,14,0,0,N,3,1,86,0.0,S,37161,0,N,2015,35,0.0,10,8,N,S,12,S,BOE-2018-108,25,51927,N,0,20200125,8,5,25,0,N,PAU,82.0,1,1,HTI,1,,84,2,35002007,0,965968,PAN,N,1,3,N,3
2021,125,20210,50,125,80,37,75,218,5,9,20190,264,20210207,M,2,38,9.3,4,1,2,HYB,8,1,1,3,,S,,,PRY,3,1,75,2020-07-02,3,1,S,124,,DC05,218,S,3,N,T85263,58,37,3,46,0,1,S,2,1,72,0.0,N,31147,0,S,2014,37,1.0,5,75,N,N,6,S,BOE-2019-053,50,25132,N,0,20200702,5,10,50,1,N,PAU,,0,10,PRY,0,56.0,80,4,33214247,0,349841,,S,0,5,N,2
2023,126,20230,15,126,2,12,30,90,1,1,20240,33,20240128,M,2,61,11.2,4,4,1,PRE,2,1,0,9,,N,,,HND,9,1,30,2020-07-09,10,8,N,30,,DC05,90,N,4,S,,36,12,4,20,1,0,N,5,0,97,0.6,N,27588,0,S,2020,12,0.0,3,30,S,S,7,N,BOE-2015-159,45,42051,S,0,20200709,5,8,45,0,S,PAU,,1,7,HND,1,,2,4,48258264,1,304459,,S,0,1,N,1
2023,127,20230,10,127,43,2,89,24,4,7,20220,498,20240708,H,1,29,11.2,3,1,3,HYB,14,1,0,7,,S,,,KEN,7,1,89,2021-10-25,9,5,N,4,,DC02,24,N,1,N,,26,2,1,38,1,0,N,2,1,56,0.51,N,17096,0,S,2018,2,0.0,7,89,S,S,2,N,BOE-2018-291,43,17643,S,0,20211025,2,9,43,0,N,PAU,,1,7,KEN,0,,43,3,97023650,1,496278,,S,0,5,N,3
2016,128,20160,24,128,47,30,10,292,4,15,20110,194,20170720,H,1,37,10.9,3,4,3,SEM,20,0,1,10,100.0,S,28.0,S,VCT,10,1,10,2020-01-12,8,3,N,34,280.0,DC03,292,N,1,N,,10,30,1,42,0,0,N,3,1,50,0.0,S,49790,0,N,2012,30,0.0,7,10,S,N,2,S,BOE-2011-312,2,19995,N,1,20200112,3,3,2,0,S,PAU,54.0,0,4,VCT,0,,47,3,54414096,0,393948,MRT,N,1,2,S,3
2011,129,20110,71,129,45,44,38,191,4,14,20100,428,20121222,H,1,27,4.1,3,4,1,VIR,18,0,1,6,,N,,,PAK,6,1,38,2021-12-01,3,3,N,148,,DC09,191,S,1,N,,42,44,1,16,0,1,S,5,0,21,0.0,N,41442,1,N,2010,44,1.0,8,38,S,S,14,S,BOE-2011-249,3,07348,N,1,20211201,9,10,3,0,N,PAU,,1,7,PAK,0,,45,3,69839059,0,161248,,N,0,3,S,1
2010,130,20100,45,130,72,42,90,386,1,2,20120,60,20110328,M,2,51,11.8,1,3,1,PRE,1,0,1,6,,N,,,TTO,6,1,90,2020-04-19,10,3,S,207,,DC02,386,N,4,N,,62,42,4,37,0,1,S,3,0,88,0.0,N,48122,0,N,2010,42,0.0,2,90,N,S,15,S,BOE-2019-160,37,03568,N,1,20200419,2,1,37,1,N,PAU,,1,1,TTO,0,,72,1,73717007,0,628671,,N,0,1,S,1
2011,131,20110,53,131,94,6,80,407,5,15,20120,73,20120424,M,2,18,3.3,3,1,1,VIR,19,0,0,4,90.0,S,87.0,S,ETH,4,1,80,2021-08-30,7,2,S,198,870.0,DC05,407,N,2,S,,29,6,2,10,0,0,N,4,1,25,0.0,S,34223,1,N,2011,6,0.0,8,80,S,N,15,N,BOE-2018-100,31,34930,N,0,20210830,5,9,31,1,S,PAU,12.0,0,5,ETH,1,,94,3,10988446,0,668267,ITA,N,1,3,N,1
2021,132,20210,7,132,51,24,58,318,3,6,20140,41,20210828,M,2,51,8.3,3,3,1,DIS,20,1,0,7,80.0,N,63.0,S,BGR,7,1,58,2020-07-23,3,4,N,187,630.0,DC09,318,S,5,N,,30,24,5,29,0,1,S,1,0,52,0.0,S,23805,0,S,2016,24,1.0,9,11,N,S,3,N,BOE-2011-350,24,16237,N,0,20200723,9,6,24,0,S,PAU,23.0,1,3,GIN,0,,51,3,44241559,0,832569,GTM,S,1,4,N,1
2015,133,20150,28,133,93,12,45,495,5,5,20110,226,20150825,M,2,13,3.9,4,2,1,VIR,19,1,1,10,,N,,,NOR,10,1,45,2023-09-26,1,1,S,12,,DC06,495,N,4,N,,1,12,4,40,0,0,N,2,0,89,0.0,N,20022,0,S,2012,12,0.0,10,37,S,S,5,S,BOE-2010-110,41,37537,N,1,20230926,6,2,41,1,N,PAU,,1,6,SLB,0,,93,4,41738753,0,232179,,S,0,3,S,1
2022,134,20220,97,134,32,24,88,291,3,3,20170,24,20230504,M,2,27,11.5,1,1,2,VIR,10,0,1,7,,N,,,ESP,7,1,88,2021-06-22,4,1,S,125,,DC08,291,N,1,S,T44586,90,24,1,5,1,0,N,5,0,37,0.5,N,36804,0,N,2020,24,0.0,3,88,N,N,7,S,BOE-2010-202,24,16728,S,0,20210622,8,10,24,1,S,PAU,,0,2,ESP,1,3.0,32,1,34152669,1,121507,,N,0,3,N,2
2024,135,20240,51,135,24,19,14,236,5,5,20180,95,20240907,H,1,53,6.0,1,1,1,HYB,13,1,0,1,,S,,,DEU,1,1,14,2020-01-12,3,3,N,57,,DC06,236,N,2,S,,57,19,2,12,1,1,S,1,1,12,0.99,N,06599,0,S,2014,19,0.0,1,14,S,N,13,N,BOE-2010-145,38,40844,S,0,20200112,6,7,38,0,S,PAU,,0,3,DEU,1,,24,1,91313946,1,746202,,S,0,5,N,1
2013,136,20130,31,136,54,43,23,409,1,15,20120,356,20131219,H,1,12,7.2,4,1,3,VIR,4,1,0,8,,S,,,GTM,8,1,23,2020-11-27,2,6,N,20,,DC02,409,S,5,S,T58500,74,43,5,14,0,0,N,3,1,68,0.0,N,50415,0,S,2011,43,0.0,1,93,N,N,3,N,BOE-2015-290,10,13217,N,1,20201127,2,9,10,0,S,PAU,,0,6,CHL,1,27.0,54,4,85726382,0,819737,,S,0,3,S,3
2018,137,20180,67,137,6,46,7,385,3,15,20200,122,20190611,H,1,53,11.5,4,2,3,HYB,16,1,0,9,10.0,S,8.0,S,AUT,9,1,7,2020-10-09,2,4,S,97,80.0,DC08,385,S,1,S,,84,46,1,6,0,1,S,3,1,36,0.0,S,29878,0,S,2012,46,1.0,4,7,N,S,9,N,BOE-2023-269,31,48497,N,1,20201009,8,5,31,1,N,PAU,4.0,1,10,AUT,1,,6,4,72029307,0,885704,CUB,S,1,5,S,3
2021,138,20210,20,138,29,9,17,368,4,8,20110,184,20221130,M,2,32,7.5,4,3,1,PRE,3,1,0,2,80.0,N,91.0,S,URY,2,1,17,2020-04-27,10,6,S,199,910.0,DC02,368,S,2,S,,39,9,2,1,0,0,N,1,0,54,0.0,S,11720,0,S,2011,9,0.0,8,17,N,S,1,N,BOE-2019-272,9,30672,N,1,20200427,2,8,9,1,S,PAU,47.0,1,4,URY,1,,29,4,15867870,0,266850,PRT,S,1,1,S,1
2017,139,20170,2,139,65,4,47,208,5,15,20130,189,20171104,H,1,11,11.4,1,4,2,PRE,20,1,1,7,,S,,,PRT,7,1,47,2023-09-05,6,1,S,180,,DC03,208,N,4,N,T20059,22,4,4,36,1,1,S,1,1,39,0.98,N,29998,0,S,2013,4,1.0,10,47,N,N,4,S,BOE-2023-087,27,34166,S,0,20230905,3,7,27,1,N,PAU,,0,8,PRT,0,21.0,65,1,35002007,1,235765,,S,0,1,N,2
2018,140,20180,66,140,82,3,69,377,4,10,20120,487,20181016,M,2,56,11.2,1,4,2,DIS,2,1,0,10,,S,,,TZA,10,1,69,2022-08-01,4,7,N,62,,DC07,377,N,2,N,,10,3,2,38,0,0,N,3,1,26,0.0,N,14743,0,S,2018,3,0.0,5,69,S,N,11,N,BOE-2020-271,44,19910,N,1,20220801,7,4,44,0,S,PAU,,0,2,TZA,0,,82,1,76866717,0,989548,,S,0,4,S,2
2021,141,20210,93,141,35,47,99,483,3,4,20140,185,20211218,H,1,28,10.0,4,1,2,PRE,13,0,0,7,10.0,N,92.0,S,KWT,7,1,99,2021-08-07,6,8,N,99,920.0,DC09,483,S,3,S,,39,47,3,6,0,1,S,3,0,74,0.0,S,04085,1,N,2012,47,1.0,5,99,N,N,7,N,BOE-2023-123,16,33551,N,1,20210807,9,7,16,0,S,PAU,21.0,0,6,KWT,1,,35,4,41361818,0,218323,VNM,N,1,1,S,2
2022,142,20220,21,142,54,8,39,398,3,15,20200,159,20220504,H,1,61,5.0,1,1,3,SEM,4,1,0,1,40.0,S,77.0,S,HUN,1,1,39,2020-06-11,5,7,N,198,770.0,DC07,398,N,2,N,,25,8,2,10,0,1,S,4,1,7,0.0,S,39203,1,S,2018,8,1.0,1,78,S,N,11,N,BOE-2018-211,14,45930,N,1,20200611,7,8,14,0,N,PAU,37.0,0,8,GNQ,0,,54,1,62464258,0,825091,SLB,S,1,2,S,3
2014,143,20140,8,143,83,3,98,323,3,14,20130,79,20141113,M,2,12,8.9,1,1,1,DIS,4,0,0,9,50.0,S,23.0,S,COL,9,1,98,2021-01-16,3,1,N,167,230.0,DC03,323,N,3,N,T55867,49,3,3,1,0,0,N,1,1,26,0.0,S,42045,0,N,2013,3,1.0,7,98,S,S,6,N,BOE-2021-079,29,13314,N,1,20210116,3,4,29,0,N,PAU,71.0,1,2,COL,0,61.0,83,1,40526484,0,468117,LSO,N,1,4,S,1
2012,144,20120,20,144,82,45,99,418,4,4,20170,359,20130603,M,2,23,9.2,2,3,1,HYB,20,1,1,4,,S,,,KWT,4,1,99,2021-12-17,9,3,N,94,,DC08,418,N,1,S,,16,45,1,48,0,1,S,2,1,50,0.0,N,10023,1,S,2012,45,1.0,5,99,N,N,5,S,BOE-2023-103,40,33895,N,1,20211217,8,8,40,0,S,PAU,,0,9,KWT,1,,82,2,15867870,0,970071,,S,0,5,S,1
